종목명,코드,상세정보,20.09.01,20.09.02,20.09.03,20.09.04
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-1.62% / 194,337,774","-0.94% / 158,159,336(81%)","-2.61% / 179,910,015(93%)","+2.82% / 231,274,259(119%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+11.14% / 105,039,215","+29.88% / 108,962,160(104%)","+5.45% / 81,153,358(77%)","+11.61% / 132,876,650(127%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"-0.59% / 75,461,702","+2.97% / 18,872,175(25%)","-7.39% / 22,758,360(30%)","-1.50% / 13,316,660(18%)"
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"-7.87% / 65,469,997","+0.61% / 24,035,948(37%)","-2.42% / 19,905,673(30%)","-1.24% / 15,313,572(23%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"+19.64% / 52,121,446","-0.20% / 31,102,297(60%)","+6.17% / 38,713,273(74%)","+12.56% / 43,290,953(83%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+1.42% / 49,436,586","+0.92% / 54,218,664(110%)","+2.87% / 48,125,644(97%)","-2.81% / 53,109,841(107%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.81% / 39,585,556","-0.45% / 28,262,969(71%)","-1.28% / 32,469,187(82%)","+1.39% / 44,712,696(113%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.29% / 26,648,092","-2.31% / 30,208,201(113%)","-0.10% / 14,996,155(56%)","+1.68% / 50,334,903(189%)"
드림텍,192650,https://finance.naver.com/item/main.nhn?code=192650,"+19.08% / 24,485,421","-4.79% / 5,312,029(22%)","+1.57% / 9,810,116(40%)","+2.47% / 4,702,695(19%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-2.48% / 23,106,150","+5.02% / 44,291,294(192%)","-1.19% / 12,931,711(56%)","0.00% / 15,099,562(65%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+4.08% / 21,668,893","+4.79% / 23,078,402(107%)","+0.53% / 5,801,806(27%)","-1.35% / 4,876,234(23%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"-3.16% / 19,041,003","+5.19% / 5,381,744(28%)","+1.28% / 11,950,831(63%)","-1.28% / 4,178,366(22%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"+3.24% / 17,445,248","-3.12% / 3,579,562(21%)","+4.76% / 8,051,390(46%)","-4.68% / 7,534,397(43%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.56% / 16,467,209","+0.74% / 14,829,583(90%)","+3.49% / 23,871,995(145%)","-1.42% / 21,982,958(133%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"+2.25% / 16,156,286","+0.44% / 5,600,104(35%)","+0.29% / 3,271,144(20%)","-1.45% / 4,784,897(30%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+0.49% / 14,342,008","+4.55% / 19,540,905(136%)","+0.39% / 12,294,045(86%)","-3.26% / 24,306,213(169%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"-12.90% / 14,258,765","+1.54% / 13,112,656(92%)","-1.69% / 3,978,316(28%)","+3.07% / 10,096,682(71%)"
유니온,000910,https://finance.naver.com/item/main.nhn?code=000910,"+13.90% / 13,173,813","-3.02% / 1,973,671(15%)","-0.11% / 1,096,046(8%)","-2.99% / 1,391,132(11%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+3.78% / 13,119,253","+5.97% / 16,766,046(128%)","+1.36% / 4,716,445(36%)","+1.86% / 8,167,675(62%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+4.34% / 11,726,259","-2.26% / 1,308,160(11%)","-0.85% / 984,210(8%)","-2.09% / 1,329,153(11%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"-7.14% / 11,297,700","-7.98% / 10,900,555(96%)","+1.73% / 6,186,597(55%)","+5.92% / 14,711,446(130%)"
한국카본,017960,https://finance.naver.com/item/main.nhn?code=017960,"+10.14% / 10,882,581","-2.10% / 3,048,939(28%)","+3.48% / 3,818,351(35%)","+0.30% / 2,514,828(23%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-0.65% / 10,261,815","-2.61% / 12,958,254(126%)","+4.03% / 21,179,058(206%)","+29.90% / 155,331,129(1514%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"-0.87% / 10,175,965","+1.93% / 19,854,842(195%)","-1.72% / 6,270,733(62%)","-5.62% / 5,553,344(55%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"-7.80% / 10,053,124","-0.92% / 6,997,700(70%)","-1.30% / 4,940,698(49%)","+1.14% / 11,537,933(115%)"
