종목명,코드,상세정보,20.07.24,20.07.27,20.07.29,20.07.30
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.34% / 153,099,124","-2.04% / 131,869,820(86%)","-1.19% / 173,241,629(113%)","-0.11% / 102,765,768(67%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+19.64% / 108,115,507","+5.63% / 53,909,678(50%)","-0.76% / 53,647,839(50%)","-4.72% / 7,332,565(7%)"
삼성제약,001360,https://finance.naver.com/item/main.nhn?code=001360,"+14.04% / 72,764,670","-7.36% / 11,016,643(15%)","+4.59% / 20,070,444(28%)","-3.49% / 3,208,786(4%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+24.85% / 60,056,467","-5.24% / 18,639,022(31%)","-2.90% / 8,238,627(14%)","-0.22% / 6,988,125(12%)"
유니온,000910,https://finance.naver.com/item/main.nhn?code=000910,"+30.00% / 46,377,932","0.00% / 31,273,345(67%)","+15.04% / 45,299,996(98%)","-6.07% / 6,040,407(13%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.25% / 45,127,324","+1.92% / 44,147,365(98%)","+1.05% / 58,015,370(129%)","+0.29% / 45,024,768(100%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+29.98% / 42,910,120","-17.36% / 35,161,088(82%)","-1.94% / 10,003,150(23%)","-1.22% / 5,675,168(13%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.98% / 36,592,003","-0.80% / 23,222,967(63%)","+0.18% / 23,439,571(64%)","+0.27% / 22,192,191(61%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.59% / 26,404,484","-1.10% / 28,514,467(108%)","-0.61% / 38,357,197(145%)","-0.09% / 26,162,384(99%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-5.79% / 24,256,255","+2.88% / 11,158,086(46%)","+0.76% / 15,929,953(66%)","-2.26% / 14,750,498(61%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-1.72% / 19,715,507","+1.41% / 14,375,552(73%)","-0.41% / 13,581,506(69%)","-0.49% / 14,312,839(73%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+1.40% / 17,568,686","+2.90% / 26,242,668(149%)","-1.76% / 9,458,684(54%)","-0.69% / 4,304,182(24%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"-0.64% / 17,358,382","-0.96% / 12,006,078(69%)","-0.98% / 5,451,354(31%)","0.00% / 8,093,739(47%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+3.67% / 15,124,035","-8.04% / 3,150,524(21%)","+0.34% / 1,447,462(10%)","-1.51% / 1,513,871(10%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+7.63% / 14,170,523","+29.88% / 32,654,689(230%)","+7.15% / 23,029,431(163%)","+6.12% / 41,879,778(296%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+1.38% / 12,481,501","+28.80% / 118,044,464(946%)","+1.56% / 23,214,149(186%)","-3.30% / 38,901,117(312%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"-1.78% / 11,777,264","+1.57% / 9,920,962(84%)","+0.24% / 4,957,476(42%)","-0.36% / 5,466,029(46%)"
동성제약,002210,https://finance.naver.com/item/main.nhn?code=002210,"-2.32% / 10,838,733","-6.19% / 1,534,612(14%)","-0.39% / 956,857(9%)","-1.17% / 372,841(3%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"0.00% / 10,139,697","+2.58% / 20,814,959(205%)","+0.68% / 36,120,551(356%)","0.00% / 19,148,225(189%)"
