종목명,코드,상세정보,20.08.24,20.08.25,20.08.26,20.08.27,20.08.28
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.06% / 200,813,019","-2.69% / 167,637,198(83%)","0.00% / 203,467,703(101%)","+1.80% / 208,062,502(104%)","-1.53% / 181,277,513(90%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.19% / 57,039,372","+2.69% / 57,544,175(101%)","-0.03% / 54,710,313(96%)","-1.76% / 50,757,798(89%)","+1.35% / 48,928,222(86%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+1.09% / 46,490,896","+3.96% / 51,072,909(110%)","+11.76% / 98,573,664(212%)","+2.17% / 59,653,403(128%)","-6.36% / 17,865,928(38%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-3.15% / 41,078,724","-2.23% / 33,041,380(80%)","-0.09% / 48,139,542(117%)","+0.57% / 39,988,059(97%)","-1.32% / 33,514,425(82%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.07% / 35,942,085","-1.36% / 36,625,914(102%)","0.00% / 42,338,401(118%)","+0.92% / 40,780,207(113%)","-0.64% / 32,896,027(92%)"
광동제약,009290,https://finance.naver.com/item/main.nhn?code=009290,"+23.57% / 29,853,745","-4.17% / 7,541,406(25%)","+3.38% / 9,532,629(32%)","-3.27% / 2,097,208(7%)","-2.90% / 1,717,252(6%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+29.79% / 27,204,042","+29.78% / 37,477,294(138%)","+29.89% / 22,302,876(82%)","-23.18% / 55,250,242(203%)","+4.85% / 32,170,967(118%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+6.45% / 24,773,983","+4.11% / 24,020,892(97%)","+0.04% / 28,144,296(114%)","-0.96% / 25,030,308(101%)","+2.67% / 27,141,664(110%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+7.92% / 19,363,505","+29.87% / 46,227,654(239%)","+1.36% / 62,079,254(321%)","-8.17% / 17,221,230(89%)","+4.29% / 11,384,504(59%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"+7.12% / 18,589,496","+1.19% / 30,623,307(165%)","+6.06% / 14,419,966(78%)","-5.87% / 14,933,715(80%)","-1.01% / 6,087,756(33%)"
LG디스플레이,034220,https://finance.naver.com/item/main.nhn?code=034220,"+13.11% / 16,114,354","+0.33% / 6,702,100(42%)","+1.32% / 8,114,485(50%)","-2.61% / 4,797,770(30%)","-0.33% / 4,504,417(28%)"
우리들제약,004720,https://finance.naver.com/item/main.nhn?code=004720,"+3.57% / 15,707,619","-0.23% / 8,677,005(55%)","-6.45% / 3,349,642(21%)","-6.16% / 4,696,415(30%)","-4.99% / 1,637,802(10%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.36% / 14,994,409","+0.53% / 13,782,160(92%)","0.00% / 17,541,332(117%)","-1.42% / 15,709,429(105%)","+0.36% / 9,318,260(62%)"
KTis,058860,https://finance.naver.com/item/main.nhn?code=058860,"+23.08% / 13,912,594","-2.27% / 2,315,541(17%)","+1.55% / 2,048,684(15%)","-3.82% / 1,258,131(9%)","-2.18% / 502,522(4%)"
KTcs,058850,https://finance.naver.com/item/main.nhn?code=058850,"+8.42% / 13,447,837","-0.24% / 1,949,210(14%)","-0.24% / 2,615,203(19%)","+3.17% / 5,810,746(43%)","-1.89% / 1,382,255(10%)"
보락,002760,https://finance.naver.com/item/main.nhn?code=002760,"+8.62% / 10,075,076","-2.88% / 4,320,709(43%)","+6.44% / 19,202,585(191%)","-3.95% / 4,918,066(49%)","0.00% / 3,239,058(32%)"
