종목명,코드,상세정보,20.08.05,20.08.06,20.08.07
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.32% / 137,802,891","-3.17% / 199,852,613(145%)","+0.35% / 125,167,516(91%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"+10.29% / 126,271,527","-8.99% / 22,301,094(18%)","-0.86% / 6,013,924(5%)"
인스코비,006490,https://finance.naver.com/item/main.nhn?code=006490,"+20.95% / 43,915,964","-6.30% / 7,184,627(16%)","-4.83% / 2,273,335(5%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.27% / 42,101,486","+3.19% / 64,079,397(152%)","-0.37% / 43,130,222(102%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.15% / 28,150,192","-1.52% / 37,243,312(132%)","+0.18% / 27,764,449(99%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-2.41% / 26,093,094","-0.95% / 24,952,467(96%)","+0.58% / 18,582,429(71%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+3.57% / 22,657,487","0.00% / 3,117,176(14%)","+2.35% / 9,733,164(43%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+0.65% / 19,954,373","0.00% / 5,106,192(26%)","-2.26% / 3,280,779(16%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-0.70% / 17,613,355","+1.93% / 21,299,253(121%)","-1.38% / 12,610,347(72%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+4.92% / 16,882,022","+3.13% / 12,507,301(74%)","-1.52% / 6,309,055(37%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+4.78% / 15,432,157","+1.94% / 19,589,184(127%)","-0.70% / 11,836,604(77%)"
삼부토건,001470,https://finance.naver.com/item/main.nhn?code=001470,"+12.48% / 14,357,046","+0.34% / 5,485,554(38%)","+2.01% / 1,704,037(12%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"-4.78% / 14,014,186","-3.20% / 10,094,699(72%)","+0.24% / 6,866,044(49%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"-1.05% / 13,646,386","+3.91% / 21,374,668(157%)","-0.91% / 8,983,986(66%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"+8.20% / 13,459,013","+0.76% / 10,452,119(78%)","+1.25% / 3,127,570(23%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+3.95% / 13,280,232","+2.53% / 13,832,874(104%)","0.00% / 12,612,357(95%)"
서연,007860,https://finance.naver.com/item/main.nhn?code=007860,"+8.35% / 12,871,417","+24.42% / 28,501,226(221%)","+6.10% / 19,978,869(155%)"
유한양행,000100,https://finance.naver.com/item/main.nhn?code=000100,"+15.73% / 12,347,746","-2.36% / 2,278,543(18%)","+1.21% / 767,088(6%)"
동화약품,000020,https://finance.naver.com/item/main.nhn?code=000020,"+8.08% / 11,331,299","+0.89% / 2,113,547(19%)","+3.88% / 1,015,937(9%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+3.66% / 10,982,093","-1.33% / 6,846,989(62%)","-1.34% / 1,769,565(16%)"
남선알미늄,008350,https://finance.naver.com/item/main.nhn?code=008350,"-4.67% / 10,778,786","-2.82% / 6,494,530(60%)","-0.78% / 3,552,345(33%)"
