종목명,코드,상세정보,20.10.16,20.10.19,20.10.20,20.10.21,20.10.22
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+0.98% / 201,061,642","-0.36% / 145,911,963(73%)","-1.58% / 222,977,491(111%)","-0.62% / 128,291,837(64%)","+1.49% / 140,093,516(70%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"0.00% / 133,408,594","+3.64% / 57,270,903(43%)","-9.84% / 113,148,487(85%)","+1.56% / 29,066,236(22%)","-7.42% / 15,691,347(12%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+6.42% / 117,083,793","-0.80% / 17,317,670(15%)","-3.56% / 7,144,548(6%)","+4.40% / 11,066,255(9%)","+2.62% / 14,271,675(12%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.92% / 79,356,131","+1.18% / 71,038,234(90%)","-0.99% / 92,881,259(117%)","-0.91% / 78,199,448(99%)","+3.21% / 65,551,735(83%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.20% / 62,274,065","+0.51% / 45,316,902(73%)","+1.37% / 62,085,265(100%)","+0.69% / 48,039,997(77%)","-1.45% / 53,587,291(86%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-0.47% / 56,456,859","+29.86% / 243,248,988(431%)","-15.33% / 130,591,348(231%)","-6.90% / 39,242,186(70%)","-3.94% / 59,727,801(106%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.65% / 34,781,564","-0.28% / 27,767,343(80%)","-0.83% / 47,373,800(136%)","-0.19% / 29,133,374(84%)","+0.65% / 30,478,152(88%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"+1.57% / 33,714,043","+6.64% / 9,212,420(27%)","+9.24% / 24,641,125(73%)","0.00% / 9,588,422(28%)","+15.59% / 60,310,097(179%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-1.65% / 33,626,875","-2.27% / 33,652,485(100%)","+1.71% / 49,151,971(146%)","+1.64% / 39,031,098(116%)","-6.16% / 35,601,012(106%)"
형지엘리트,093240,https://finance.naver.com/item/main.nhn?code=093240,"-2.31% / 23,571,225","-9.48% / 2,457,397(10%)","+2.62% / 870,771(4%)","0.00% / 526,936(2%)","-1.28% / 340,019(1%)"
쌍용차,003620,https://finance.naver.com/item/main.nhn?code=003620,"+7.53% / 23,130,646","+0.67% / 3,528,081(15%)","-4.19% / 1,740,355(8%)","-2.30% / 1,058,800(5%)","+0.71% / 1,742,207(8%)"
KC코트렐,119650,https://finance.naver.com/item/main.nhn?code=119650,"-0.79% / 20,241,945","+8.52% / 10,506,847(52%)","-9.95% / 4,157,368(21%)","-0.58% / 1,386,044(7%)","-7.84% / 1,684,350(8%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-0.83% / 16,031,650","+0.84% / 14,042,389(88%)","+1.50% / 18,899,317(118%)","0.00% / 15,440,140(96%)","-1.31% / 13,382,307(83%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-4.57% / 15,278,023","-4.78% / 26,507,353(173%)","+2.35% / 26,513,402(174%)","+0.33% / 15,297,806(100%)","-3.75% / 7,930,990(52%)"
대창,012800,https://finance.naver.com/item/main.nhn?code=012800,"+3.67% / 13,822,926","+1.77% / 1,745,582(13%)","+6.52% / 20,545,064(149%)","+2.04% / 14,394,384(104%)","0.00% / 14,163,257(102%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-1.72% / 13,027,185","+1.75% / 10,389,310(80%)","0.00% / 9,979,553(77%)","0.00% / 4,821,166(37%)","-5.17% / 10,210,805(78%)"
KODEX 코스닥 150,229200,https://finance.naver.com/item/main.nhn?code=229200,"-0.82% / 10,836,527","-1.14% / 10,302,839(95%)","+0.96% / 9,879,830(91%)","+0.71% / 9,179,833(85%)","-2.98% / 9,738,019(90%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+0.25% / 10,624,145","-2.71% / 5,748,532(54%)","+2.41% / 5,274,538(50%)","-14.59% / 55,152,150(519%)","-13.46% / 19,595,940(184%)"
