종목명,코드,상세정보,20.09.03,20.09.04,20.09.07
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.61% / 179,910,015","+2.82% / 231,274,259(129%)","-0.83% / 137,993,055(77%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+5.45% / 81,153,358","+11.61% / 132,876,650(164%)","+0.45% / 5,784,331(7%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.87% / 48,125,644","-2.81% / 53,109,841(110%)","+0.84% / 36,718,833(76%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"+6.17% / 38,713,273","+12.56% / 43,290,953(112%)","-1.65% / 16,323,241(42%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.28% / 32,469,187","+1.39% / 44,712,696(138%)","-0.46% / 23,197,124(71%)"
광동제약,009290,https://finance.naver.com/item/main.nhn?code=009290,"+26.70% / 31,258,934","-4.49% / 9,262,947(30%)","-4.70% / 3,109,393(10%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+3.49% / 23,871,995","-1.42% / 21,982,958(92%)","+1.80% / 17,319,911(73%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"-7.39% / 22,758,360","-1.50% / 13,316,660(59%)","-0.38% / 8,038,581(35%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-5.97% / 22,535,010","-1.59% / 15,203,630(67%)","-9.68% / 46,136,034(205%)"
인스코비,006490,https://finance.naver.com/item/main.nhn?code=006490,"+5.15% / 22,477,152","-1.70% / 2,383,335(11%)","-1.30% / 1,343,451(6%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"-7.23% / 22,243,631","-1.28% / 10,110,984(45%)","-9.09% / 46,381,474(209%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+4.03% / 21,179,058","+29.90% / 155,331,129(733%)","+15.10% / 171,784,494(811%)"
한화솔루션,009830,https://finance.naver.com/item/main.nhn?code=009830,"+16.06% / 21,125,675","+6.13% / 23,353,631(111%)","+1.75% / 9,867,718(47%)"
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"-2.42% / 19,905,673","-1.24% / 15,313,572(77%)","+0.63% / 8,254,836(41%)"
아시아나항공,020560,https://finance.naver.com/item/main.nhn?code=020560,"-2.24% / 16,373,358","-5.34% / 6,651,765(41%)","-3.96% / 5,595,270(34%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.10% / 14,996,155","+1.68% / 50,334,903(336%)","-1.55% / 30,730,620(205%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-1.19% / 12,931,711","0.00% / 15,099,562(117%)","-0.92% / 36,927,822(286%)"
STX중공업,071970,https://finance.naver.com/item/main.nhn?code=071970,"+10.12% / 12,530,018","+16.46% / 8,205,239(65%)","+20.25% / 5,574,024(44%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-5.21% / 12,434,586","-10.11% / 16,343,604(131%)","+5.22% / 25,681,981(207%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+0.39% / 12,294,045","-3.26% / 24,306,213(198%)","+2.63% / 19,507,872(159%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"-0.81% / 12,142,026","-3.29% / 7,251,782(60%)","-0.17% / 6,041,455(50%)"
우신시스템,017370,https://finance.naver.com/item/main.nhn?code=017370,"-9.85% / 12,000,028","-5.99% / 1,756,039(15%)","+1.52% / 814,409(7%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"+1.28% / 11,950,831","-1.28% / 4,178,366(35%)","-1.29% / 2,448,447(20%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"-0.31% / 10,534,333","-4.33% / 7,485,163(71%)","0.00% / 7,372,772(70%)"
