종목명,코드,상세정보,20.10.05,20.10.06,20.10.07,20.10.08
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.62% / 110,668,515","-0.12% / 123,950,681(112%)","-2.08% / 166,246,493(150%)","-0.88% / 139,808,772(126%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"-11.43% / 50,477,390","+4.84% / 25,204,907(50%)","+3.08% / 18,331,064(36%)","0.00% / 9,029,423(18%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+8.17% / 41,108,418","-2.58% / 19,385,674(47%)","-0.27% / 7,904,934(19%)","-0.82% / 14,069,777(34%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.77% / 37,965,402","+0.33% / 49,219,764(130%)","+2.02% / 46,272,639(122%)","+0.91% / 51,135,641(135%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-10.53% / 36,457,569","+5.88% / 22,204,376(61%)","+1.82% / 15,901,152(44%)","-1.79% / 9,766,154(27%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+12.17% / 35,038,417","-2.96% / 13,135,317(37%)","+8.44% / 84,764,936(242%)","+27.54% / 167,912,458(479%)"
콤텍시스템,031820,https://finance.naver.com/item/main.nhn?code=031820,"+3.08% / 28,442,119","+3.51% / 65,338,475(230%)","+4.36% / 27,850,452(98%)","-3.34% / 7,714,503(27%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-1.14% / 25,742,865","+0.58% / 28,618,542(111%)","-0.67% / 48,522,772(188%)","+0.19% / 28,564,129(111%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.28% / 19,809,312","-0.09% / 28,497,390(144%)","-0.93% / 37,054,885(187%)","-0.47% / 27,589,903(139%)"
부산주공,005030,https://finance.naver.com/item/main.nhn?code=005030,"+30.00% / 16,696,862","+7.10% / 50,601,932(303%)","-0.83% / 27,217,878(163%)","+0.28% / 12,166,569(73%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+4.44% / 14,084,724","-2.46% / 70,601,586(501%)","+0.72% / 17,864,692(127%)","-3.23% / 19,590,542(139%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+2.18% / 13,790,751","-0.89% / 17,331,041(126%)","+1.48% / 21,527,807(156%)","-0.31% / 15,483,173(112%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+1.03% / 13,561,902","+0.51% / 13,117,247(97%)","+1.53% / 14,718,727(109%)","+0.17% / 18,900,742(139%)"
한창,005110,https://finance.naver.com/item/main.nhn?code=005110,"-14.44% / 10,832,242","-1.29% / 5,052,568(47%)","+1.31% / 5,559,183(51%)","+0.86% / 3,650,818(34%)"
