종목명,코드,상세정보,20.10.19,20.10.20,20.10.21,20.10.22,20.10.23
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+29.86% / 243,248,988","-15.33% / 130,591,348(54%)","-6.90% / 39,242,186(16%)","-3.94% / 59,727,801(25%)","-8.19% / 19,889,964(8%)"
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.36% / 145,911,963","-1.58% / 222,977,491(153%)","-0.62% / 128,291,837(88%)","+1.49% / 140,093,516(96%)","-0.73% / 143,612,989(98%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+1.18% / 71,038,234","-0.99% / 92,881,259(131%)","-0.91% / 78,199,448(110%)","+3.21% / 65,551,735(92%)","+0.44% / 96,875,864(136%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+3.64% / 57,270,903","-9.84% / 113,148,487(198%)","+1.56% / 29,066,236(51%)","-7.42% / 15,691,347(27%)","+0.55% / 26,949,533(47%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.51% / 45,316,902","+1.37% / 62,085,265(137%)","+0.69% / 48,039,997(106%)","-1.45% / 53,587,291(118%)","+0.70% / 50,182,724(111%)"
한국전자홀딩스,006200,https://finance.naver.com/item/main.nhn?code=006200,"+26.54% / 41,812,937","-13.85% / 17,608,888(42%)","-2.04% / 2,462,934(6%)","-2.20% / 4,723,444(11%)","-4.73% / 1,529,174(4%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-2.27% / 33,652,485","+1.71% / 49,151,971(146%)","+1.64% / 39,031,098(116%)","-6.16% / 35,601,012(106%)","-1.22% / 39,995,730(119%)"
KR모터스,000040,https://finance.naver.com/item/main.nhn?code=000040,"+21.04% / 29,558,644","+2.34% / 14,904,543(50%)","-7.76% / 17,447,267(59%)","-6.93% / 6,223,961(21%)","-1.06% / 3,212,889(11%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.28% / 27,767,343","-0.83% / 47,373,800(171%)","-0.19% / 29,133,374(105%)","+0.65% / 30,478,152(110%)","-0.28% / 33,388,036(120%)"
보락,002760,https://finance.naver.com/item/main.nhn?code=002760,"+3.85% / 27,586,821","-5.14% / 3,001,072(11%)","+3.47% / 2,388,507(9%)","+1.68% / 4,814,614(17%)","0.00% / 4,250,818(15%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-4.78% / 26,507,353","+2.35% / 26,513,402(100%)","+0.33% / 15,297,806(58%)","-3.75% / 7,930,990(30%)","+3.56% / 14,522,434(55%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+6.47% / 24,795,297","-4.44% / 2,367,422(10%)","+3.55% / 8,334,232(34%)","+1.42% / 6,519,626(26%)","+4.42% / 8,493,888(34%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"-0.80% / 17,317,670","-3.56% / 7,144,548(41%)","+4.40% / 11,066,255(64%)","+2.62% / 14,271,675(82%)","-1.00% / 6,107,252(35%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.84% / 14,042,389","+1.50% / 18,899,317(135%)","0.00% / 15,440,140(110%)","-1.31% / 13,382,307(95%)","+0.17% / 8,417,981(60%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"+12.03% / 12,054,032","+3.48% / 21,177,017(176%)","-5.42% / 19,762,668(164%)","-5.63% / 3,213,539(27%)","+9.53% / 12,721,187(106%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+3.17% / 11,487,696","-1.54% / 5,220,915(45%)","+1.95% / 4,084,787(36%)","-1.53% / 4,266,223(37%)","-4.28% / 8,922,297(78%)"
남성,004270,https://finance.naver.com/item/main.nhn?code=004270,"-2.46% / 11,356,122","+1.54% / 3,179,098(28%)","-6.20% / 3,299,388(29%)","-2.79% / 1,549,009(14%)","-1.51% / 1,325,182(12%)"
우진,105840,https://finance.naver.com/item/main.nhn?code=105840,"+11.82% / 11,214,637","-2.73% / 6,958,309(62%)","-1.29% / 1,201,265(11%)","+9.59% / 3,324,657(30%)","+3.89% / 14,340,868(128%)"
비티원,101140,https://finance.naver.com/item/main.nhn?code=101140,"+17.63% / 10,718,671","+5.03% / 2,484,808(23%)","+14.58% / 8,898,946(83%)","+2.18% / 3,172,317(30%)","-0.53% / 1,466,578(14%)"
KC코트렐,119650,https://finance.naver.com/item/main.nhn?code=119650,"+8.52% / 10,506,847","-9.95% / 4,157,368(40%)","-0.58% / 1,386,044(13%)","-7.84% / 1,684,350(16%)","+1.78% / 3,265,698(31%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+1.75% / 10,389,310","0.00% / 9,979,553(96%)","0.00% / 4,821,166(46%)","-5.17% / 10,210,805(98%)","0.00% / 7,288,731(70%)"
KODEX 코스닥 150,229200,https://finance.naver.com/item/main.nhn?code=229200,"-1.14% / 10,302,839","+0.96% / 9,879,830(96%)","+0.71% / 9,179,833(89%)","-2.98% / 9,738,019(95%)","-0.73% / 8,935,210(87%)"
