종목명,코드,상세정보,20.09.25,20.09.28
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-1.01% / 213,128,973","-2.85% / 146,066,968(69%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.09% / 73,629,910","-4.30% / 53,013,214(72%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.90% / 69,900,587","+2.92% / 46,619,831(67%)"
세우글로벌,013000,https://finance.naver.com/item/main.nhn?code=013000,"-13.92% / 55,016,887","+18.75% / 24,015,300(44%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-0.17% / 40,670,859","+8.05% / 23,645,320(58%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+13.64% / 34,016,761","-2.91% / 18,082,122(53%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+3.04% / 33,817,440","-3.79% / 74,332,092(220%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.44% / 32,435,944","-1.60% / 32,120,561(99%)"
써니전자,004770,https://finance.naver.com/item/main.nhn?code=004770,"-7.26% / 26,543,821","+1.29% / 3,140,891(12%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+14.13% / 25,217,991","-5.88% / 4,285,571(17%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"0.00% / 17,651,958","+3.36% / 3,237,079(18%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"-5.86% / 14,767,722","-0.78% / 6,568,827(44%)"
에어부산,298690,https://finance.naver.com/item/main.nhn?code=298690,"+4.35% / 13,895,708","+6.81% / 2,173,215(16%)"
한창,005110,https://finance.naver.com/item/main.nhn?code=005110,"+8.75% / 12,085,597","-5.59% / 4,122,339(34%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+1.82% / 11,485,073","0.00% / 8,853,932(77%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.17% / 10,575,641","+0.52% / 12,561,607(119%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+5.47% / 10,446,934","+2.22% / 3,609,555(35%)"
