종목명,코드,상세정보,20.09.09,20.09.10,20.09.11
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.60% / 126,316,910","-2.17% / 112,396,873(89%)","+0.49% / 142,116,347(113%)"
아남전자,008700,https://finance.naver.com/item/main.nhn?code=008700,"+17.83% / 40,977,630","+0.27% / 7,535,327(18%)","+1.06% / 5,145,133(13%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"-10.14% / 39,735,445","+6.56% / 12,563,966(32%)","-4.62% / 20,169,736(51%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+2.84% / 39,615,863","+2.96% / 89,974,072(227%)","-3.24% / 13,259,007(33%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+23.33% / 36,310,162","-1.92% / 122,769,419(338%)","+1.95% / 34,139,610(94%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"-17.89% / 36,111,983","+2.46% / 20,641,692(57%)","-0.24% / 6,984,363(19%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.43% / 35,611,113","+2.16% / 34,064,136(96%)","-0.49% / 44,537,261(125%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-10.91% / 31,961,090","+8.33% / 14,131,280(44%)","-3.77% / 11,392,084(36%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+1.09% / 26,895,326","-0.68% / 19,988,014(74%)","+0.10% / 35,191,922(131%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"+0.64% / 25,887,011","-2.83% / 6,978,162(27%)","-0.45% / 6,932,584(27%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"+3.59% / 25,792,519","+0.68% / 7,922,549(31%)","+1.34% / 3,530,466(14%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.84% / 25,662,761","-1.10% / 23,208,769(90%)","+0.37% / 26,288,183(102%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.17% / 24,730,867","+1.88% / 23,248,094(94%)","-0.34% / 14,622,685(59%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"-0.55% / 21,684,658","+0.45% / 9,407,126(43%)","-0.89% / 10,663,473(49%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"-3.66% / 21,374,389","+4.29% / 5,606,307(26%)","+3.47% / 6,484,780(30%)"
대영포장,014160,https://finance.naver.com/item/main.nhn?code=014160,"+2.26% / 19,328,142","+1.33% / 5,666,882(29%)","+1.32% / 2,272,487(12%)"
인스코비,006490,https://finance.naver.com/item/main.nhn?code=006490,"+7.45% / 16,398,843","-1.68% / 2,361,783(14%)","-0.64% / 1,148,223(7%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+4.41% / 16,245,792","+0.56% / 5,368,176(33%)","+0.28% / 3,764,996(23%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+3.19% / 16,206,128","0.00% / 5,192,614(32%)","+3.08% / 11,773,341(73%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-2.01% / 12,727,600","+1.10% / 10,126,827(80%)","0.00% / 16,343,805(128%)"
한화솔루션,009830,https://finance.naver.com/item/main.nhn?code=009830,"+8.02% / 11,861,419","+0.41% / 6,483,097(55%)","-5.58% / 7,801,384(66%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-8.85% / 10,139,061","+2.48% / 23,262,667(229%)","+1.70% / 11,863,031(117%)"
