종목명,코드,상세정보,20.08.06,20.08.07,20.08.10
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-3.17% / 199,852,613","+0.35% / 125,167,516(63%)","-2.95% / 152,448,032(76%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+3.19% / 64,079,397","-0.37% / 43,130,222(67%)","+2.80% / 46,912,145(73%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.52% / 37,243,312","+0.18% / 27,764,449(75%)","-1.46% / 33,736,996(91%)"
서연,007860,https://finance.naver.com/item/main.nhn?code=007860,"+24.42% / 28,501,226","+6.10% / 19,978,869(70%)","-1.36% / 4,810,046(17%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"+9.88% / 26,241,944","-0.22% / 10,464,473(40%)","+1.54% / 5,241,206(20%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.95% / 24,952,467","+0.58% / 18,582,429(74%)","-0.29% / 17,164,653(69%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"-8.99% / 22,301,094","-0.86% / 6,013,924(27%)","-1.88% / 4,281,565(19%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"+3.91% / 21,374,668","-0.91% / 8,958,906(42%)","+2.64% / 16,210,811(76%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+1.93% / 21,299,253","-1.38% / 12,610,347(59%)","+0.52% / 17,206,732(81%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.94% / 19,589,184","-0.70% / 11,836,604(60%)","+0.76% / 14,028,063(72%)"
덕성,004830,https://finance.naver.com/item/main.nhn?code=004830,"+12.98% / 16,838,407","+4.22% / 10,427,236(62%)","+0.16% / 1,872,245(11%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+0.19% / 15,429,601","+3.38% / 21,947,510(142%)","-3.27% / 6,912,084(45%)"
TCC스틸,002710,https://finance.naver.com/item/main.nhn?code=002710,"+12.20% / 15,027,381","-7.89% / 939,428(6%)","+12.01% / 1,350,797(9%)"
현대약품,004310,https://finance.naver.com/item/main.nhn?code=004310,"-1.07% / 14,278,607","-2.31% / 2,235,296(16%)","-2.08% / 1,175,800(8%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+2.53% / 13,832,874","0.00% / 12,612,357(91%)","-1.23% / 6,868,224(50%)"
드림텍,192650,https://finance.naver.com/item/main.nhn?code=192650,"-1.31% / 12,735,025","+1.06% / 3,914,165(31%)","+0.27% / 2,096,437(16%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+3.13% / 12,507,301","-1.52% / 6,309,055(50%)","-1.54% / 8,524,745(68%)"
HMM,011200,https://finance.naver.com/item/main.nhn?code=011200,"+6.28% / 12,101,197","+1.56% / 2,808,871(23%)","+1.52% / 6,415,979(53%)"
경농,002100,https://finance.naver.com/item/main.nhn?code=002100,"+14.79% / 10,893,621","-3.07% / 788,383(7%)","+14.15% / 10,124,069(93%)"
대웅,003090,https://finance.naver.com/item/main.nhn?code=003090,"+29.93% / 10,686,125","-6.15% / 8,428,245(79%)","+20.32% / 15,177,073(142%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"+0.76% / 10,452,119","+1.25% / 3,127,570(30%)","-7.14% / 9,027,032(86%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"-3.20% / 10,094,699","+0.24% / 6,866,044(68%)","-0.71% / 5,115,901(51%)"
