종목명,코드,상세정보,20.08.18,20.08.20,20.08.21
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+3.83% / 199,680,053","+7.65% / 317,020,463(159%)","-3.33% / 320,847,385(161%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+15.64% / 79,847,813","+13.11% / 12,041,753(15%)","-11.90% / 6,592,899(8%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-3.68% / 49,816,756","-7.71% / 85,050,559(171%)","+3.26% / 87,272,648(175%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+1.95% / 44,095,062","+3.93% / 61,745,959(140%)","-1.85% / 64,153,552(145%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+3.65% / 43,570,518","+3.79% / 71,414,823(164%)","-0.36% / 63,243,876(145%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"-0.97% / 28,539,707","-10.90% / 9,799,247(34%)","-14.62% / 14,336,869(50%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-7.49% / 25,400,474","-7.92% / 35,822,165(141%)","+0.51% / 37,361,903(147%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.52% / 23,048,518","-3.98% / 28,388,021(123%)","+1.26% / 19,860,133(86%)"
모나리자,012690,https://finance.naver.com/item/main.nhn?code=012690,"+21.00% / 21,159,887","+4.78% / 23,996,811(113%)","-1.92% / 7,718,689(36%)"
형지엘리트,093240,https://finance.naver.com/item/main.nhn?code=093240,"-5.49% / 16,138,480","-2.66% / 3,385,377(21%)","+1.13% / 3,248,094(20%)"
우리들제약,004720,https://finance.naver.com/item/main.nhn?code=004720,"+29.88% / 14,794,216","+29.80% / 3,679,844(25%)","-22.96% / 26,479,420(179%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+8.72% / 14,454,528","+6.00% / 10,637,152(74%)","+3.98% / 10,666,939(74%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+0.21% / 13,924,404","-0.60% / 10,014,079(72%)","-1.19% / 5,164,752(37%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-8.06% / 13,867,627","-7.93% / 15,183,268(109%)","+2.42% / 8,474,244(61%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+4.12% / 13,565,936","+29.94% / 38,673,401(285%)","-18.46% / 32,766,972(242%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+2.44% / 13,541,255","+1.22% / 10,478,921(77%)","+1.22% / 8,193,871(61%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"-7.53% / 12,435,818","-6.42% / 9,658,008(78%)","0.00% / 7,099,701(57%)"
