종목명,코드,상세정보,20.07.27,20.07.29,20.07.30,20.07.31
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.04% / 131,869,820","-1.19% / 173,241,629(131%)","-0.11% / 102,765,768(78%)","+1.54% / 154,199,109(117%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+28.80% / 118,044,464","+1.56% / 23,214,149(20%)","-3.30% / 38,901,117(33%)","+5.91% / 30,752,236(26%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+5.63% / 53,909,678","-0.76% / 53,647,839(100%)","-4.72% / 7,332,565(14%)","+2.73% / 14,361,839(27%)"
남영비비안,002070,https://finance.naver.com/item/main.nhn?code=002070,"+11.94% / 48,170,134","-2.83% / 3,911,483(8%)","-0.97% / 5,199,379(11%)","-2.75% / 5,312,999(11%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+1.92% / 44,147,365","+1.05% / 58,015,370(131%)","+0.29% / 45,024,768(102%)","-1.50% / 57,420,556(130%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"-17.36% / 35,160,988","-1.94% / 10,003,150(28%)","-1.22% / 5,675,168(16%)","+0.31% / 11,294,168(32%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+29.88% / 32,654,689","+7.15% / 23,029,431(71%)","+6.12% / 41,879,778(128%)","+1.47% / 12,526,857(38%)"
유니온,000910,https://finance.naver.com/item/main.nhn?code=000910,"0.00% / 31,273,345","+15.04% / 45,299,996(145%)","-6.07% / 6,040,407(19%)","-0.11% / 3,696,013(12%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.10% / 28,514,467","-0.61% / 38,357,197(135%)","-0.09% / 26,162,384(92%)","+0.88% / 30,204,937(106%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+2.90% / 26,242,668","-1.76% / 9,458,684(36%)","-0.69% / 4,304,182(16%)","-2.22% / 4,250,734(16%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.80% / 23,222,967","+0.18% / 23,439,571(101%)","+0.27% / 22,192,191(96%)","-0.18% / 20,872,579(90%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+2.58% / 20,814,959","+0.68% / 36,120,551(174%)","0.00% / 19,148,225(92%)","-1.53% / 19,457,004(93%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"-5.24% / 18,639,022","-2.90% / 8,238,627(44%)","-0.22% / 6,988,125(37%)","-10.75% / 18,573,736(100%)"
신풍제약,019170,https://finance.naver.com/item/main.nhn?code=019170,"-30.00% / 16,294,772","+4.75% / 13,011,722(80%)","+14.67% / 15,883,974(97%)","-11.86% / 8,428,603(52%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.41% / 14,375,552","-0.41% / 13,581,506(94%)","-0.49% / 14,312,839(100%)","+0.29% / 11,344,532(79%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"+3.73% / 13,114,543","-0.64% / 1,338,943(10%)","0.00% / 2,388,886(18%)","+3.36% / 3,355,854(26%)"
마니커,027740,https://finance.naver.com/item/main.nhn?code=027740,"-8.58% / 12,058,852","0.00% / 4,128,865(34%)","+2.49% / 3,751,238(31%)","-0.38% / 1,501,427(12%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"-0.96% / 12,006,078","-0.98% / 5,451,354(45%)","0.00% / 8,093,739(67%)","+1.32% / 6,939,541(58%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+2.88% / 11,158,086","+0.76% / 15,929,953(143%)","-2.26% / 14,750,498(132%)","-0.77% / 5,901,713(53%)"
삼성제약,001360,https://finance.naver.com/item/main.nhn?code=001360,"-7.36% / 11,016,643","+4.59% / 20,070,444(182%)","-3.49% / 3,208,786(29%)","-0.70% / 3,404,411(31%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-1.59% / 10,182,044","0.00% / 4,401,808(43%)","-1.59% / 5,634,346(55%)","-3.23% / 18,679,383(183%)"
