종목명,코드,상세정보,20.10.21,20.10.22,20.10.23
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.62% / 128,291,837","+1.49% / 140,093,516(109%)","-0.73% / 143,612,989(112%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.91% / 78,199,448","+3.21% / 65,551,735(84%)","+0.44% / 96,875,864(124%)"
수산중공업,017550,https://finance.naver.com/item/main.nhn?code=017550,"+29.75% / 69,378,924","+0.66% / 66,672,856(96%)","-6.51% / 13,365,996(19%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"-14.59% / 55,152,150","-13.46% / 19,595,940(36%)","-6.35% / 13,850,427(25%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.69% / 48,039,997","-1.45% / 53,587,291(112%)","+0.70% / 50,182,724(104%)"
광전자,017900,https://finance.naver.com/item/main.nhn?code=017900,"+17.07% / 46,396,666","+1.87% / 8,364,612(18%)","-3.67% / 3,519,656(8%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-6.90% / 39,242,186","-3.94% / 59,727,801(152%)","-8.19% / 19,889,964(51%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.64% / 39,031,098","-6.16% / 35,601,012(91%)","-1.22% / 39,995,730(102%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.19% / 29,133,374","+0.65% / 30,478,152(105%)","-0.28% / 33,388,036(115%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+1.56% / 29,066,236","-7.42% / 15,691,347(54%)","+0.55% / 26,949,533(93%)"
성창기업지주,000180,https://finance.naver.com/item/main.nhn?code=000180,"+13.86% / 27,855,742","-8.35% / 4,760,198(17%)","-3.65% / 2,305,286(8%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"+3.44% / 22,956,692","+0.42% / 5,680,399(25%)","+0.69% / 3,778,913(16%)"
삼부토건,001470,https://finance.naver.com/item/main.nhn?code=001470,"+15.69% / 22,203,389","-5.93% / 20,483,192(92%)","+12.25% / 32,999,907(149%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"-5.42% / 19,762,668","-5.63% / 3,213,539(16%)","+9.53% / 12,721,187(64%)"
KR모터스,000040,https://finance.naver.com/item/main.nhn?code=000040,"-7.76% / 17,447,267","-6.93% / 6,223,961(36%)","-1.06% / 3,212,889(18%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"0.00% / 15,440,140","-1.31% / 13,382,307(87%)","+0.17% / 8,417,981(55%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+0.33% / 15,297,806","-3.75% / 7,930,990(52%)","+3.56% / 14,522,434(95%)"
대창,012800,https://finance.naver.com/item/main.nhn?code=012800,"+2.04% / 14,394,384","0.00% / 14,163,257(98%)","-2.00% / 3,728,061(26%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+4.40% / 11,066,255","+2.62% / 14,271,675(129%)","-1.00% / 6,107,252(55%)"
