종목명,코드,상세정보,20.08.21,20.08.24,20.08.25,20.08.26,20.08.27
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-3.33% / 320,847,385","-2.06% / 200,813,019(63%)","-2.69% / 167,637,198(52%)","0.00% / 203,467,703(63%)","+1.80% / 208,062,502(65%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+17.24% / 170,991,720","+1.09% / 46,490,896(27%)","+3.96% / 51,072,909(30%)","+11.76% / 98,573,664(58%)","+2.17% / 59,653,403(35%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+3.26% / 87,272,648","+2.19% / 57,039,372(65%)","+2.69% / 57,544,175(66%)","-0.03% / 54,710,313(63%)","-1.76% / 50,757,798(58%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.85% / 64,023,166","-1.07% / 35,942,085(56%)","-1.36% / 36,625,914(57%)","0.00% / 42,338,401(66%)","+0.92% / 40,780,207(64%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.36% / 63,243,876","-3.15% / 41,078,724(65%)","-2.23% / 33,041,380(52%)","-0.09% / 48,139,542(76%)","+0.57% / 39,988,059(63%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+9.41% / 59,828,995","+29.79% / 27,204,042(45%)","+29.78% / 37,477,294(63%)","+29.89% / 22,302,876(37%)","-23.18% / 55,250,242(92%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+0.51% / 37,361,903","+6.45% / 24,773,983(66%)","+4.11% / 24,020,892(64%)","+0.04% / 28,144,296(75%)","-0.96% / 25,030,308(67%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"-18.46% / 32,766,972","+7.92% / 19,363,505(59%)","+29.87% / 46,227,654(141%)","+1.36% / 62,079,254(189%)","-8.17% / 17,221,230(53%)"
우리들제약,004720,https://finance.naver.com/item/main.nhn?code=004720,"-22.96% / 26,479,420","+3.57% / 15,707,619(59%)","-0.23% / 8,677,005(33%)","-6.45% / 3,349,642(13%)","-6.16% / 4,696,415(18%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+1.26% / 19,860,133","+0.36% / 14,994,409(76%)","+0.53% / 13,782,160(69%)","0.00% / 17,541,332(88%)","-1.42% / 15,709,429(79%)"
서원,021050,https://finance.naver.com/item/main.nhn?code=021050,"+24.48% / 16,206,258","+4.70% / 6,193,230(38%)","-0.54% / 5,084,833(31%)","+0.96% / 4,291,876(26%)","-5.15% / 2,599,984(16%)"
태평양물산,007980,https://finance.naver.com/item/main.nhn?code=007980,"+11.94% / 15,257,776","+0.29% / 1,246,454(8%)","+0.29% / 1,163,912(8%)","+1.15% / 1,876,541(12%)","+7.12% / 12,715,348(83%)"
남선알미늄,008350,https://finance.naver.com/item/main.nhn?code=008350,"+7.55% / 14,849,651","+1.55% / 5,378,655(36%)","0.00% / 3,978,472(27%)","-0.19% / 3,363,529(23%)","-2.86% / 3,893,531(26%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"-14.62% / 14,336,869","+2.91% / 8,965,904(63%)","+3.25% / 12,855,101(90%)","+8.62% / 24,561,609(171%)","-6.30% / 5,946,180(41%)"
엔케이물산,009810,https://finance.naver.com/item/main.nhn?code=009810,"-9.37% / 10,944,547","+7.55% / 5,612,368(51%)","0.00% / 3,374,672(31%)","0.00% / 1,505,648(14%)","-5.34% / 1,612,650(15%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+3.98% / 10,666,939","+5.05% / 5,556,384(52%)","+0.18% / 3,467,126(33%)","+12.73% / 10,824,843(101%)","+29.95% / 41,684,054(391%)"
