종목명,코드,상세정보,20.08.31,20.09.01,20.09.02,20.09.03,20.09.04
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"+10.56% / 606,856,715","-7.87% / 65,469,997(11%)","+0.61% / 24,035,948(4%)","-2.42% / 19,905,673(3%)","-1.24% / 15,313,572(3%)"
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+3.22% / 198,177,834","-1.62% / 194,337,774(98%)","-0.94% / 158,159,336(80%)","-2.61% / 179,910,015(91%)","+2.82% / 231,274,259(117%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+20.71% / 91,529,517","-0.59% / 75,461,702(82%)","+2.97% / 18,872,175(21%)","-7.39% / 22,758,360(25%)","-1.50% / 13,316,660(15%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+23.85% / 72,334,315","-2.48% / 23,106,150(32%)","+5.02% / 44,291,294(61%)","-1.19% / 12,931,711(18%)","0.00% / 15,099,562(21%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-3.01% / 67,045,571","+1.42% / 49,436,586(74%)","+0.92% / 54,218,664(81%)","+2.87% / 48,125,644(72%)","-2.81% / 53,109,841(79%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"+7.08% / 65,824,070","-7.80% / 10,053,124(15%)","-0.92% / 6,997,700(11%)","-1.30% / 4,940,698(8%)","+1.14% / 11,537,933(18%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+1.64% / 40,703,141","-0.81% / 39,585,556(97%)","-0.45% / 28,262,969(69%)","-1.28% / 32,469,187(80%)","+1.39% / 44,712,696(110%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.57% / 34,276,378","-0.29% / 26,648,092(78%)","-2.31% / 30,208,201(88%)","-0.10% / 14,996,155(44%)","+1.68% / 50,334,903(147%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-2.53% / 31,686,567","+0.56% / 16,467,209(52%)","+0.74% / 14,829,583(47%)","+3.49% / 23,871,995(75%)","-1.42% / 21,982,958(69%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+3.99% / 30,357,245","-1.92% / 6,647,531(22%)","+4.56% / 62,439,722(206%)","-0.31% / 10,534,333(35%)","-4.33% / 7,485,163(25%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+3.65% / 26,730,202","-12.90% / 14,258,765(53%)","+1.54% / 13,112,656(49%)","-1.69% / 3,978,316(15%)","+3.07% / 10,096,682(38%)"
대우건설,047040,https://finance.naver.com/item/main.nhn?code=047040,"-4.38% / 19,444,733","+2.72% / 2,909,843(15%)","-0.50% / 2,170,272(11%)","+0.33% / 2,066,164(11%)","-0.83% / 2,092,654(11%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+29.65% / 19,318,655","+29.67% / 1,765,901(9%)","+6.64% / 116,037,974(601%)","-5.21% / 12,434,586(64%)","-10.11% / 16,343,604(85%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+9.54% / 18,977,484","-0.87% / 10,175,965(54%)","+1.93% / 19,854,842(105%)","-1.72% / 6,270,733(33%)","-5.62% / 5,553,344(29%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.37% / 18,673,848","+0.49% / 14,342,008(77%)","+4.55% / 19,540,905(105%)","+0.39% / 12,294,045(66%)","-3.26% / 24,306,213(130%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"+6.24% / 18,033,884","-2.45% / 8,982,743(50%)","+2.85% / 69,671,571(386%)","-0.81% / 12,142,026(67%)","-3.29% / 7,251,782(40%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"-1.25% / 16,187,236","-3.42% / 3,243,210(20%)","+21.44% / 66,924,864(413%)","-5.66% / 7,407,973(46%)","+7.31% / 53,758,826(332%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+2.31% / 16,173,843","-0.65% / 10,261,815(63%)","-2.61% / 12,958,254(80%)","+4.03% / 21,179,058(131%)","+29.90% / 155,331,129(960%)"
동방,004140,https://finance.naver.com/item/main.nhn?code=004140,"-2.88% / 12,984,026","-1.06% / 4,895,939(38%)","-3.02% / 14,670,688(113%)","+0.90% / 2,474,391(19%)","-0.89% / 2,953,544(23%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+2.03% / 12,277,948","-2.11% / 5,140,179(42%)","+0.89% / 7,683,265(63%)","+0.13% / 4,845,596(39%)","-0.62% / 27,912,801(227%)"
한익스프레스,014130,https://finance.naver.com/item/main.nhn?code=014130,"-2.85% / 12,137,140","+3.09% / 3,670,843(30%)","+2.86% / 5,643,967(47%)","-3.86% / 1,577,170(13%)","-0.49% / 2,337,655(19%)"
부산주공,005030,https://finance.naver.com/item/main.nhn?code=005030,"-10.29% / 10,647,302","0.00% / 1,831,027(17%)","+5.18% / 11,278,980(106%)","-3.12% / 2,581,678(24%)","-0.27% / 786,225(7%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"-7.45% / 10,138,502","-1.57% / 4,998,109(49%)","+0.50% / 2,543,087(25%)","+1.40% / 1,829,837(18%)","+3.82% / 20,054,375(198%)"
