종목명,코드,상세정보,20.09.10,20.09.11,20.09.14
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"-1.92% / 122,769,419","+1.95% / 34,139,610(28%)","+2.86% / 32,457,747(26%)"
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.17% / 112,396,873","+0.49% / 142,116,347(126%)","-2.58% / 135,697,407(121%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+2.96% / 89,974,072","-3.24% / 13,259,007(15%)","-3.97% / 11,609,121(13%)"
대우부품,009320,https://finance.naver.com/item/main.nhn?code=009320,"+6.86% / 55,982,111","-2.27% / 5,177,552(9%)","+0.82% / 8,500,427(15%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.16% / 34,064,136","-0.49% / 44,537,261(131%)","+2.85% / 35,168,106(103%)"
HMM,011200,https://finance.naver.com/item/main.nhn?code=011200,"+9.09% / 23,692,881","+2.68% / 11,769,811(50%)","-0.41% / 11,294,192(48%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+2.48% / 23,262,667","+1.70% / 11,863,031(51%)","+0.34% / 4,025,425(17%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+1.88% / 23,248,094","-0.34% / 14,622,685(63%)","+2.37% / 20,469,362(88%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.10% / 23,208,769","+0.37% / 26,288,183(113%)","-1.48% / 30,611,780(132%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"-12.88% / 20,761,402","-4.98% / 11,901,456(57%)","-1.44% / 15,809,944(76%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"+2.46% / 20,641,692","-0.24% / 6,984,363(34%)","0.00% / 5,214,123(25%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.68% / 19,988,014","+0.10% / 35,191,922(176%)","-0.79% / 17,069,376(85%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+8.65% / 18,783,366","-0.76% / 5,375,386(29%)","-0.76% / 2,987,498(16%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+1.44% / 17,532,897","-9.54% / 10,596,608(60%)","-5.89% / 4,977,529(28%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+8.33% / 14,131,280","-3.77% / 11,392,084(81%)","+2.00% / 6,997,436(50%)"
비비안,002070,https://finance.naver.com/item/main.nhn?code=002070,"+25.23% / 13,302,383","-0.72% / 5,202,506(39%)","-5.28% / 1,071,737(8%)"
윌비스,008600,https://finance.naver.com/item/main.nhn?code=008600,"+3.78% / 13,218,887","-1.21% / 1,169,052(9%)","+1.64% / 1,757,075(13%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+4.76% / 13,212,596","-0.83% / 2,586,236(20%)","+7.02% / 11,732,496(89%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+6.56% / 12,563,966","-4.62% / 20,169,736(161%)","0.00% / 7,799,221(62%)"
KR모터스,000040,https://finance.naver.com/item/main.nhn?code=000040,"+19.30% / 11,236,336","-4.11% / 2,841,921(25%)","+2.38% / 2,187,755(19%)"
대유플러스,000300,https://finance.naver.com/item/main.nhn?code=000300,"+30.00% / 10,924,087","-5.29% / 64,996,383(595%)","+29.86% / 127,346,984(1166%)"
대유에이텍,002880,https://finance.naver.com/item/main.nhn?code=002880,"+29.94% / 10,614,853","-9.10% / 26,694,568(251%)","+21.24% / 44,897,717(423%)"
인지컨트롤스,023800,https://finance.naver.com/item/main.nhn?code=023800,"+5.98% / 10,178,881","-3.57% / 1,267,908(12%)","+6.26% / 4,562,153(45%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.10% / 10,126,827","0.00% / 16,343,805(161%)","+1.40% / 13,182,440(130%)"
