종목명,코드,상세정보,20.10.14,20.10.15,20.10.16
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.90% / 141,834,904","+1.61% / 183,745,251(130%)","+0.98% / 201,061,642(142%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+30.00% / 102,872,715","-3.96% / 101,325,783(98%)","0.00% / 133,408,594(130%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+29.71% / 97,157,085","+18.44% / 286,660,483(295%)","-0.47% / 56,456,859(58%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.96% / 58,573,554","-1.48% / 60,526,066(103%)","-1.20% / 62,274,065(106%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+2.02% / 44,207,120","+2.35% / 66,668,601(151%)","+0.92% / 79,356,131(180%)"
현대약품,004310,https://finance.naver.com/item/main.nhn?code=004310,"+15.48% / 39,230,920","-6.18% / 9,022,712(23%)","-8.12% / 4,649,304(12%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+0.88% / 35,574,679","-4.51% / 24,264,150(68%)","-4.57% / 15,278,023(43%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+1.03% / 32,190,447","+0.65% / 40,400,746(126%)","+0.65% / 34,781,564(108%)"
KC코트렐,119650,https://finance.naver.com/item/main.nhn?code=119650,"+22.36% / 30,202,287","-1.77% / 4,129,421(14%)","-0.79% / 20,241,945(67%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"+5.15% / 28,348,605","-3.76% / 4,339,405(15%)","-4.85% / 1,712,254(6%)"
남성,004270,https://finance.naver.com/item/main.nhn?code=004270,"-4.04% / 26,742,452","-2.81% / 16,803,873(63%)","-3.68% / 4,856,427(18%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-3.77% / 22,888,377","-4.40% / 30,565,992(134%)","-1.65% / 33,626,875(147%)"
광동제약,009290,https://finance.naver.com/item/main.nhn?code=009290,"+3.13% / 20,785,240","-6.93% / 2,753,196(13%)","-5.58% / 1,746,095(8%)"
한국전자홀딩스,006200,https://finance.naver.com/item/main.nhn?code=006200,"+25.17% / 18,592,243","0.00% / 62,094,814(334%)","-10.00% / 6,029,752(32%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"0.00% / 14,071,090","-1.48% / 17,611,647(125%)","-0.83% / 16,031,650(114%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"+7.24% / 14,024,071","-2.06% / 6,056,564(43%)","-4.91% / 2,754,579(20%)"
삼부토건,001470,https://finance.naver.com/item/main.nhn?code=001470,"+14.91% / 11,671,737","+4.68% / 8,023,628(69%)","+2.64% / 6,232,243(53%)"
HDC현대EP,089470,https://finance.naver.com/item/main.nhn?code=089470,"+13.61% / 11,507,540","+3.75% / 2,401,157(21%)","-6.12% / 1,024,619(9%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"0.00% / 10,633,758","+5.45% / 26,711,634(251%)","-1.72% / 13,027,185(123%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+5.41% / 10,376,647","-9.06% / 4,747,733(46%)","-6.81% / 3,597,261(35%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-3.40% / 10,053,611","0.00% / 11,145,209(111%)","-1.56% / 6,923,531(69%)"
