종목명,코드,상세정보,20.08.27,20.08.28,20.08.31
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.80% / 208,062,502","-1.53% / 181,277,513(87%)","+3.22% / 198,177,834(95%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+2.17% / 59,653,403","-6.36% / 17,865,928(30%)","+2.31% / 16,173,843(27%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"-23.18% / 55,250,242","+4.85% / 32,170,967(58%)","+9.54% / 18,977,484(34%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.76% / 50,757,798","+1.35% / 48,928,222(96%)","-3.01% / 67,045,571(132%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+29.95% / 41,684,054","-3.78% / 72,226,846(173%)","+20.71% / 91,529,517(220%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.92% / 40,780,207","-0.54% / 32,795,738(80%)","+1.64% / 40,703,141(100%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.57% / 39,988,059","-1.32% / 33,514,425(84%)","-0.57% / 34,276,378(86%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+4.22% / 31,000,230","+0.24% / 14,540,081(47%)","-3.33% / 6,505,125(21%)"
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"+5.88% / 30,097,271","+1.85% / 33,968,014(113%)","+10.56% / 606,856,715(2016%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-0.96% / 25,030,308","+2.67% / 27,141,664(108%)","+1.37% / 18,673,848(75%)"
콤텍시스템,031820,https://finance.naver.com/item/main.nhn?code=031820,"+7.25% / 24,363,209","-0.71% / 11,109,000(46%)","-6.25% / 3,587,949(15%)"
벽산,007210,https://finance.naver.com/item/main.nhn?code=007210,"+16.95% / 21,880,536","-0.83% / 7,880,186(36%)","+4.85% / 4,605,802(21%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+4.24% / 20,212,083","+8.91% / 56,922,279(282%)","-7.45% / 10,138,502(50%)"
써니전자,004770,https://finance.naver.com/item/main.nhn?code=004770,"+4.44% / 18,347,355","-0.62% / 3,300,009(18%)","+4.16% / 5,710,772(31%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"-8.17% / 17,221,230","+4.29% / 11,384,504(66%)","+3.65% / 26,730,202(155%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"+17.13% / 17,044,709","+15.13% / 52,661,760(309%)","+7.08% / 65,824,070(386%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.42% / 15,709,429","0.00% / 9,240,727(59%)","-2.53% / 31,686,567(202%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"-5.87% / 14,933,715","-1.01% / 6,023,457(40%)","+6.24% / 18,033,884(121%)"
유엔젤,072130,https://finance.naver.com/item/main.nhn?code=072130,"+8.04% / 14,601,149","+5.50% / 15,213,795(104%)","-3.41% / 1,598,645(11%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"-4.69% / 13,295,537","-1.04% / 12,179,514(92%)","-0.15% / 5,794,167(44%)"
태평양물산,007980,https://finance.naver.com/item/main.nhn?code=007980,"+7.12% / 12,715,348","-1.86% / 1,506,197(12%)","+2.18% / 2,241,169(18%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"-1.60% / 12,076,365","-0.98% / 4,586,254(38%)","+3.99% / 30,357,245(251%)"
동방,004140,https://finance.naver.com/item/main.nhn?code=004140,"+6.73% / 12,063,650","+19.16% / 70,232,863(582%)","-2.88% / 12,984,026(108%)"
필룩스,033180,https://finance.naver.com/item/main.nhn?code=033180,"+3.01% / 11,986,737","+0.88% / 1,687,725(14%)","+3.48% / 2,148,323(18%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-2.35% / 10,358,621","+0.96% / 5,603,495(54%)","+0.48% / 6,221,255(60%)"
