종목명,코드,상세정보,20.10.15,20.10.16,20.10.19
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+18.44% / 286,660,483","-0.47% / 56,456,859(20%)","+29.86% / 243,248,988(85%)"
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+1.61% / 183,745,251","+0.98% / 201,061,642(109%)","-0.36% / 145,911,963(79%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"-3.96% / 101,325,783","0.00% / 133,408,594(132%)","+3.64% / 57,270,903(57%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+2.35% / 66,668,601","+0.92% / 79,356,131(119%)","+1.18% / 71,043,254(107%)"
한국전자홀딩스,006200,https://finance.naver.com/item/main.nhn?code=006200,"0.00% / 62,094,814","-10.00% / 6,029,752(10%)","+26.54% / 41,812,937(67%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-1.48% / 60,526,066","-1.20% / 62,274,065(103%)","+0.51% / 45,316,902(75%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"+10.45% / 50,097,791","-6.10% / 5,395,416(11%)","+12.03% / 12,061,680(24%)"
대영포장,014160,https://finance.naver.com/item/main.nhn?code=014160,"-0.43% / 48,501,936","-4.80% / 7,410,718(15%)","+1.38% / 3,442,859(7%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+0.65% / 40,400,746","+0.65% / 34,781,564(86%)","-0.28% / 27,767,343(69%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-4.40% / 30,565,992","-1.65% / 33,626,875(110%)","-2.27% / 33,654,848(110%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+5.45% / 26,711,634","-1.72% / 13,027,185(49%)","+1.75% / 10,389,310(39%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-4.51% / 24,264,150","-4.57% / 15,278,023(63%)","-4.78% / 26,509,457(109%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+4.55% / 23,398,747","-1.45% / 6,886,594(29%)","0.00% / 6,423,189(27%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.48% / 17,611,647","-0.83% / 16,031,650(91%)","+0.84% / 14,042,389(80%)"
남성,004270,https://finance.naver.com/item/main.nhn?code=004270,"-2.81% / 16,803,873","-3.68% / 4,856,427(29%)","-2.46% / 11,356,122(68%)"
화인베스틸,133820,https://finance.naver.com/item/main.nhn?code=133820,"-2.77% / 16,298,457","-4.56% / 1,781,078(11%)","-6.37% / 805,686(5%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"-19.85% / 15,685,690","-0.92% / 5,502,331(35%)","-3.70% / 2,745,708(18%)"
콤텍시스템,031820,https://finance.naver.com/item/main.nhn?code=031820,"-0.30% / 12,768,102","-3.90% / 3,016,679(24%)","-2.50% / 2,925,461(23%)"
벽산,007210,https://finance.naver.com/item/main.nhn?code=007210,"-0.48% / 12,620,449","-4.58% / 1,423,720(11%)","-2.78% / 714,543(6%)"
KODEX 코스닥 150,229200,https://finance.naver.com/item/main.nhn?code=229200,"-2.48% / 11,570,077","-0.82% / 10,836,527(94%)","-1.14% / 10,302,839(89%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"0.00% / 11,145,209","-1.56% / 6,923,531(62%)","+3.17% / 11,487,696(103%)"
