종목명,코드,상세정보,20.07.21,20.07.22,20.07.23,20.07.24
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-3.05% / 137,699,976","+0.73% / 116,147,056(84%)","+1.15% / 129,945,874(94%)","+1.34% / 153,099,124(111%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+25.35% / 108,760,824","-9.30% / 61,872,806(57%)","-1.11% / 19,596,432(18%)","+1.40% / 17,568,686(16%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.88% / 54,605,347","-0.75% / 39,942,119(73%)","-1.24% / 61,128,411(112%)","-1.25% / 45,127,324(83%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+30.00% / 33,928,354","+20.00% / 80,902,494(238%)","+0.35% / 22,825,133(67%)","-4.99% / 3,560,653(10%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.44% / 28,557,978","+0.34% / 22,056,890(77%)","+0.68% / 23,171,070(81%)","+0.59% / 26,404,484(92%)"
삼성중공업,010140,https://finance.naver.com/item/main.nhn?code=010140,"+5.85% / 28,240,811","-3.18% / 7,977,013(28%)","-1.38% / 5,158,953(18%)","-1.40% / 3,660,967(13%)"
부광약품,003000,https://finance.naver.com/item/main.nhn?code=003000,"+5.67% / 25,828,606","-7.93% / 10,405,447(40%)","+10.07% / 25,948,710(100%)","-3.73% / 8,884,713(34%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+3.98% / 25,782,182","+1.37% / 9,062,026(35%)","-2.43% / 4,826,967(19%)","+1.38% / 12,481,501(48%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-1.39% / 21,988,356","-0.44% / 21,662,466(99%)","-1.50% / 34,227,872(156%)","+0.98% / 36,592,003(166%)"
광동제약,009290,https://finance.naver.com/item/main.nhn?code=009290,"+0.99% / 21,267,641","+0.98% / 6,932,307(33%)","-4.95% / 1,425,602(7%)","+2.66% / 1,092,251(5%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+3.92% / 21,233,131","+5.15% / 8,429,709(40%)","+0.49% / 6,035,774(28%)","+7.63% / 14,170,523(67%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+5.99% / 21,062,930","+7.42% / 34,061,025(162%)","-5.59% / 11,590,227(55%)","-1.39% / 7,636,132(36%)"
백광산업,001340,https://finance.naver.com/item/main.nhn?code=001340,"+6.12% / 19,711,844","-0.30% / 3,322,866(17%)","+5.79% / 8,234,985(42%)","-2.81% / 2,832,489(14%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+2.03% / 18,188,398","-1.08% / 12,607,241(69%)","-1.10% / 15,910,888(87%)","0.00% / 10,139,697(56%)"
국제약품,002720,https://finance.naver.com/item/main.nhn?code=002720,"+29.65% / 17,990,903","+20.63% / 27,403,527(152%)","+0.37% / 19,331,934(107%)","-4.44% / 1,479,121(8%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+0.33% / 17,122,715","-1.64% / 7,769,672(45%)","+4.67% / 24,009,825(140%)","-0.64% / 17,358,382(101%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+2.55% / 16,113,845","+0.96% / 14,726,536(91%)","+2.90% / 17,034,679(106%)","-1.72% / 19,715,507(122%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+9.04% / 14,946,521","-1.16% / 2,127,007(14%)","+5.03% / 42,297,624(283%)","+3.67% / 15,124,035(101%)"
대양금속,009190,https://finance.naver.com/item/main.nhn?code=009190,"+4.37% / 14,632,644","+4.37% / 24,509,693(168%)","-5.10% / 5,336,245(36%)","-7.87% / 5,752,525(39%)"
SG세계물산,004060,https://finance.naver.com/item/main.nhn?code=004060,"0.00% / 13,833,070","-4.07% / 6,675,687(48%)","-2.58% / 4,409,469(32%)","-0.78% / 4,607,643(33%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"-8.60% / 13,130,173","+4.71% / 5,911,740(45%)","-3.65% / 4,456,053(34%)","+2.04% / 3,083,658(23%)"
파미셀,005690,https://finance.naver.com/item/main.nhn?code=005690,"+1.84% / 12,073,032","+2.03% / 5,482,577(45%)","0.00% / 7,803,833(65%)","+0.88% / 6,766,524(56%)"
진흥기업,002780,https://finance.naver.com/item/main.nhn?code=002780,"+13.83% / 10,699,628","-4.93% / 1,199,520(11%)","-5.00% / 862,019(8%)","-1.17% / 485,604(5%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"-0.23% / 10,084,905","+0.11% / 35,918,190(356%)","-3.76% / 17,986,552(178%)","-1.78% / 11,777,264(117%)"
일양약품,007570,https://finance.naver.com/item/main.nhn?code=007570,"+17.73% / 10,083,092","-0.92% / 5,891,321(58%)","-2.79% / 5,161,390(51%)","+1.91% / 3,575,702(35%)"
