종목명,코드,상세정보,20.09.07,20.09.08,20.09.09,20.09.10,20.09.11
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+15.10% / 171,784,494","-4.80% / 75,185,727(44%)","+2.84% / 39,615,863(23%)","+2.96% / 89,974,072(52%)","-3.24% / 13,259,007(8%)"
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.83% / 137,993,055","-2.52% / 131,784,420(96%)","+1.60% / 126,316,910(92%)","-2.17% / 112,396,873(81%)","+0.49% / 142,116,347(103%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+9.40% / 115,483,731","-2.06% / 40,596,374(35%)","-0.55% / 21,684,658(19%)","+0.56% / 9,411,440(8%)","-0.89% / 10,663,473(9%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"-9.09% / 46,381,474","-1.43% / 15,022,652(32%)","-10.14% / 39,735,445(86%)","+6.56% / 12,563,966(27%)","-4.62% / 20,169,736(43%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-9.68% / 46,136,034","0.00% / 10,741,653(23%)","-10.91% / 31,961,090(69%)","+8.33% / 14,131,280(31%)","-3.77% / 11,392,084(25%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-0.92% / 36,927,822","-4.97% / 14,243,409(39%)","-8.85% / 10,139,061(27%)","+2.48% / 23,262,667(63%)","+1.70% / 11,863,031(32%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.84% / 36,718,833","+2.44% / 41,434,885(113%)","-1.43% / 35,611,113(97%)","+2.16% / 34,064,136(93%)","-0.49% / 44,537,261(121%)"
대우부품,009320,https://finance.naver.com/item/main.nhn?code=009320,"+15.92% / 35,046,449","-1.83% / 8,853,950(25%)","-1.52% / 5,169,914(15%)","+6.86% / 55,982,111(160%)","-2.27% / 5,177,552(15%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-1.55% / 30,730,620","-0.39% / 32,655,833(106%)","+1.09% / 26,895,326(88%)","-0.68% / 19,988,014(65%)","+0.10% / 35,191,922(115%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+5.22% / 25,681,981","-5.30% / 5,787,563(23%)","-6.45% / 4,890,747(19%)","+4.33% / 13,223,595(51%)","-0.83% / 2,586,236(10%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+2.89% / 24,993,521","-1.83% / 7,410,329(30%)","-1.12% / 3,510,557(14%)","+0.76% / 3,893,479(16%)","-1.12% / 2,641,118(11%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.46% / 23,197,124","-1.19% / 28,853,868(124%)","+0.84% / 25,662,761(111%)","-1.10% / 23,208,769(100%)","+0.28% / 26,307,299(113%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+2.63% / 19,507,872","+0.79% / 22,833,423(117%)","-2.01% / 12,727,600(65%)","+1.10% / 10,126,827(52%)","0.00% / 16,343,805(84%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+1.80% / 17,319,911","+3.89% / 29,569,431(171%)","+0.17% / 24,730,867(143%)","+1.88% / 23,248,094(134%)","-0.34% / 14,670,235(85%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"-1.65% / 16,323,241","+1.27% / 10,912,566(67%)","-5.00% / 4,974,143(30%)","+3.10% / 5,004,633(31%)","-1.74% / 3,049,899(19%)"
두산퓨얼셀,336260,https://finance.naver.com/item/main.nhn?code=336260,"+29.90% / 15,003,010","-5.56% / 8,954,617(60%)","-5.85% / 2,309,785(15%)","+0.76% / 2,117,272(14%)","-1.69% / 1,353,828(9%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+2.05% / 14,993,231","-1.64% / 5,958,258(40%)","-5.01% / 3,984,117(27%)","-1.56% / 7,104,990(47%)","-1.11% / 7,684,928(51%)"
드림텍,192650,https://finance.naver.com/item/main.nhn?code=192650,"+3.31% / 11,401,452","-3.46% / 4,200,000(37%)","-0.30% / 2,161,615(19%)","+2.14% / 2,040,031(18%)","+4.97% / 5,316,813(47%)"
삼성중공업,010140,https://finance.naver.com/item/main.nhn?code=010140,"+5.59% / 11,364,875","-1.46% / 7,471,356(66%)","-2.04% / 3,123,325(27%)","+3.98% / 5,468,234(48%)","+1.09% / 4,653,237(41%)"
대원전선,006340,https://finance.naver.com/item/main.nhn?code=006340,"+10.66% / 10,138,782","-4.19% / 2,678,841(26%)","+0.97% / 1,888,085(19%)","+0.49% / 1,063,777(10%)","-0.97% / 522,154(5%)"
