종목명,코드,상세정보,20.08.14,20.08.18,20.08.20
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+2.64% / 179,186,665","+3.83% / 199,680,053(111%)","+7.65% / 317,020,463(177%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-2.72% / 48,489,925","-3.68% / 49,816,756(103%)","-7.71% / 85,050,559(175%)"
고려산업,002140,https://finance.naver.com/item/main.nhn?code=002140,"+18.13% / 46,170,947","-13.45% / 4,121,503(9%)","-4.27% / 2,444,638(5%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+29.81% / 41,605,131","+15.64% / 79,847,813(192%)","+13.11% / 12,041,753(29%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+1.41% / 39,752,122","+1.95% / 44,095,062(111%)","+3.93% / 61,745,959(155%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"-27.34% / 36,730,964","-0.97% / 28,539,707(78%)","-10.90% / 9,799,247(27%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+3.47% / 36,523,820","+3.65% / 43,570,518(119%)","+3.70% / 71,665,647(196%)"
형지엘리트,093240,https://finance.naver.com/item/main.nhn?code=093240,"+9.75% / 28,849,321","-5.49% / 16,138,480(56%)","-2.66% / 3,385,377(12%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+4.11% / 28,428,425","+0.21% / 13,924,404(49%)","-0.60% / 10,014,079(35%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+0.64% / 27,288,860","-7.46% / 6,997,643(26%)","+4.74% / 29,563,148(108%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+9.58% / 21,793,167","-6.10% / 4,622,682(21%)","+29.84% / 41,804,346(192%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-6.48% / 20,802,506","-7.49% / 25,400,474(122%)","-7.92% / 35,991,097(173%)"
SG충방,001380,https://finance.naver.com/item/main.nhn?code=001380,"+4.17% / 20,392,240","-6.81% / 3,231,435(16%)","-5.29% / 1,199,514(6%)"
한국프랜지,010100,https://finance.naver.com/item/main.nhn?code=010100,"+5.46% / 16,012,013","-11.16% / 2,234,555(14%)","-6.68% / 912,353(6%)"
TCC스틸,002710,https://finance.naver.com/item/main.nhn?code=002710,"-3.16% / 15,466,175","-3.26% / 6,143,692(40%)","+1.41% / 2,473,037(16%)"
한국전력,015760,https://finance.naver.com/item/main.nhn?code=015760,"+2.32% / 13,899,601","-6.38% / 7,653,036(55%)","-4.09% / 5,283,418(38%)"
국제약품,002720,https://finance.naver.com/item/main.nhn?code=002720,"+4.44% / 13,653,897","-10.34% / 2,910,358(21%)","+5.13% / 31,142,181(228%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.19% / 13,120,467","+0.52% / 23,048,518(176%)","-3.98% / 28,388,021(216%)"
서연,007860,https://finance.naver.com/item/main.nhn?code=007860,"+4.22% / 12,793,250","-16.00% / 3,639,700(28%)","-6.42% / 1,819,016(14%)"
써니전자,004770,https://finance.naver.com/item/main.nhn?code=004770,"+4.69% / 11,338,023","-6.49% / 3,445,023(30%)","+1.34% / 6,491,586(57%)"
국동,005320,https://finance.naver.com/item/main.nhn?code=005320,"+0.56% / 10,800,446","-3.65% / 3,439,899(32%)","-7.63% / 2,064,785(19%)"
