종목명,코드,상세정보,20.09.04,20.09.07,20.09.08,20.09.09,20.09.10
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+2.82% / 231,274,259","-0.83% / 137,993,055(60%)","-2.52% / 131,784,420(57%)","+1.60% / 126,316,910(55%)","-2.17% / 112,396,873(49%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+29.90% / 155,331,129","+15.10% / 171,784,494(111%)","-4.80% / 75,185,727(48%)","+2.84% / 39,615,863(26%)","+2.96% / 89,974,072(58%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+11.61% / 132,876,650","+0.45% / 5,784,331(4%)","-1.31% / 8,325,625(6%)","+2.17% / 3,638,836(3%)","-13.73% / 20,807,132(16%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+11.11% / 119,228,961","+9.40% / 115,483,731(97%)","-2.06% / 40,596,374(34%)","-0.55% / 21,703,662(18%)","+0.56% / 9,411,440(8%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"+7.31% / 53,758,826","-3.14% / 5,253,056(10%)","-7.04% / 3,219,732(6%)","+3.59% / 25,792,519(48%)","+0.68% / 7,922,549(15%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-2.81% / 53,109,841","+0.84% / 36,718,833(69%)","+2.44% / 41,434,885(78%)","-1.43% / 35,611,113(67%)","+2.16% / 34,064,136(64%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+1.68% / 50,334,903","-1.55% / 30,730,620(61%)","-0.39% / 32,655,833(65%)","+1.09% / 26,895,326(53%)","-0.68% / 19,988,014(40%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+1.39% / 44,712,696","-0.46% / 23,197,124(52%)","-1.19% / 28,853,868(65%)","+0.84% / 25,662,761(57%)","-1.10% / 23,208,769(52%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"+12.56% / 43,290,953","-1.65% / 16,323,241(38%)","+1.27% / 10,912,566(25%)","-5.00% / 4,974,143(11%)","+3.10% / 5,004,633(12%)"
대영포장,014160,https://finance.naver.com/item/main.nhn?code=014160,"+2.20% / 41,356,974","-2.16% / 5,626,280(14%)","-0.90% / 3,618,208(9%)","+2.26% / 19,328,142(47%)","+1.33% / 5,666,882(14%)"
KR모터스,000040,https://finance.naver.com/item/main.nhn?code=000040,"+6.26% / 28,004,157","+2.42% / 8,214,805(29%)","-5.31% / 3,632,558(13%)","-1.18% / 2,907,840(10%)","+19.30% / 11,236,336(40%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"-0.62% / 27,912,801","+2.89% / 24,993,521(90%)","-1.83% / 7,410,329(27%)","-1.12% / 3,510,557(13%)","+0.76% / 3,893,479(14%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-3.26% / 24,306,213","+2.63% / 19,507,872(80%)","+0.82% / 22,927,342(94%)","-2.01% / 12,727,600(52%)","+1.10% / 10,126,827(42%)"
한화솔루션,009830,https://finance.naver.com/item/main.nhn?code=009830,"+6.13% / 23,353,631","+1.75% / 9,867,718(42%)","-5.81% / 8,401,769(36%)","+8.02% / 11,861,419(51%)","+0.41% / 6,483,097(28%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.42% / 21,982,958","+1.80% / 17,319,911(79%)","+3.89% / 29,569,431(135%)","+0.17% / 24,730,867(113%)","+1.88% / 23,248,094(106%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+3.82% / 20,054,375","+4.60% / 6,836,322(34%)","+15.29% / 40,423,139(202%)","-3.66% / 21,374,389(107%)","+4.29% / 5,606,307(28%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-10.11% / 16,343,604","+5.22% / 25,681,981(157%)","-5.30% / 5,787,563(35%)","-6.05% / 4,894,503(30%)","+4.33% / 13,223,595(81%)"
코오롱머티리얼,144620,https://finance.naver.com/item/main.nhn?code=144620,"+7.02% / 16,115,147","+1.67% / 9,114,268(57%)","-6.56% / 2,199,866(14%)","+0.33% / 1,792,266(11%)","+3.05% / 4,176,173(26%)"
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"-1.24% / 15,313,572","+0.63% / 8,254,836(54%)","-1.24% / 6,811,116(44%)","-0.62% / 6,186,854(40%)","+1.25% / 5,898,701(39%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"-1.59% / 15,203,630","-9.68% / 46,136,034(303%)","0.00% / 10,741,653(71%)","-10.91% / 31,961,090(210%)","+8.33% / 14,131,280(93%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"0.00% / 15,099,562","-0.92% / 36,927,822(245%)","-4.97% / 14,243,409(94%)","-8.85% / 10,139,061(67%)","+2.48% / 23,262,667(154%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+5.92% / 14,711,446","-3.46% / 5,834,232(40%)","-5.51% / 5,755,367(39%)","+4.41% / 16,245,792(110%)","+0.56% / 5,368,176(36%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"-1.50% / 13,316,660","-0.38% / 8,038,581(60%)","-1.52% / 5,067,556(38%)","-2.81% / 2,611,484(20%)","+2.23% / 17,573,316(132%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"+1.14% / 11,537,933","+4.14% / 8,660,122(75%)","-7.25% / 3,325,536(29%)","+0.39% / 1,816,955(16%)","-0.58% / 7,248,128(63%)"
