종목명,코드,상세정보,20.07.29,20.07.30,20.07.31
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-1.19% / 173,241,629","-0.11% / 102,765,768(59%)","+1.54% / 154,199,109(89%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+1.05% / 58,015,370","+0.29% / 45,024,768(78%)","-1.50% / 57,420,556(99%)"
아시아나항공,020560,https://finance.naver.com/item/main.nhn?code=020560,"+0.12% / 57,006,537","-5.00% / 13,633,371(24%)","+0.24% / 10,057,306(18%)"
유니온머티리얼,047400,https://finance.naver.com/item/main.nhn?code=047400,"-0.76% / 53,647,839","-4.72% / 7,332,565(14%)","+2.73% / 14,361,839(27%)"
유니온,000910,https://finance.naver.com/item/main.nhn?code=000910,"+15.04% / 45,299,996","-6.07% / 6,040,407(13%)","-0.11% / 3,696,013(8%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.61% / 38,357,197","-0.09% / 26,162,384(68%)","+0.88% / 30,204,937(79%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.68% / 36,120,551","0.00% / 19,148,225(53%)","-1.53% / 19,457,004(54%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.18% / 23,439,571","+0.27% / 22,192,191(95%)","-0.18% / 20,872,579(89%)"
백광산업,001340,https://finance.naver.com/item/main.nhn?code=001340,"+3.64% / 23,256,676","-3.38% / 4,494,008(19%)","-0.13% / 4,138,154(18%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+1.56% / 23,214,149","-3.30% / 38,901,117(168%)","+5.91% / 30,752,236(132%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+7.15% / 23,029,431","+6.12% / 41,879,778(182%)","+1.47% / 12,526,857(54%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+9.05% / 22,269,994","0.00% / 8,952,626(40%)","-3.23% / 5,064,032(23%)"
한솔로지스틱스,009180,https://finance.naver.com/item/main.nhn?code=009180,"+7.07% / 20,326,889","-4.16% / 3,412,425(17%)","+10.46% / 12,569,226(62%)"
삼성제약,001360,https://finance.naver.com/item/main.nhn?code=001360,"+4.59% / 20,070,444","-3.49% / 3,208,786(16%)","-0.70% / 3,404,411(17%)"
태경케미컬,006890,https://finance.naver.com/item/main.nhn?code=006890,"+6.67% / 17,303,840","+0.96% / 5,176,075(30%)","-0.71% / 1,078,791(6%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+0.76% / 15,929,953","-2.26% / 14,750,498(93%)","-0.77% / 5,901,713(37%)"
범양건영,002410,https://finance.naver.com/item/main.nhn?code=002410,"+18.42% / 15,868,046","+2.38% / 8,034,244(51%)","+0.16% / 2,191,241(14%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-0.41% / 13,581,506","-0.49% / 14,312,839(105%)","+0.29% / 11,344,532(84%)"
한국특수형강,007280,https://finance.naver.com/item/main.nhn?code=007280,"+14.53% / 13,107,318","-1.77% / 1,918,955(15%)","-3.30% / 1,044,464(8%)"
신풍제약,019170,https://finance.naver.com/item/main.nhn?code=019170,"+4.75% / 13,011,722","+14.67% / 15,883,974(122%)","-11.86% / 8,428,603(65%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"+7.10% / 10,898,242","-9.02% / 18,751,551(172%)","+0.58% / 4,079,228(37%)"
대동공업,000490,https://finance.naver.com/item/main.nhn?code=000490,"+14.87% / 10,560,835","-2.44% / 1,726,915(16%)","+1.31% / 835,344(8%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"-1.94% / 10,003,150","-1.22% / 5,675,168(57%)","+0.31% / 11,294,168(113%)"
