종목명,코드,상세정보,20.09.24,20.09.25,20.09.28
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+4.60% / 330,672,574","-1.01% / 213,128,973(64%)","-2.85% / 146,066,968(44%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-4.46% / 92,853,391","+0.90% / 69,900,587(75%)","+2.92% / 46,619,831(50%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+5.18% / 78,670,081","-0.09% / 73,629,910(94%)","-4.30% / 53,013,214(67%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+2.27% / 59,384,963","-0.44% / 32,435,944(55%)","-1.60% / 32,120,561(54%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-9.81% / 45,095,784","-0.17% / 40,670,859(90%)","+8.05% / 23,645,320(52%)"
아남전자,008700,https://finance.naver.com/item/main.nhn?code=008700,"-0.54% / 37,117,768","-6.01% / 4,113,538(11%)","+2.33% / 1,897,560(5%)"
세우글로벌,013000,https://finance.naver.com/item/main.nhn?code=013000,"+7.67% / 30,155,553","-13.92% / 55,016,887(182%)","+18.75% / 24,015,300(80%)"
써니전자,004770,https://finance.naver.com/item/main.nhn?code=004770,"+0.11% / 21,873,260","-7.26% / 26,543,821(121%)","+1.29% / 3,140,891(14%)"
신풍제지,002870,https://finance.naver.com/item/main.nhn?code=002870,"+14.59% / 21,289,701","-4.59% / 6,077,069(29%)","-5.03% / 7,378,370(35%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+8.38% / 20,391,205","-2.09% / 6,082,794(30%)","+3.63% / 9,713,619(48%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+1.32% / 18,996,882","+3.04% / 33,817,440(178%)","-3.79% / 74,332,092(391%)"
KODEX 200,069500,https://finance.naver.com/item/main.nhn?code=069500,"-2.31% / 18,314,696","+0.45% / 8,260,294(45%)","+1.47% / 4,156,221(23%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-1.37% / 17,467,669","+0.17% / 10,575,641(61%)","+0.52% / 12,561,607(72%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"-11.30% / 17,364,129","-5.86% / 14,767,722(85%)","-0.78% / 6,568,827(38%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-14.04% / 16,487,343","-5.31% / 7,821,268(47%)","+2.16% / 5,621,024(34%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-5.96% / 15,643,275","-1.36% / 8,753,665(56%)","+11.47% / 35,335,634(226%)"
한창제지,009460,https://finance.naver.com/item/main.nhn?code=009460,"+1.84% / 13,548,319","-2.48% / 7,050,793(52%)","+2.78% / 3,934,482(29%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+1.85% / 12,960,266","+1.82% / 11,485,073(89%)","0.00% / 8,853,932(68%)"
KODEX 코스닥 150,229200,https://finance.naver.com/item/main.nhn?code=229200,"-5.19% / 12,514,039","-0.20% / 6,963,564(56%)","+4.48% / 4,262,312(34%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"+0.90% / 11,562,822","+1.53% / 4,559,646(39%)","+2.01% / 3,343,715(29%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+1.26% / 10,689,478","+13.64% / 34,016,761(318%)","-2.91% / 18,082,122(169%)"
