종목명,코드,상세정보,20.08.20,20.08.21,20.08.24
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"+7.65% / 317,020,463","-3.33% / 320,847,385(101%)","-2.06% / 200,813,019(63%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-7.71% / 85,050,559","+3.26% / 87,272,648(103%)","+2.19% / 57,039,372(67%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+3.79% / 71,414,823","-0.36% / 63,243,876(89%)","-3.15% / 41,078,724(58%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"+3.93% / 61,745,959","-1.85% / 64,023,166(104%)","-1.07% / 35,942,085(58%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+29.84% / 41,800,982","+9.41% / 59,828,995(143%)","+29.79% / 27,204,042(65%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+29.94% / 38,673,401","-18.46% / 32,766,972(85%)","+7.92% / 19,363,505(50%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-7.92% / 35,822,165","+0.51% / 37,361,903(104%)","+6.45% / 24,773,983(69%)"
국제약품,002720,https://finance.naver.com/item/main.nhn?code=002720,"+5.13% / 31,142,181","-17.12% / 5,945,327(19%)","+1.65% / 2,799,644(9%)"
두산인프라코어,042670,https://finance.naver.com/item/main.nhn?code=042670,"+4.74% / 29,563,148","-0.13% / 6,044,940(20%)","-0.26% / 3,872,948(13%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-3.98% / 28,388,021","+1.44% / 19,765,486(70%)","+0.36% / 14,994,409(53%)"
모나리자,012690,https://finance.naver.com/item/main.nhn?code=012690,"+4.78% / 23,996,811","-1.92% / 7,718,689(32%)","+2.11% / 5,130,132(21%)"
엔케이물산,009810,https://finance.naver.com/item/main.nhn?code=009810,"-28.32% / 18,851,611","-9.37% / 10,944,547(58%)","+7.55% / 5,612,368(30%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+2.24% / 17,567,041","+17.24% / 170,991,720(973%)","+1.09% / 46,490,896(265%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-7.93% / 15,183,268","+2.42% / 8,474,244(56%)","+0.47% / 5,303,937(35%)"
방림,003610,https://finance.naver.com/item/main.nhn?code=003610,"+7.73% / 15,129,885","-4.53% / 2,404,183(16%)","+1.32% / 1,207,029(8%)"
쌍용차,003620,https://finance.naver.com/item/main.nhn?code=003620,"+4.63% / 15,125,149","+6.87% / 5,004,793(33%)","+4.75% / 9,931,929(66%)"
KODEX 코스닥 150,229200,https://finance.naver.com/item/main.nhn?code=229200,"-4.10% / 12,081,710","+0.28% / 9,321,354(77%)","+2.92% / 5,207,686(43%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+13.11% / 12,041,753","-11.90% / 6,592,899(55%)","-14.03% / 6,623,791(55%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"+1.03% / 11,600,594","-1.02% / 3,936,768(34%)","-0.51% / 3,082,022(27%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+6.00% / 10,637,152","+3.98% / 10,666,939(100%)","+5.05% / 5,556,384(52%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+1.22% / 10,478,921","+1.22% / 8,193,871(78%)","-1.22% / 3,437,960(33%)"
MH에탄올,023150,https://finance.naver.com/item/main.nhn?code=023150,"+27.71% / 10,324,770","-6.02% / 5,399,980(52%)","+1.94% / 1,848,185(18%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-0.60% / 10,014,079","-1.19% / 5,164,752(52%)","-1.31% / 5,420,046(54%)"
