종목명,코드,상세정보,20.09.02,20.09.03,20.09.04
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.94% / 158,159,336","-2.61% / 179,910,015(114%)","+2.82% / 231,274,259(146%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"+6.64% / 116,037,974","-5.21% / 12,434,586(11%)","-10.11% / 16,343,604(14%)"
영진약품,003520,https://finance.naver.com/item/main.nhn?code=003520,"+29.88% / 108,962,160","+5.45% / 81,153,358(74%)","+11.61% / 132,876,650(122%)"
대영포장,014160,https://finance.naver.com/item/main.nhn?code=014160,"+9.35% / 88,595,015","-2.58% / 7,790,757(9%)","+2.20% / 41,356,974(47%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"+2.85% / 69,671,571","-0.81% / 12,142,026(17%)","-3.29% / 7,251,782(10%)"
태림포장,011280,https://finance.naver.com/item/main.nhn?code=011280,"+21.44% / 66,924,864","-5.66% / 7,407,973(11%)","+7.31% / 53,758,826(80%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+4.56% / 62,439,722","-0.31% / 10,534,333(17%)","-4.33% / 7,485,163(12%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.92% / 54,218,664","+2.87% / 48,125,644(89%)","-2.81% / 53,109,841(98%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"+5.02% / 44,291,294","-1.19% / 12,931,711(29%)","0.00% / 15,099,562(34%)"
KR모터스,000040,https://finance.naver.com/item/main.nhn?code=000040,"+21.63% / 37,649,464","-4.98% / 7,137,401(19%)","+6.26% / 28,004,157(74%)"
한국전자홀딩스,006200,https://finance.naver.com/item/main.nhn?code=006200,"-10.02% / 31,259,272","-5.21% / 2,696,445(9%)","-5.12% / 1,975,058(6%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"-0.20% / 31,102,297","+6.17% / 38,713,273(124%)","+12.56% / 43,290,953(139%)"
코오롱머티리얼,144620,https://finance.naver.com/item/main.nhn?code=144620,"+11.42% / 30,629,773","-6.13% / 5,305,287(17%)","+7.02% / 16,115,147(53%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-2.31% / 30,208,201","-0.10% / 14,996,155(50%)","+1.68% / 50,334,903(167%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.45% / 28,262,969","-1.28% / 32,469,187(115%)","+1.39% / 44,712,696(158%)"
서울식품,004410,https://finance.naver.com/item/main.nhn?code=004410,"+0.61% / 24,035,948","-2.42% / 19,905,673(83%)","-1.24% / 15,313,572(64%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"+4.79% / 23,078,402","+0.53% / 5,801,806(25%)","-1.35% / 4,876,234(21%)"
큐로,015590,https://finance.naver.com/item/main.nhn?code=015590,"+7.22% / 21,981,287","-1.77% / 4,711,366(21%)","-4.59% / 2,492,825(11%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+1.93% / 19,854,842","-1.72% / 6,270,733(32%)","-5.62% / 5,553,344(28%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+4.55% / 19,540,905","+0.39% / 12,294,045(63%)","-3.26% / 24,306,213(124%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+2.97% / 18,872,175","-7.39% / 22,758,360(121%)","-1.50% / 13,316,660(71%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+5.97% / 16,766,046","+1.36% / 4,716,445(28%)","+1.86% / 8,167,675(49%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+0.74% / 14,829,583","+3.49% / 23,871,995(161%)","-1.42% / 21,982,958(148%)"
동방,004140,https://finance.naver.com/item/main.nhn?code=004140,"-3.02% / 14,670,688","+0.90% / 2,474,391(17%)","-0.89% / 2,953,544(20%)"
삼부토건,001470,https://finance.naver.com/item/main.nhn?code=001470,"+8.78% / 14,310,239","-2.68% / 2,718,088(19%)","+0.92% / 2,975,875(21%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+1.54% / 13,112,656","-1.69% / 3,978,316(30%)","+3.07% / 10,096,682(77%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-2.61% / 12,958,254","+4.03% / 21,179,058(163%)","+29.90% / 155,331,129(1199%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"-0.40% / 12,399,805","+0.80% / 2,289,089(18%)","-3.57% / 2,465,540(20%)"
부산주공,005030,https://finance.naver.com/item/main.nhn?code=005030,"+5.18% / 11,278,980","-3.12% / 2,581,678(23%)","-0.27% / 786,225(7%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"-7.98% / 10,900,555","+1.73% / 6,186,597(57%)","+5.92% / 14,711,446(135%)"
