종목명,코드,상세정보,20.09.08,20.09.09,20.09.10,20.09.11
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-2.52% / 131,784,420","+1.60% / 126,316,910(96%)","-2.17% / 112,396,873(85%)","+0.49% / 142,116,347(108%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"+13.15% / 99,512,133","+0.64% / 25,887,011(26%)","-2.72% / 6,993,677(7%)","-0.45% / 6,932,584(7%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"-4.80% / 75,185,727","+2.84% / 39,615,863(53%)","+2.96% / 89,974,072(120%)","-3.24% / 13,259,007(18%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+2.44% / 41,434,885","-1.43% / 35,611,113(86%)","+2.16% / 34,064,136(82%)","-0.49% / 44,537,261(107%)"
대한전선,001440,https://finance.naver.com/item/main.nhn?code=001440,"-2.06% / 40,596,374","-0.55% / 21,684,658(53%)","+0.45% / 9,407,126(23%)","-0.89% / 10,663,473(26%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+13.18% / 39,749,020","-3.66% / 21,374,389(54%)","+4.29% / 5,606,307(14%)","+3.47% / 6,484,780(16%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"-13.99% / 37,242,816","-17.89% / 36,111,983(97%)","+2.46% / 20,641,692(55%)","-0.24% / 6,984,363(19%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.39% / 32,655,833","+1.09% / 26,895,326(82%)","-0.68% / 19,988,014(61%)","+0.10% / 35,191,922(108%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"+3.89% / 29,569,431","+0.17% / 24,730,867(84%)","+1.88% / 23,248,094(79%)","-0.34% / 14,670,235(50%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-1.19% / 28,853,868","+0.84% / 25,662,761(89%)","-1.10% / 23,208,769(80%)","+0.37% / 26,288,183(91%)"
한솔홈데코,025750,https://finance.naver.com/item/main.nhn?code=025750,"+0.42% / 26,803,668","+23.33% / 36,310,162(135%)","-1.92% / 122,769,419(458%)","+1.95% / 34,139,610(127%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+0.79% / 22,833,423","-2.01% / 12,727,600(56%)","+1.10% / 10,126,827(44%)","0.00% / 16,343,805(72%)"
세진중공업,075580,https://finance.naver.com/item/main.nhn?code=075580,"+29.95% / 16,405,672","-5.83% / 7,204,670(44%)","+3.79% / 3,277,519(20%)","-3.54% / 2,803,623(17%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"+2.33% / 16,261,170","-2.73% / 5,912,537(36%)","+0.94% / 6,295,164(39%)","-0.47% / 4,222,098(26%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"-1.43% / 15,022,652","-10.14% / 39,735,445(265%)","+6.56% / 12,563,966(84%)","-4.62% / 20,169,736(134%)"
두산중공업,034020,https://finance.naver.com/item/main.nhn?code=034020,"-4.97% / 14,243,409","-8.85% / 10,139,061(71%)","+2.48% / 23,262,667(163%)","+1.70% / 11,863,031(83%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"-4.22% / 11,258,573","-5.76% / 9,410,821(84%)","+3.96% / 8,234,102(73%)","+1.03% / 4,596,615(41%)"
후성,093370,https://finance.naver.com/item/main.nhn?code=093370,"+1.27% / 10,912,566","-5.00% / 4,974,143(46%)","+3.10% / 5,004,633(46%)","-1.74% / 3,049,899(28%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"0.00% / 10,741,653","-10.91% / 31,961,090(298%)","+8.33% / 14,131,280(132%)","-3.77% / 11,392,084(106%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"+1.57% / 10,129,422","-0.26% / 4,094,685(40%)","-0.78% / 1,833,897(18%)","+0.26% / 1,985,196(20%)"
