종목명,코드,상세정보,20.09.18,20.09.21,20.09.23,20.09.24
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.87% / 90,967,767","+1.50% / 154,543,600(170%)","-0.12% / 274,472,013(302%)","+4.60% / 330,672,574(364%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.88% / 32,727,796","-1.65% / 52,049,076(159%)","-0.14% / 91,199,013(279%)","-4.46% / 92,853,391(284%)"
한창,005110,https://finance.naver.com/item/main.nhn?code=005110,"+14.29% / 31,290,871","-8.79% / 4,963,933(16%)","-3.07% / 1,851,232(6%)","+4.78% / 5,226,270(17%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.69% / 25,049,534","+2.60% / 47,123,972(188%)","-0.85% / 69,179,799(276%)","+5.18% / 78,670,081(314%)"
세우글로벌,013000,https://finance.naver.com/item/main.nhn?code=013000,"+14.89% / 24,693,110","+2.74% / 84,084,026(341%)","+1.54% / 32,037,121(130%)","+7.67% / 30,155,553(122%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.46% / 24,003,446","+0.93% / 34,420,897(143%)","-0.09% / 43,112,627(180%)","+2.27% / 59,392,974(247%)"
신한 레버리지 WTI원유 선물 ETN(H),500019,https://finance.naver.com/item/main.nhn?code=500019,"+10.91% / 23,900,467","-1.64% / 14,906,346(62%)","-1.82% / 10,971,704(46%)","+1.85% / 12,960,266(54%)"
삼성 레버리지 WTI원유 선물 ETN,530031,https://finance.naver.com/item/main.nhn?code=530031,"+5.88% / 17,802,086","-1.35% / 10,007,192(56%)","-1.49% / 1,611,126(9%)","+3.03% / 9,093,391(51%)"
KEC,092220,https://finance.naver.com/item/main.nhn?code=092220,"-1.42% / 16,328,902","+5.11% / 53,826,703(330%)","-3.87% / 26,373,062(162%)","-14.04% / 16,487,343(101%)"
태양금속,004100,https://finance.naver.com/item/main.nhn?code=004100,"+9.05% / 15,528,065","+0.93% / 2,202,934(14%)","-1.47% / 466,940(3%)","-1.32% / 395,620(3%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+1.33% / 15,152,172","-0.66% / 12,650,611(83%)","+3.55% / 12,507,452(83%)","-2.04% / 8,033,515(53%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+1.25% / 11,020,994","-4.65% / 27,665,830(251%)","+1.46% / 32,587,390(296%)","-9.81% / 45,095,784(409%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+0.37% / 10,343,539","-5.11% / 11,206,825(108%)","+1.24% / 2,222,947(21%)","+1.26% / 10,689,478(103%)"
