종목명,코드,상세정보,20.07.30,20.07.31,20.08.03
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"-0.11% / 102,765,768","+1.54% / 154,199,109(150%)","+0.22% / 109,333,761(106%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+0.29% / 45,024,768","-1.50% / 57,420,556(128%)","-0.22% / 36,298,540(81%)"
모나미,005360,https://finance.naver.com/item/main.nhn?code=005360,"+6.12% / 41,879,778","+1.47% / 12,526,857(30%)","-6.40% / 12,686,619(30%)"
신성통상,005390,https://finance.naver.com/item/main.nhn?code=005390,"-3.30% / 38,901,117","+5.91% / 30,752,236(79%)","-2.97% / 47,063,696(121%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"-0.09% / 26,162,384","+0.88% / 30,204,937(115%)","+0.17% / 22,956,550(88%)"
영화금속,012280,https://finance.naver.com/item/main.nhn?code=012280,"+1.68% / 22,511,522","+4.26% / 5,480,871(24%)","-3.41% / 1,821,068(8%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"+0.27% / 22,192,191","-0.18% / 20,872,579(94%)","-1.63% / 24,375,757(110%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"0.00% / 19,148,225","-1.53% / 19,457,004(102%)","-1.73% / 18,923,222(99%)"
광전자,017900,https://finance.naver.com/item/main.nhn?code=017900,"+4.25% / 18,958,178","-1.75% / 856,651(5%)","+0.59% / 583,825(3%)"
디피씨,026890,https://finance.naver.com/item/main.nhn?code=026890,"-9.02% / 18,751,551","+0.58% / 4,079,228(22%)","+2.62% / 5,566,223(30%)"
신풍제약,019170,https://finance.naver.com/item/main.nhn?code=019170,"+14.67% / 15,883,974","-11.86% / 8,428,603(53%)","+2.17% / 5,350,803(34%)"
이아이디,093230,https://finance.naver.com/item/main.nhn?code=093230,"-2.26% / 14,750,498","-0.77% / 5,901,713(40%)","+0.39% / 6,310,449(43%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"-0.49% / 14,312,839","+0.29% / 11,344,532(79%)","+3.42% / 13,971,925(98%)"
아시아나항공,020560,https://finance.naver.com/item/main.nhn?code=020560,"-5.00% / 13,633,371","+0.24% / 10,057,306(74%)","-2.45% / 3,456,635(25%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+1.83% / 12,446,737","+10.81% / 25,724,555(207%)","-6.12% / 8,887,728(71%)"
대덕전자,353200,https://finance.naver.com/item/main.nhn?code=353200,"+3.37% / 10,849,873","+1.45% / 3,459,611(32%)","-3.57% / 2,124,917(20%)"
