종목명,코드,상세정보,20.08.26,20.08.27,20.08.28
KODEX 200선물인버스2X,252670,https://finance.naver.com/item/main.nhn?code=252670,"0.00% / 203,467,703","+1.80% / 208,062,502(102%)","-1.53% / 181,277,513(89%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+11.76% / 98,573,664","+2.17% / 59,653,403(61%)","-6.36% / 17,865,928(18%)"
우리들휴브레인,118000,https://finance.naver.com/item/main.nhn?code=118000,"+1.36% / 62,079,254","-8.17% / 17,221,230(28%)","+4.29% / 11,384,504(18%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"-0.03% / 54,710,313","-1.76% / 50,757,798(93%)","+1.35% / 48,928,222(89%)"
KODEX 코스닥150선물인버스,251340,https://finance.naver.com/item/main.nhn?code=251340,"-0.09% / 48,139,542","+0.57% / 39,988,059(83%)","-1.32% / 33,514,425(70%)"
KODEX 인버스,114800,https://finance.naver.com/item/main.nhn?code=114800,"0.00% / 42,338,401","+0.92% / 40,780,207(96%)","-0.54% / 32,795,738(77%)"
콤텍시스템,031820,https://finance.naver.com/item/main.nhn?code=031820,"+11.49% / 34,393,493","+7.25% / 24,363,209(71%)","-0.71% / 11,109,000(32%)"
쌍방울,102280,https://finance.naver.com/item/main.nhn?code=102280,"-9.64% / 32,165,552","-4.69% / 13,295,537(41%)","-1.04% / 12,179,514(38%)"
KODEX 코스닥150 레버리지,233740,https://finance.naver.com/item/main.nhn?code=233740,"+0.04% / 28,144,296","-0.96% / 25,030,308(89%)","+2.67% / 27,141,664(96%)"
고려산업,002140,https://finance.naver.com/item/main.nhn?code=002140,"+13.54% / 26,584,521","-0.20% / 7,836,456(29%)","-0.60% / 2,062,928(8%)"
알루코,001780,https://finance.naver.com/item/main.nhn?code=001780,"+8.62% / 24,561,609","-6.30% / 5,946,180(24%)","+3.23% / 12,102,014(49%)"
진원생명과학,011000,https://finance.naver.com/item/main.nhn?code=011000,"+29.89% / 22,302,876","-23.18% / 55,250,242(248%)","+4.85% / 32,170,967(144%)"
보락,002760,https://finance.naver.com/item/main.nhn?code=002760,"+6.44% / 19,202,585","-3.95% / 4,918,066(26%)","0.00% / 3,239,058(17%)"
아시아나항공,020560,https://finance.naver.com/item/main.nhn?code=020560,"+7.05% / 18,257,069","-3.41% / 7,136,154(39%)","+1.65% / 2,861,214(16%)"
벽산,007210,https://finance.naver.com/item/main.nhn?code=007210,"+11.62% / 18,234,982","+16.95% / 21,880,536(120%)","-0.83% / 7,880,186(43%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"0.00% / 17,541,332","-1.42% / 15,709,429(90%)","0.00% / 9,240,727(53%)"
에이프로젠 KIC,007460,https://finance.naver.com/item/main.nhn?code=007460,"+6.06% / 14,419,966","-5.87% / 14,933,715(104%)","-1.01% / 6,023,457(42%)"
한국테크놀로지그룹,000240,https://finance.naver.com/item/main.nhn?code=000240,"-7.10% / 12,509,201","-3.67% / 2,763,534(22%)","-1.59% / 1,271,741(10%)"
동양물산,002900,https://finance.naver.com/item/main.nhn?code=002900,"+0.39% / 12,179,741","-5.79% / 8,347,437(69%)","+4.92% / 5,568,811(46%)"
에이프로젠제약,003060,https://finance.naver.com/item/main.nhn?code=003060,"+4.35% / 11,917,322","-1.60% / 12,076,365(101%)","-0.65% / 4,619,926(39%)"
오리엔트바이오,002630,https://finance.naver.com/item/main.nhn?code=002630,"+7.75% / 11,913,170","+4.22% / 31,000,230(260%)","+0.24% / 14,540,081(122%)"
웰바이오텍,010600,https://finance.naver.com/item/main.nhn?code=010600,"-3.36% / 11,895,103","+0.37% / 2,518,406(21%)","+6.39% / 2,442,366(21%)"
CJ씨푸드,011150,https://finance.naver.com/item/main.nhn?code=011150,"-4.35% / 10,964,734","+17.13% / 17,044,709(155%)","+15.13% / 52,661,760(480%)"
금호에이치티,214330,https://finance.naver.com/item/main.nhn?code=214330,"+12.73% / 10,824,843","+29.95% / 41,684,054(385%)","-3.78% / 72,226,846(667%)"
동방,004140,https://finance.naver.com/item/main.nhn?code=004140,"+2.30% / 10,787,280","+6.73% / 12,063,650(112%)","+19.16% / 70,232,863(651%)"
YG PLUS,037270,https://finance.naver.com/item/main.nhn?code=037270,"+17.58% / 10,278,446","+4.24% / 20,212,083(197%)","+8.91% / 56,922,279(554%)"
명문제약,017180,https://finance.naver.com/item/main.nhn?code=017180,"+4.89% / 10,075,742","-3.26% / 3,994,670(40%)","+2.09% / 1,954,028(19%)"
깨끗한나라,004540,https://finance.naver.com/item/main.nhn?code=004540,"+19.27% / 10,010,113","+7.31% / 6,892,555(69%)","-1.08% / 1,677,273(17%)"
