종목명,코드,상세정보,20.07.16,20.07.17
SG세계물산,004060,https://finance.naver.com/item/main.nhn?code=004060,"-1.92% / 135,700,488","-1.51% / 126,363,980(93%)"
KODEX 레버리지,122630,https://finance.naver.com/item/main.nhn?code=122630,"+1.81% / 65,132,895","+1.47% / 46,627,508(72%)"
남선알미늄,008350,https://finance.naver.com/item/main.nhn?code=008350,"+25.20% / 55,593,443","-5.08% / 7,253,639(13%)"
보해양조,000890,https://finance.naver.com/item/main.nhn?code=000890,"+3.51% / 48,687,260","+5.12% / 13,990,547(29%)"
코오롱머티리얼,144620,https://finance.naver.com/item/main.nhn?code=144620,"+0.98% / 43,622,001","-2.56% / 8,948,277(21%)"
써니전자,004770,https://finance.naver.com/item/main.nhn?code=004770,"+13.48% / 40,695,578","+0.35% / 16,979,272(42%)"
인터지스,129260,https://finance.naver.com/item/main.nhn?code=129620,"+29.51% / 27,742,249","+5.15% / 19,012,892(69%)"
백광산업,001340,https://finance.naver.com/item/main.nhn?code=001340,"-1.01% / 26,521,660","-0.92% / 20,093,299(76%)"
형지엘리트,093240,https://finance.naver.com/item/main.nhn?code=093240,"+1.67% / 22,040,190","+1.12% / 10,041,347(46%)"
코스모신소재,005070,https://finance.naver.com/item/main.nhn?code=005070,"-3.35% / 19,199,576","+0.45% / 4,155,587(22%)"
삼성전자,005930,https://finance.naver.com/item/main.nhn?code=005930,"-0.43% / 18,242,893","-1.20% / 26,013,880(143%)"
파미셀,005690,https://finance.naver.com/item/main.nhn?code=005690,"+4.41% / 16,365,115","+0.63% / 3,210,995(20%)"
대덕전자,353200,https://finance.naver.com/item/main.nhn?code=353200,"+4.05% / 15,163,696","+1.28% / 4,274,023(28%)"
덕양산업,024900,https://finance.naver.com/item/main.nhn?code=024900,"+0.59% / 15,059,811","+2.38% / 14,613,440(97%)"
드림텍,192650,https://finance.naver.com/item/main.nhn?code=192650,"+8.61% / 14,023,463","+0.46% / 2,680,704(19%)"
SK증권,001510,https://finance.naver.com/item/main.nhn?code=001510,"+6.23% / 13,738,170","-1.74% / 6,539,444(48%)"
신성이엔지,011930,https://finance.naver.com/item/main.nhn?code=011930,"+3.39% / 12,330,818","0.00% / 6,491,858(53%)"
