종목명,코드,상세정보,20.06.25,20.06.26,20.06.29,20.06.30,20.07.01
에이프로젠 H&G,109960,https://finance.naver.com/item/main.nhn?code=109960,"+25.44% / 68,519,596","-7.41% / 20,345,893(30%)","+0.50% / 10,822,923(16%)","-3.58% / 3,323,930(5%)","-3.41% / 3,296,401(5%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-0.61% / 52,861,354","-6.03% / 16,286,131(31%)","+0.33% / 6,819,423(13%)","+0.33% / 12,360,199(23%)","+5.72% / 20,879,107(39%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"-6.18% / 37,390,260","-4.94% / 11,413,767(31%)","-6.93% / 7,274,426(19%)","-6.51% / 8,148,213(22%)","+0.50% / 2,958,405(8%)"
비트컴퓨터,032850,https://finance.naver.com/item/main.nhn?code=032850,"+21.93% / 36,963,566","-9.35% / 7,014,419(19%)","+3.57% / 5,477,176(15%)","-8.05% / 2,622,859(7%)","-2.08% / 1,236,608(3%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+5.77% / 35,671,240","-6.82% / 4,723,562(13%)","-0.49% / 2,179,944(6%)","-2.94% / 1,700,616(5%)","-0.71% / 926,312(3%)"
쎄노텍,222420,https://finance.naver.com/item/main.nhn?code=222420,"+10.68% / 35,240,098","+17.65% / 57,005,402(162%)","+13.80% / 51,241,830(145%)","-5.10% / 22,430,193(64%)","+0.19% / 4,763,042(14%)"
스킨앤스킨,159910,https://finance.naver.com/item/main.nhn?code=159910,"-16.56% / 27,535,887","-3.00% / 15,418,666(56%)","+15.06% / 33,972,451(123%)","+8.39% / 37,641,690(137%)","-8.67% / 7,566,383(27%)"
나노엔텍,039860,https://finance.naver.com/item/main.nhn?code=039860,"+29.63% / 26,280,778","+2.60% / 35,541,810(135%)","+4.22% / 13,223,182(50%)","-10.53% / 1,919,293(7%)","+16.74% / 2,749,479(10%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"-13.42% / 26,067,594","+1.15% / 33,842,164(130%)","-10.78% / 6,954,815(27%)","-2.86% / 6,613,565(25%)","+1.47% / 20,190,616(77%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+1.65% / 26,061,960","-2.83% / 3,840,033(15%)","-0.83% / 2,105,484(8%)","+0.42% / 3,794,628(15%)","-1.26% / 1,657,726(6%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"0.00% / 21,575,722","+1.11% / 16,986,976(79%)","+0.73% / 15,624,656(72%)","-1.09% / 10,041,689(47%)","-3.30% / 6,072,906(28%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+8.39% / 19,381,204","-2.25% / 5,929,209(31%)","+1.02% / 9,798,767(51%)","-5.69% / 3,098,905(16%)","-2.14% / 1,684,855(9%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+6.15% / 19,375,854","-6.71% / 43,501,574(225%)","-4.90% / 11,105,118(57%)","-2.75% / 6,582,447(34%)","+7.42% / 52,452,416(271%)"
세원,234100,https://finance.naver.com/item/main.nhn?code=234100,"+16.55% / 18,519,573","+3.70% / 8,265,848(45%)","+6.67% / 4,453,405(24%)","-5.47% / 2,996,772(16%)","+19.95% / 10,760,825(58%)"
랩지노믹스,084650,https://finance.naver.com/item/main.nhn?code=084650,"0.00% / 16,541,546","-7.48% / 2,980,941(18%)","-1.28% / 1,877,464(11%)","-6.90% / 1,355,638(8%)","-3.01% / 773,293(5%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"-2.93% / 12,846,683","+6.03% / 9,550,871(74%)","-0.50% / 8,189,655(64%)","-7.23% / 4,480,862(35%)","+5.80% / 3,549,317(28%)"
바이오스마트,038460,https://finance.naver.com/item/main.nhn?code=038460,"+9.47% / 12,085,794","+3.20% / 1,490,336(12%)","-3.64% / 913,247(8%)","+0.76% / 5,255,296(43%)","-5.07% / 544,730(5%)"
인피니트헬스케어,071200,https://finance.naver.com/item/main.nhn?code=071200,"+2.73% / 11,824,129","-3.32% / 989,905(8%)","-2.47% / 358,497(3%)","-2.96% / 449,979(4%)","-1.60% / 225,756(2%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+8.00% / 11,427,520","-0.74% / 2,421,170(21%)","-5.67% / 1,638,082(14%)","-1.11% / 760,802(7%)","+1.76% / 2,689,824(24%)"
인성정보,033230,https://finance.naver.com/item/main.nhn?code=033230,"+2.43% / 11,305,728","-4.98% / 1,336,372(12%)","+1.75% / 496,443(4%)","-2.21% / 498,720(4%)","-2.89% / 346,103(3%)"
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"+0.90% / 10,829,170","-4.93% / 1,895,282(18%)","+2.12% / 1,132,878(10%)","-0.92% / 681,388(6%)","+0.23% / 734,820(7%)"
동진쎄미켐,005290,https://finance.naver.com/item/main.nhn?code=005290,"+7.56% / 10,829,163","-5.10% / 5,306,542(49%)","+4.63% / 4,116,323(38%)","-0.35% / 3,858,991(36%)","-3.37% / 2,797,337(26%)"
미래나노텍,095500,https://finance.naver.com/item/main.nhn?code=095500,"+1.09% / 10,781,356","+7.82% / 6,007,673(56%)","-7.82% / 777,023(7%)","-4.63% / 1,098,795(10%)","-1.29% / 328,321(3%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-1.60% / 10,585,790","-0.98% / 3,604,104(34%)","+4.14% / 36,413,909(344%)","+9.93% / 132,698,676(1254%)","-5.72% / 16,352,962(154%)"
베셀,177350,https://finance.naver.com/item/main.nhn?code=177350,"+4.33% / 10,448,718","-3.19% / 618,190(6%)","-4.62% / 279,786(3%)","+2.60% / 188,827(2%)","-0.17% / 152,155(1%)"
