종목명,코드,상세정보,20.06.10,20.06.11,20.06.12,20.06.15
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+5.34% / 96,073,118","+0.99% / 32,421,901(34%)","-0.14% / 18,971,806(20%)","-6.56% / 18,915,678(20%)"
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"+5.26% / 93,009,529","-1.18% / 42,881,717(46%)","-4.17% / 10,128,917(11%)","-6.83% / 31,817,820(34%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"+25.44% / 49,656,654","-6.42% / 24,225,240(49%)","-8.06% / 7,736,610(16%)","-16.34% / 7,325,437(15%)"
에이비엘바이오,298380,https://finance.naver.com/item/main.nhn?code=298380,"+29.98% / 36,047,633","+1.89% / 15,064,261(42%)","-1.01% / 5,285,661(15%)","-11.54% / 9,200,786(26%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+5.58% / 34,798,339","+1.69% / 20,638,431(59%)","-0.83% / 25,254,248(73%)","-11.53% / 9,551,289(27%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"-11.14% / 32,281,859","-5.57% / 28,031,869(87%)","-8.85% / 8,409,656(26%)","-11.87% / 8,869,218(27%)"
아미노로직스,074430,https://finance.naver.com/item/main.nhn?code=074430,"+7.11% / 30,371,468","+0.86% / 5,078,968(17%)","-5.10% / 2,304,047(8%)","-10.74% / 2,743,852(9%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+2.24% / 27,834,275","+6.18% / 10,156,110(36%)","-2.06% / 4,529,677(16%)","-11.11% / 10,290,207(37%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"+6.76% / 27,136,037","-6.33% / 12,201,100(45%)","-3.60% / 8,329,907(31%)","-12.15% / 20,151,138(74%)"
로보로보,215100,https://finance.naver.com/item/main.nhn?code=215100,"+2.78% / 26,327,803","-3.66% / 4,490,766(17%)","-4.46% / 1,745,244(7%)","-10.36% / 2,055,685(8%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+0.59% / 21,851,004","+1.55% / 47,401,713(217%)","-8.22% / 13,464,763(62%)","+30.00% / 68,923,586(315%)"
지엘팜텍,204840,https://finance.naver.com/item/main.nhn?code=204840,"+29.86% / 18,272,570","-14.23% / 9,193,357(50%)","-4.68% / 2,333,234(13%)","-10.80% / 1,671,333(9%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"+1.36% / 17,795,789","-4.03% / 8,639,441(49%)","-5.59% / 4,607,305(26%)","-10.19% / 2,848,243(16%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-4.75% / 17,345,446","-1.42% / 10,731,024(62%)","-1.44% / 10,487,504(60%)","-8.79% / 11,956,488(69%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-3.27% / 16,734,968","0.00% / 11,800,939(71%)","-4.44% / 6,531,118(39%)","-10.36% / 7,565,320(45%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+6.48% / 16,383,072","-3.65% / 5,425,703(33%)","-3.54% / 3,256,915(20%)","-9.82% / 3,374,251(21%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-3.60% / 15,436,519","-5.37% / 17,001,441(110%)","-2.46% / 14,255,633(92%)","-11.87% / 12,462,581(81%)"
신테카바이오,226330,https://finance.naver.com/item/main.nhn?code=226330,"+12.32% / 15,183,761","+1.61% / 2,468,881(16%)","+3.17% / 5,177,912(34%)","-10.15% / 2,760,656(18%)"
씨유메디칼,115480,https://finance.naver.com/item/main.nhn?code=115480,"+4.27% / 15,155,278","-3.80% / 4,657,098(31%)","-3.65% / 2,292,318(15%)","-13.09% / 2,158,130(14%)"
케이씨티,089150,https://finance.naver.com/item/main.nhn?code=089150,"+1.63% / 15,132,169","-4.16% / 1,743,180(12%)","+20.70% / 44,142,081(292%)","-15.06% / 9,371,895(62%)"
