종목명,코드,상세정보,20.05.13,20.05.14,20.05.15,20.05.18,20.05.19
차이나그레이트,900040,https://finance.naver.com/item/main.nhn?code=900040,"-83.40% / 76,796,375","-37.21% / 43,274,182(56%)","-24.53% / 34,087,665(44%)","-27.50% / 52,539,070(68%)","+13.79% / 51,784,376(67%)"
스킨앤스킨,159910,https://finance.naver.com/item/main.nhn?code=159910,"+11.95% / 64,481,724","-5.10% / 9,604,556(15%)","+1.46% / 6,773,017(11%)","+3.33% / 8,048,782(12%)","-4.14% / 4,288,585(7%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+7.11% / 59,930,678","+2.15% / 24,799,266(41%)","-4.78% / 5,559,999(9%)","-1.80% / 3,577,369(6%)","-4.29% / 3,421,015(6%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+6.85% / 53,747,914","+11.46% / 65,462,024(122%)","-6.85% / 17,621,297(33%)","0.00% / 5,278,729(10%)","-12.11% / 8,995,481(17%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+2.26% / 40,692,279","-2.84% / 42,466,736(104%)","-1.63% / 26,770,265(66%)","-4.01% / 21,262,672(52%)","+2.44% / 34,261,863(84%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+6.60% / 37,631,679","-3.10% / 5,534,779(15%)","-2.23% / 2,808,974(7%)","+2.61% / 6,666,354(18%)","-0.63% / 2,749,430(7%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+20.00% / 34,947,008","+7.99% / 27,939,821(80%)","+0.65% / 13,421,346(38%)","-10.37% / 18,953,699(54%)","-2.17% / 16,098,178(46%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+9.74% / 34,265,063","+0.11% / 15,701,705(46%)","-2.05% / 7,943,261(23%)","-5.95% / 7,223,860(21%)","+1.64% / 6,127,014(18%)"
한류AI센터,222810,https://finance.naver.com/item/main.nhn?code=222810,"+2.67% / 27,136,117","-9.35% / 11,294,366(42%)","+0.57% / 9,408,127(35%)",0.00% / 0(0%),0.00% / 0(0%)
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+4.27% / 16,744,716","+1.64% / 9,555,072(57%)","-2.42% / 5,154,053(31%)","-0.28% / 4,858,855(29%)","-5.82% / 4,140,308(25%)"
녹십자엠에스,142280,https://finance.naver.com/item/main.nhn?code=142280,"+11.20% / 15,934,180","+0.80% / 5,673,848(36%)","+3.64% / 5,231,295(33%)","+0.11% / 1,246,426(8%)","-6.16% / 1,154,420(7%)"
씨아이에스,222080,https://finance.naver.com/item/main.nhn?code=222080,"+8.82% / 15,048,747","+1.88% / 8,242,967(55%)","+0.12% / 5,927,122(39%)","+2.56% / 8,337,768(55%)","+3.97% / 26,342,957(175%)"
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"+1.94% / 14,548,884","-2.66% / 5,578,852(38%)","+2.55% / 13,656,513(94%)","-1.34% / 3,850,958(26%)","-1.74% / 3,077,714(21%)"
오공,045060,https://finance.naver.com/item/main.nhn?code=045060,"+3.83% / 14,486,125","+3.23% / 5,503,355(38%)","-6.38% / 2,238,407(15%)","-4.75% / 1,224,494(8%)","-0.66% / 1,230,778(8%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"+5.93% / 13,065,697","-4.82% / 4,103,113(31%)","-2.47% / 3,599,460(28%)","+2.54% / 5,982,069(46%)","-2.34% / 2,515,284(19%)"
디에이테크놀로지,196490,https://finance.naver.com/item/main.nhn?code=196490,"+6.40% / 12,445,656","-4.14% / 3,184,479(26%)","-1.98% / 1,489,749(12%)","+4.02% / 3,024,215(24%)","+1.16% / 2,671,860(21%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"0.00% / 11,959,897","-5.97% / 8,731,411(73%)","-16.88% / 14,908,510(125%)","-4.95% / 7,086,338(59%)","+7.82% / 41,826,530(350%)"
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+4.92% / 11,519,214","-4.22% / 8,423,538(73%)","-1.63% / 3,533,973(31%)","-1.16% / 2,958,597(26%)","+1.84% / 5,937,143(52%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+0.66% / 11,293,206","+4.44% / 9,315,247(82%)","-3.50% / 3,499,592(31%)","-8.07% / 4,501,954(40%)","-3.97% / 3,815,681(34%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+0.54% / 11,235,069","-2.43% / 7,117,499(63%)","-2.49% / 6,778,125(60%)","+3.99% / 52,469,172(467%)","+5.75% / 36,762,555(327%)"
포비스티앤씨,016670,https://finance.naver.com/item/main.nhn?code=016670,"+2.69% / 11,017,076","-2.95% / 2,073,858(19%)","-1.70% / 1,941,389(18%)","0.00% / 1,084,103(10%)","+2.42% / 1,319,667(12%)"
파루,043200,https://finance.naver.com/item/main.nhn?code=043200,"+3.92% / 10,320,610","-0.18% / 3,606,437(35%)","-4.84% / 2,662,014(26%)","-1.33% / 1,903,200(18%)","-2.11% / 1,562,288(15%)"
