종목명,코드,상세정보,20.05.25,20.05.26,20.05.27
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"+29.72% / 90,272,450","-4.53% / 66,498,590(74%)","-0.50% / 13,496,961(15%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"+3.66% / 89,127,630","-2.60% / 14,911,406(17%)","-0.57% / 8,734,264(10%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+11.11% / 84,630,580","+1.65% / 40,425,722(48%)","+3.61% / 36,905,894(44%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+3.50% / 65,797,871","-3.61% / 32,717,853(50%)","-1.81% / 30,472,045(46%)"
라온시큐어,042510,https://finance.naver.com/item/main.nhn?code=042510,"+10.51% / 45,885,579","-2.57% / 18,550,040(40%)","-0.46% / 4,853,533(11%)"
시큐브,131090,https://finance.naver.com/item/main.nhn?code=131090,"+29.97% / 41,851,467","+19.84% / 86,538,785(207%)","+0.22% / 11,761,773(28%)"
한국정보인증,053300,https://finance.naver.com/item/main.nhn?code=053300,"+23.97% / 38,728,564","+6.42% / 44,713,382(115%)","-4.06% / 4,167,254(11%)"
전파기지국,065530,https://finance.naver.com/item/main.nhn?code=065530,"+2.30% / 31,125,914","-0.17% / 6,996,129(22%)","-3.28% / 11,958,391(38%)"
아이크래프트,052460,https://finance.naver.com/item/main.nhn?code=052460,"+29.97% / 20,742,532","+9.76% / 33,452,389(161%)","+0.96% / 3,201,216(15%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+6.59% / 19,627,026","-1.03% / 4,447,899(23%)","0.00% / 2,853,053(15%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.34% / 19,223,510","-2.36% / 14,011,610(73%)","+4.84% / 35,366,175(184%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"+6.01% / 19,071,939","+0.33% / 6,036,646(32%)","-1.00% / 2,005,263(11%)"
우리손에프앤지,073560,https://finance.naver.com/item/main.nhn?code=073560,"+1.15% / 15,043,055","+3.64% / 4,515,427(30%)","-1.10% / 2,752,983(18%)"
뉴보텍,060260,https://finance.naver.com/item/main.nhn?code=060260,"-0.71% / 14,219,310","+2.53% / 1,984,399(14%)","-2.46% / 1,168,663(8%)"
고려제약,014570,https://finance.naver.com/item/main.nhn?code=014570,"+16.06% / 13,279,056","+29.86% / 19,476,833(147%)","+3.28% / 21,012,984(158%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+5.05% / 12,745,247","-1.09% / 2,731,627(21%)","+6.62% / 18,426,609(145%)"
크루셜텍,114120,https://finance.naver.com/item/main.nhn?code=114120,"+29.76% / 12,619,272","-6.40% / 20,410,348(162%)","0.00% / 3,207,838(25%)"
쎄노텍,222420,https://finance.naver.com/item/main.nhn?code=222420,"+9.71% / 12,361,719","+1.04% / 2,111,575(17%)","+6.96% / 16,263,185(132%)"
SGA솔루션즈,184230,https://finance.naver.com/item/main.nhn?code=184230,"+14.85% / 12,288,169","+4.31% / 4,728,504(38%)","-4.13% / 634,674(5%)"
코렌,078650,https://finance.naver.com/item/main.nhn?code=078650,"+7.14% / 12,144,079","+2.88% / 3,298,229(27%)","-1.20% / 1,493,588(12%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"+3.90% / 12,022,929","-1.67% / 2,626,872(22%)","-0.85% / 3,826,608(32%)"
블러썸엠앤씨,263920,https://finance.naver.com/item/main.nhn?code=263920,"-11.70% / 12,005,137","+5.12% / 4,022,755(34%)","+13.98% / 14,736,377(123%)"
로보로보,215100,https://finance.naver.com/item/main.nhn?code=215100,"+2.52% / 11,978,506","+1.80% / 11,573,423(97%)","-0.16% / 17,648,926(147%)"
휴네시온,290270,https://finance.naver.com/item/main.nhn?code=290270,"+23.26% / 11,491,360","-0.82% / 2,887,906(25%)","+2.31% / 1,181,218(10%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"+9.45% / 11,359,532","+2.95% / 12,897,802(114%)","-3.31% / 4,002,928(35%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+0.86% / 10,058,540","-1.20% / 7,137,679(71%)","+29.93% / 54,032,845(537%)"
