종목명,코드,상세정보,20.06.01,20.06.02,20.06.03
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+1.20% / 113,390,581","-0.89% / 43,376,835(38%)","-5.11% / 13,163,633(12%)"
로보로보,215100,https://finance.naver.com/item/main.nhn?code=215100,"+9.01% / 40,187,225","-0.79% / 3,931,656(10%)","-6.41% / 2,995,428(7%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+8.77% / 34,354,724","+2.57% / 7,161,828(21%)","-2.51% / 6,687,248(19%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"+9.80% / 27,970,640","-4.72% / 9,991,656(36%)","-2.20% / 3,992,781(14%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+2.42% / 22,943,899","-2.89% / 15,730,892(69%)","-4.60% / 22,120,972(96%)"
아이크래프트,052460,https://finance.naver.com/item/main.nhn?code=052460,"+3.48% / 18,363,230","+0.56% / 3,218,424(18%)","+11.15% / 29,889,042(163%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"-3.10% / 15,919,097","+0.40% / 1,579,058(10%)","-1.99% / 1,312,580(8%)"
모베이스전자,012860,https://finance.naver.com/item/main.nhn?code=012860,"+2.43% / 15,211,818","+6.10% / 5,088,068(33%)","-5.11% / 2,187,841(14%)"
고려시멘트,198440,https://finance.naver.com/item/main.nhn?code=198440,"+7.58% / 14,833,416","-3.13% / 4,883,300(33%)","+1.48% / 5,968,539(40%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+8.85% / 14,396,877","-3.31% / 3,893,216(27%)","-4.05% / 1,908,088(13%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"-6.25% / 14,325,409","+1.19% / 13,690,400(96%)","-6.24% / 7,155,790(50%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"0.00% / 13,604,960","-0.25% / 5,014,399(37%)","-2.24% / 3,865,646(28%)"
신테카바이오,226330,https://finance.naver.com/item/main.nhn?code=226330,"+17.84% / 12,603,459","+1.59% / 2,453,992(19%)","+3.14% / 2,768,877(22%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"0.00% / 11,920,175","-1.02% / 10,737,642(90%)","-1.38% / 13,819,117(116%)"
엔에스엔,031860,https://finance.naver.com/item/main.nhn?code=031860,"+4.90% / 11,609,479","-5.69% / 2,279,491(20%)","+1.08% / 2,574,925(22%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"-0.61% / 11,592,549","-1.54% / 3,558,397(31%)","-3.96% / 4,283,268(37%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+3.43% / 11,403,123","-0.38% / 4,924,880(43%)","+0.26% / 6,628,641(58%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+3.43% / 10,957,692","-3.65% / 2,028,487(19%)","-3.56% / 1,595,713(15%)"
셀트리온헬스케어,091990,https://finance.naver.com/item/main.nhn?code=091990,"+3.63% / 10,932,430","-1.91% / 2,288,565(21%)","0.00% / 4,674,721(43%)"
한일사료,005860,https://finance.naver.com/item/main.nhn?code=005860,"-1.24% / 10,764,434","+5.04% / 10,132,476(94%)","-4.32% / 2,719,094(25%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+3.91% / 10,339,240","-3.37% / 3,158,324(31%)","-1.84% / 1,787,809(17%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"+3.69% / 10,329,222","+1.58% / 7,804,707(76%)","-2.72% / 6,135,866(59%)"
