종목명,코드,상세정보,20.07.13,20.07.14
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+7.46% / 152,462,868","+0.35% / 58,408,942(38%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+29.98% / 86,789,971","+25.19% / 118,997,921(137%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+16.88% / 48,937,898","-2.89% / 16,176,688(33%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+7.33% / 35,883,178","-4.97% / 5,764,930(16%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+3.58% / 27,916,825","-9.77% / 15,890,682(57%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"-1.55% / 27,063,708","-13.51% / 21,350,599(79%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+17.08% / 22,902,739","0.00% / 4,461,208(19%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+7.59% / 22,662,609","-6.57% / 9,931,307(44%)"
소마젠(Reg.S),950200,https://finance.naver.com/item/main.nhn?code=950200,"+29.61% / 20,757,344","+29.80% / 3,320,299(16%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"-9.44% / 19,008,077","+19.73% / 67,083,957(353%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+12.79% / 17,711,193","-8.51% / 22,655,966(128%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"+7.66% / 14,966,714","+0.44% / 7,368,433(49%)"
스킨앤스킨,159910,https://finance.naver.com/item/main.nhn?code=159910,"-9.25% / 14,592,478","-0.38% / 4,165,280(29%)"
소프트캠프,258790,https://finance.naver.com/item/main.nhn?code=258790,"+17.16% / 13,544,358","-3.43% / 2,434,805(18%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+2.45% / 13,345,394","-1.00% / 2,380,567(18%)"
판타지오,032800,https://finance.naver.com/item/main.nhn?code=032800,"+1.39% / 12,751,660","-2.29% / 1,961,584(15%)"
에스모,073070,https://finance.naver.com/item/main.nhn?code=073070,"+3.51% / 11,587,419","-2.66% / 2,750,689(24%)"
캠시스,050110,https://finance.naver.com/item/main.nhn?code=050110,"+7.19% / 11,266,402","+0.67% / 5,247,173(47%)"
