종목명,코드,상세정보,20.06.16,20.06.17,20.06.18
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+10.90% / 107,050,119","+29.91% / 52,764,203(49%)","+29.59% / 44,192,252(41%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+7.29% / 43,304,917","-5.66% / 5,085,604(12%)","+9.50% / 6,600,163(15%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"-0.17% / 36,914,693","+29.92% / 26,926,799(73%)","+29.37% / 25,810,321(70%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"-5.51% / 35,130,168","+30.00% / 55,246,136(157%)","+29.91% / 40,366,847(115%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+30.00% / 27,178,142","+29.81% / 38,189,159(141%)","+30.00% / 17,480,086(64%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+29.88% / 24,663,650","+14.08% / 134,578,827(546%)","-7.00% / 7,425,771(30%)"
크루셜텍,114120,https://finance.naver.com/item/main.nhn?code=114120,"+25.42% / 24,575,466",0.00% / 0(0%),0.00% / 0(0%)
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+7.75% / 23,646,309","-1.54% / 3,844,709(16%)","+1.74% / 4,390,392(19%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+3.00% / 21,160,013","-4.20% / 4,046,991(19%)","+11.07% / 24,298,842(115%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+29.82% / 20,575,963","-3.45% / 57,386,981(279%)","+1.79% / 21,842,677(106%)"
현대바이오,048410,https://finance.naver.com/item/main.nhn?code=048410,"+20.10% / 20,294,110","-1.63% / 4,867,290(24%)","+11.20% / 18,078,181(89%)"
에이비엘바이오,298380,https://finance.naver.com/item/main.nhn?code=298380,"+27.45% / 19,373,850","-3.01% / 6,381,035(33%)","+8.70% / 24,092,913(124%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+5.92% / 18,362,693","-5.87% / 6,004,775(33%)","+2.32% / 5,447,740(30%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+3.19% / 18,070,102","+0.94% / 18,805,947(104%)","+11.57% / 40,670,691(225%)"
인콘,083640,https://finance.naver.com/item/main.nhn?code=083640,"+4.43% / 17,397,268","-3.77% / 3,306,451(19%)","-2.35% / 1,718,263(10%)"
KG모빌리언스,046440,https://finance.naver.com/item/main.nhn?code=046440,"+7.89% / 15,840,507","+1.22% / 3,839,369(24%)","+2.01% / 3,721,065(23%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+6.28% / 14,961,854","-2.39% / 10,924,044(73%)","+1.87% / 14,773,882(99%)"
골드퍼시픽,038530,https://finance.naver.com/item/main.nhn?code=038530,"-6.04% / 14,597,197","-8.10% / 12,029,484(82%)","-23.71% / 26,136,581(179%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"+10.64% / 13,671,214","+2.88% / 22,727,911(166%)","-3.27% / 3,314,332(24%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+5.78% / 12,455,956","-4.80% / 3,461,767(28%)","+0.52% / 2,598,372(21%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+15.86% / 11,922,410","-9.03% / 11,337,671(95%)","+2.71% / 14,055,203(118%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"+9.59% / 11,522,363","-3.72% / 4,177,355(36%)","-3.09% / 3,233,079(28%)"
세종텔레콤,036630,https://finance.naver.com/item/main.nhn?code=036630,"+3.50% / 10,571,707","-2.70% / 3,528,620(33%)","+1.04% / 2,183,314(21%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"+30.00% / 10,049,908","+4.84% / 36,034,447(359%)","-22.47% / 28,257,947(281%)"
