종목명,코드,상세정보,20.05.11,20.05.12,20.05.13,20.05.14,20.05.15
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"+12.17% / 64,753,333","0.00% / 12,991,433(20%)","+1.94% / 14,548,884(22%)","-2.66% / 5,578,852(9%)","+2.35% / 13,670,478(21%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"+15.58% / 60,339,741","-2.29% / 20,915,758(35%)","+5.93% / 13,065,697(22%)","-4.82% / 4,103,113(7%)","-2.47% / 3,602,637(6%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+19.26% / 55,118,049","-12.84% / 7,335,407(13%)","+9.74% / 34,265,063(62%)","+0.11% / 15,701,705(28%)","-2.05% / 7,958,377(14%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+2.99% / 47,280,043","-3.80% / 2,614,020(6%)","+3.95% / 1,793,943(4%)","+7.00% / 2,820,716(6%)","+14.42% / 44,486,559(94%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+3.45% / 32,616,299","+3.33% / 135,904,623(417%)","+2.26% / 40,692,279(125%)","-2.84% / 42,466,736(130%)","-1.63% / 27,103,950(83%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"-3.19% / 32,356,473","-1.41% / 12,210,788(38%)","0.00% / 11,959,897(37%)","-5.97% / 8,731,411(27%)","-16.88% / 14,934,707(46%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"+13.76% / 30,365,155","+12.62% / 28,973,061(95%)","-5.09% / 3,811,901(13%)","+1.46% / 3,502,319(12%)","-3.37% / 1,640,289(5%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+29.97% / 28,555,774","-11.22% / 8,045,085(28%)","+20.00% / 34,947,008(122%)","+7.99% / 27,939,821(98%)","+0.76% / 13,446,271(47%)"
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"-1.98% / 25,668,307","+5.00% / 9,848,088(38%)","-2.61% / 7,765,042(30%)","-0.12% / 4,907,209(19%)","+3.39% / 11,426,545(45%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+6.83% / 21,674,774","-4.08% / 6,763,176(31%)","+0.28% / 9,980,743(46%)","-0.71% / 5,979,298(28%)","-2.85% / 5,007,453(23%)"
데이타솔루션,263800,https://finance.naver.com/item/main.nhn?code=263800,"+19.85% / 20,103,035","-4.91% / 1,070,848(5%)","+3.87% / 813,401(4%)","-0.47% / 605,438(3%)","-2.18% / 5,115,630(25%)"
엑사이엔씨,054940,https://finance.naver.com/item/main.nhn?code=054940,"+8.85% / 17,063,693","-1.06% / 2,734,051(16%)","-0.71% / 4,891,709(29%)","-4.32% / 1,209,002(7%)","-1.50% / 907,461(5%)"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"-10.16% / 16,544,782","-4.07% / 11,152,686(67%)","-1.42% / 6,563,379(40%)","-0.48% / 5,201,164(31%)","-2.42% / 4,936,894(30%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+3.63% / 16,119,201","+2.28% / 22,987,147(143%)","+0.45% / 4,889,700(30%)","-3.56% / 4,056,309(25%)","+4.46% / 11,684,821(72%)"
NE능률,053290,https://finance.naver.com/item/main.nhn?code=053290,"+16.22% / 14,382,451","-8.34% / 1,695,826(12%)","+6.72% / 8,938,464(62%)","-0.84% / 3,234,073(22%)","-2.82% / 1,642,483(11%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-1.82% / 14,151,987","-2.12% / 9,599,892(68%)","+0.54% / 11,235,069(79%)","-2.43% / 7,117,499(50%)","-2.49% / 6,783,255(48%)"
SK바이오랜드,052260,https://finance.naver.com/item/main.nhn?code=052260,"+5.94% / 13,761,876","+0.17% / 3,076,340(22%)","+1.69% / 2,039,886(15%)","+2.17% / 2,994,690(22%)","-2.12% / 3,659,387(27%)"
아이스크림에듀,289010,https://finance.naver.com/item/main.nhn?code=289010,"+8.02% / 13,630,844","-9.61% / 1,873,677(14%)","+4.83% / 5,405,377(40%)","-0.46% / 2,134,872(16%)","-5.58% / 1,599,284(12%)"
포비스티앤씨,016670,https://finance.naver.com/item/main.nhn?code=016670,"+8.53% / 12,686,634","-6.60% / 3,320,494(26%)","+2.69% / 11,017,076(87%)","-2.95% / 2,073,858(16%)","-1.70% / 1,963,503(15%)"
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"+5.38% / 12,548,292","-3.06% / 9,211,048(73%)","+0.35% / 3,162,870(25%)","-1.40% / 3,016,920(24%)","-0.71% / 2,769,834(22%)"
줌인터넷,239340,https://finance.naver.com/item/main.nhn?code=239340,"+10.69% / 12,440,830","-3.46% / 2,656,920(21%)","+0.84% / 2,169,147(17%)","-4.80% / 1,099,606(9%)","-2.42% / 944,685(8%)"
로스웰,900260,https://finance.naver.com/item/main.nhn?code=900260,"-6.61% / 12,377,433","+2.15% / 6,593,330(53%)","-3.36% / 3,257,816(26%)","+1.09% / 28,831,506(233%)","-0.65% / 5,025,307(41%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-9.13% / 11,726,036","-0.31% / 6,640,977(57%)","-2.95% / 4,236,666(36%)","-2.88% / 4,662,483(40%)","-3.29% / 6,549,733(56%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+4.54% / 11,598,183","0.00% / 4,729,465(41%)","+0.66% / 11,293,206(97%)","+4.44% / 9,315,247(80%)","-3.87% / 3,523,080(30%)"
에스코넥,096630,https://finance.naver.com/item/main.nhn?code=096630,"+0.22% / 11,097,378","-4.90% / 4,156,889(37%)","-3.28% / 2,538,533(23%)","+0.73% / 3,426,030(31%)","-1.43% / 1,524,772(14%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+1.17% / 10,731,789","-0.29% / 8,177,627(76%)","+0.72% / 7,490,191(70%)","+1.87% / 9,986,473(93%)","-1.39% / 4,727,838(44%)"
에스모,073070,https://finance.naver.com/item/main.nhn?code=073070,"-2.21% / 10,319,274","-4.84% / 7,251,583(70%)","0.00% / 8,055,188(78%)","-1.53% / 3,406,126(33%)","-0.69% / 2,679,108(26%)"
인성정보,033230,https://finance.naver.com/item/main.nhn?code=033230,"+9.25% / 10,123,923","+0.19% / 2,340,323(23%)","+0.97% / 2,237,987(22%)","+2.50% / 2,946,029(29%)","+4.91% / 11,093,680(110%)"
