종목명,코드,상세정보,20.07.08,20.07.09,20.07.10,20.07.13,20.07.14
글로스퍼랩스,032860,https://finance.naver.com/item/main.nhn?code=032860,"+2.52% / 88,380,415","+5.96% / 48,837,238(55%)","+1.99% / 3,542,872(4%)","+0.65% / 2,351,792(3%)","-2.26% / 1,826,153(2%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"-9.39% / 44,414,287","-3.15% / 9,217,866(21%)","-0.93% / 6,431,186(14%)","+2.35% / 7,940,292(18%)","-2.75% / 5,374,679(12%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+2.51% / 42,546,368","-5.04% / 15,416,425(36%)","-2.44% / 10,737,060(25%)","+0.44% / 6,737,134(16%)","-3.66% / 4,900,942(12%)"
덕신하우징,090410,https://finance.naver.com/item/main.nhn?code=090410,"+0.69% / 40,951,982","-1.37% / 3,283,965(8%)","-4.15% / 1,819,781(4%)","+3.61% / 2,019,429(5%)","+0.70% / 942,577(2%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+29.68% / 40,405,356","+29.97% / 67,846,909(168%)","+4.40% / 53,723,720(133%)","-9.44% / 19,008,077(47%)","+16.85% / 67,598,931(167%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+0.39% / 38,742,144","0.00% / 3,717,472(10%)","-4.28% / 1,610,864(4%)","+4.47% / 1,215,475(3%)","-1.95% / 851,833(2%)"
세운메디칼,100700,https://finance.naver.com/item/main.nhn?code=100700,"+17.82% / 31,343,249","+0.80% / 7,500,317(24%)","-1.46% / 2,399,541(8%)","+0.13% / 1,517,828(5%)","-1.75% / 2,022,690(6%)"
정다운,208140,https://finance.naver.com/item/main.nhn?code=208140,"+10.91% / 20,406,550","+2.01% / 3,500,863(17%)","-3.15% / 2,587,893(13%)","+1.63% / 647,459(3%)","+2.80% / 7,203,601(35%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"-1.24% / 20,047,436","+4.90% / 19,665,443(98%)","-8.40% / 9,806,929(49%)","+0.87% / 6,881,112(34%)","+1.59% / 13,189,801(66%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"+3.86% / 19,172,896","+3.72% / 4,321,674(23%)","-3.94% / 2,047,965(11%)","+2.61% / 1,435,555(7%)","+0.73% / 1,228,175(6%)"
시너지이노베이션,048870,https://finance.naver.com/item/main.nhn?code=048870,"+29.82% / 18,101,102","-9.28% / 8,642,630(48%)","-4.35% / 2,046,216(11%)","-0.27% / 1,263,693(7%)","+0.54% / 748,859(4%)"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"-5.89% / 17,290,211","+0.95% / 7,930,528(46%)","+9.96% / 38,480,899(223%)","+0.85% / 6,812,252(39%)","-5.59% / 2,723,556(16%)"
코리아에스이,101670,https://finance.naver.com/item/main.nhn?code=101670,"+8.41% / 17,270,016","+2.59% / 2,385,946(14%)","-7.56% / 1,015,098(6%)","+6.36% / 590,038(3%)","-2.56% / 292,539(2%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"+2.53% / 16,429,254","-3.15% / 23,285,909(142%)","-3.02% / 6,056,271(37%)","+7.66% / 14,966,714(91%)","+0.22% / 7,393,662(45%)"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"+0.48% / 13,364,379","-1.44% / 4,374,952(33%)","-1.46% / 4,377,694(33%)","-1.09% / 2,744,823(21%)","-0.60% / 1,788,725(13%)"
비디아이,148140,https://finance.naver.com/item/main.nhn?code=148140,"-21.26% / 13,047,639","-5.72% / 5,975,787(46%)","-14.25% / 9,465,477(73%)","+5.92% / 5,826,985(45%)","+29.97% / 10,243,317(79%)"
엔피케이,048830,https://finance.naver.com/item/main.nhn?code=048830,"+7.77% / 12,295,070","+1.88% / 896,774(7%)","-1.23% / 854,831(7%)","+1.25% / 384,654(3%)","+2.77% / 512,780(4%)"
SKC 솔믹스,057500,https://finance.naver.com/item/main.nhn?code=057500,"+3.11% / 10,694,336","-2.00% / 1,813,899(17%)","-0.80% / 1,656,180(15%)","-3.44% / 1,360,424(13%)","+4.15% / 2,269,001(21%)"
특수건설,026150,https://finance.naver.com/item/main.nhn?code=026150,"+2.32% / 10,567,739","+5.52% / 1,941,945(18%)","-4.70% / 896,431(8%)","+2.82% / 795,413(8%)","-1.78% / 884,964(8%)"
