종목명,코드,상세정보,20.07.06,20.07.07,20.07.08,20.07.09,20.07.10
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+4.83% / 73,009,304","-2.88% / 10,895,543(15%)","0.00% / 9,422,210(13%)","+0.30% / 6,902,500(9%)","-1.48% / 5,061,726(7%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+4.84% / 65,816,744","+0.27% / 13,329,951(20%)","-2.71% / 6,812,991(10%)","-3.62% / 8,373,568(13%)","+2.31% / 40,025,587(61%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"0.00% / 40,755,558","-0.23% / 19,946,800(49%)","+2.53% / 16,429,254(40%)","-3.15% / 23,285,909(57%)","-3.02% / 6,056,271(15%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-0.13% / 31,612,807","-4.28% / 16,716,785(53%)","+2.51% / 42,546,368(135%)","-5.04% / 15,416,425(49%)","-2.44% / 10,737,060(34%)"
SBI인베스트먼트,019550,https://finance.naver.com/item/main.nhn?code=019550,"+1.91% / 28,497,304","-2.62% / 7,299,275(26%)","-0.26% / 4,619,025(16%)","+4.25% / 15,547,607(55%)","-1.85% / 3,546,920(12%)"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+14.90% / 27,425,755","+7.25% / 15,527,100(57%)","+1.02% / 4,578,460(17%)","-3.45% / 2,166,230(8%)","+15.97% / 31,396,825(114%)"
엘비세미콘,061970,https://finance.naver.com/item/main.nhn?code=061970,"+4.94% / 22,835,023","-5.14% / 4,467,381(20%)","-1.27% / 2,600,774(11%)","+0.70% / 1,840,828(8%)","-1.86% / 1,532,509(7%)"
우정바이오,215380,https://finance.naver.com/item/main.nhn?code=215380,"+16.97% / 22,649,667","+6.76% / 23,252,064(103%)","-2.18% / 3,910,865(17%)","-2.33% / 1,599,704(7%)","-1.52% / 985,788(4%)"
엠게임,058630,https://finance.naver.com/item/main.nhn?code=058630,"+9.07% / 19,418,275","+4.35% / 3,711,737(19%)","-1.45% / 1,523,313(8%)","-3.86% / 1,543,509(8%)","-0.76% / 1,692,712(9%)"
세종텔레콤,036630,https://finance.naver.com/item/main.nhn?code=036630,"+7.55% / 18,723,215","-2.01% / 4,226,052(23%)","-1.02% / 1,971,752(11%)","-2.76% / 2,708,869(14%)","-1.06% / 1,944,741(10%)"
뉴파워프라즈마,144960,https://finance.naver.com/item/main.nhn?code=144960,"+10.79% / 13,968,435","-0.49% / 1,556,521(11%)","+3.26% / 1,429,342(10%)","+2.69% / 1,868,966(13%)","+6.00% / 4,423,532(32%)"
알에프세미,096610,https://finance.naver.com/item/main.nhn?code=096610,"+29.86% / 11,556,501","-3.11% / 4,095,261(35%)","-3.04% / 889,970(8%)","-2.44% / 548,206(5%)","+0.36% / 1,451,667(13%)"
SKC 솔믹스,057500,https://finance.naver.com/item/main.nhn?code=057500,"+10.63% / 10,775,742","-2.03% / 2,444,971(23%)","+3.58% / 10,757,121(100%)","-2.00% / 1,813,899(17%)","-0.80% / 1,656,180(15%)"
구영테크,053270,https://finance.naver.com/item/main.nhn?code=053270,"+13.89% / 10,035,964","+6.71% / 8,047,970(80%)","-3.14% / 1,687,846(17%)","-2.36% / 867,333(9%)","-3.63% / 1,208,308(12%)"
