종목명,코드,상세정보,20.06.30,20.07.01,20.07.02,20.07.03,20.07.06
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+9.93% / 132,698,676","-5.72% / 16,352,962(12%)","+2.24% / 25,743,319(19%)","+3.44% / 33,409,401(25%)","+4.83% / 73,009,304(55%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+7.69% / 58,479,067","-6.19% / 12,621,189(22%)","-3.17% / 9,530,294(16%)","+3.41% / 8,490,212(15%)","-4.56% / 2,916,162(5%)"
크리스탈신소재,900250,https://finance.naver.com/item/main.nhn?code=900250,"-1.70% / 53,934,397","-0.29% / 10,122,998(19%)","-2.02% / 6,554,466(12%)","-1.77% / 21,726,648(40%)","-0.30% / 2,483,508(5%)"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"-10.03% / 49,044,408","-5.80% / 8,493,425(17%)","+0.24% / 3,239,667(7%)","-2.89% / 7,350,019(15%)","+6.95% / 3,300,642(7%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+10.49% / 41,483,262","-5.59% / 6,588,009(16%)","0.00% / 5,930,728(14%)","-1.78% / 2,700,584(7%)","0.00% / 3,305,756(8%)"
글로스퍼랩스,032860,https://finance.naver.com/item/main.nhn?code=032860,"+12.00% / 38,830,986","-0.51% / 9,141,716(24%)","+3.08% / 1,795,271(5%)","-0.50% / 2,720,127(7%)","+7.00% / 7,996,394(21%)"
스킨앤스킨,159910,https://finance.naver.com/item/main.nhn?code=159910,"+8.39% / 37,641,690","-8.67% / 7,566,383(20%)","+1.69% / 5,700,271(15%)","-1.33% / 3,630,092(10%)","-2.70% / 9,627,203(26%)"
이글벳,044960,https://finance.naver.com/item/main.nhn?code=044960,"+25.34% / 32,295,138","-6.14% / 35,229,386(109%)","+6.41% / 12,008,115(37%)","+0.60% / 2,650,786(8%)","+0.60% / 8,846,117(27%)"
파루,043200,https://finance.naver.com/item/main.nhn?code=043200,"+12.56% / 25,255,630","-4.38% / 13,354,801(53%)","+4.17% / 3,221,257(13%)","-1.20% / 1,358,043(5%)","+1.42% / 1,186,375(5%)"
우진비앤지,018620,https://finance.naver.com/item/main.nhn?code=018620,"+22.88% / 24,621,559","-4.43% / 28,686,022(117%)","+2.23% / 8,449,228(34%)","-4.90% / 2,387,368(10%)","0.00% / 1,647,123(7%)"
쎄노텍,222420,https://finance.naver.com/item/main.nhn?code=222420,"-5.10% / 22,430,193","+0.19% / 4,763,042(21%)","-4.99% / 2,989,717(13%)","+1.56% / 3,284,570(15%)","+0.96% / 1,899,580(8%)"
현대바이오,048410,https://finance.naver.com/item/main.nhn?code=048410,"+3.11% / 21,866,435","-4.15% / 2,352,137(11%)","+0.39% / 1,727,983(8%)","+1.96% / 1,182,628(5%)","+0.38% / 807,192(4%)"
코리아나,027050,https://finance.naver.com/item/main.nhn?code=027050,"+29.85% / 19,604,556","-12.77% / 7,631,812(39%)","+4.28% / 14,227,092(73%)","+11.02% / 37,212,190(190%)","+1.56% / 8,682,481(44%)"
