종목명,코드,상세정보,20.06.09,20.06.10,20.06.11,20.06.12
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"+29.72% / 77,340,668","+5.26% / 93,009,529(120%)","-1.18% / 42,881,717(55%)","-4.17% / 10,128,917(13%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+4.88% / 69,107,009","-5.12% / 12,527,378(18%)","-7.06% / 8,211,711(12%)","-1.90% / 3,817,707(6%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"+1.39% / 64,362,641","-11.14% / 32,281,859(50%)","-5.57% / 28,031,869(44%)","-8.85% / 8,409,656(13%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+18.93% / 52,737,659","+0.59% / 21,851,004(41%)","+1.55% / 47,401,713(90%)","-8.22% / 13,464,763(26%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-0.33% / 51,890,097","-3.27% / 16,734,968(32%)","0.00% / 11,800,939(23%)","-4.44% / 6,531,118(13%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+7.27% / 40,700,967","-4.75% / 17,345,446(43%)","-1.42% / 10,731,024(26%)","-1.44% / 10,487,504(26%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+12.78% / 35,179,070","+1.33% / 6,785,773(19%)","-2.30% / 4,177,761(12%)","-2.69% / 1,588,093(5%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+12.22% / 27,880,467","+0.50% / 13,960,101(50%)","-0.99% / 7,736,340(28%)","+1.00% / 8,143,877(29%)"
제이씨현시스템,033320,https://finance.naver.com/item/main.nhn?code=033320,"+1.34% / 27,328,384","+0.17% / 4,239,190(16%)","-1.15% / 1,614,470(6%)","-5.00% / 1,002,244(4%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+8.31% / 23,810,600","+0.59% / 14,404,507(60%)","-0.15% / 5,751,600(24%)","+2.50% / 23,088,242(97%)"
엘비세미콘,061970,https://finance.naver.com/item/main.nhn?code=061970,"-0.53% / 22,442,168","+1.80% / 7,381,214(33%)","-5.93% / 3,967,220(18%)","-2.87% / 4,071,938(18%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-2.63% / 20,883,377","-3.60% / 15,436,519(74%)","-5.14% / 17,126,629(82%)","-2.46% / 14,255,633(68%)"
케이씨티,089150,https://finance.naver.com/item/main.nhn?code=089150,"+17.63% / 20,740,832","+1.63% / 15,132,169(73%)","-4.16% / 1,743,180(8%)","+20.70% / 44,142,081(213%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"-4.72% / 20,023,449","+6.76% / 27,136,037(136%)","-6.33% / 12,201,100(61%)","-3.60% / 8,329,907(42%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"+6.84% / 16,078,288","-2.66% / 5,553,633(35%)","-4.96% / 933,760(6%)","+2.87% / 12,313,982(77%)"
테라젠이텍스,066700,https://finance.naver.com/item/main.nhn?code=066700,"+10.57% / 15,127,770","-0.40% / 5,153,389(34%)","+2.00% / 4,472,005(30%)","-5.10% / 2,514,354(17%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+1.70% / 14,331,214","-2.79% / 13,619,301(95%)","-1.15% / 8,261,397(58%)","-1.74% / 9,970,338(70%)"
아이크래프트,052460,https://finance.naver.com/item/main.nhn?code=052460,"+6.08% / 13,381,721","-3.01% / 10,349,166(77%)","-4.20% / 1,740,194(13%)","+6.37% / 12,753,473(95%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-0.64% / 13,028,888","-1.76% / 4,261,530(33%)","+5.37% / 23,858,866(183%)","-3.40% / 5,211,927(40%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+6.04% / 12,962,990","+3.76% / 3,978,502(31%)","-1.37% / 8,578,809(66%)","-8.75% / 2,557,161(20%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"-0.68% / 12,545,065","+1.36% / 17,795,789(142%)","-4.03% / 8,639,441(69%)","-5.59% / 4,607,305(37%)"
뉴지랩,214870,https://finance.naver.com/item/main.nhn?code=214870,"+5.42% / 11,875,346","-0.32% / 3,980,379(34%)","-1.29% / 1,782,745(15%)","-0.33% / 2,423,524(20%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+1.19% / 11,566,027","-1.47% / 2,322,687(20%)","+0.30% / 3,495,926(30%)","-5.07% / 2,334,429(20%)"
네온테크,306620,https://finance.naver.com/item/main.nhn?code=306620,"+8.00% / 10,783,654","+1.39% / 3,972,675(37%)","-8.68% / 1,405,024(13%)","-2.83% / 929,187(9%)"
