종목명,코드,상세정보,20.05.28,20.05.29,20.06.01,20.06.02,20.06.03
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-0.74% / 140,999,217","-3.95% / 18,850,948(13%)","-0.51% / 9,388,221(7%)","+2.84% / 17,990,322(13%)","-3.77% / 12,945,821(9%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+14.32% / 83,847,520","+5.91% / 83,585,424(100%)","-6.25% / 14,325,409(17%)","+1.19% / 13,690,400(16%)","-6.24% / 7,155,790(9%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+3.06% / 70,010,944","+1.02% / 39,170,579(56%)","-9.42% / 3,985,190(6%)","+0.97% / 1,930,556(3%)","+1.10% / 2,367,218(3%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"+24.41% / 60,905,606","-9.51% / 13,481,051(22%)","-3.36% / 5,245,459(9%)","+2.17% / 6,312,684(10%)","-5.11% / 3,409,534(6%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+7.65% / 53,663,323","+2.03% / 14,244,761(27%)","0.00% / 13,604,960(25%)","-0.25% / 5,014,399(9%)","-2.24% / 3,865,646(7%)"
한일사료,005860,https://finance.naver.com/item/main.nhn?code=005860,"+5.67% / 43,768,911","+7.77% / 15,218,609(35%)","-1.24% / 10,764,434(25%)","+5.04% / 10,132,476(23%)","-4.32% / 2,719,094(6%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+15.87% / 42,363,494","-11.22% / 8,459,322(20%)","-0.61% / 11,592,549(27%)","-1.54% / 3,558,397(8%)","-3.96% / 4,283,268(10%)"
소리바다,053110,https://finance.naver.com/item/main.nhn?code=053110,"+4.17% / 38,937,931","-2.24% / 9,538,795(24%)","-0.35% / 3,030,717(8%)","-1.24% / 2,567,744(7%)","-0.54% / 3,006,681(8%)"
한류AI센터,222810,https://finance.naver.com/item/main.nhn?code=222810,"+0.50% / 38,163,891","-1.62% / 14,769,492(39%)","+0.76% / 7,328,387(19%)","-2.76% / 4,515,893(12%)","-6.85% / 5,374,224(14%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.97% / 35,820,789","+0.34% / 23,346,892(65%)","0.00% / 11,920,175(33%)","-1.02% / 10,737,642(30%)","-1.38% / 13,819,117(39%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+5.19% / 32,312,164","+3.08% / 18,512,309(57%)","-2.69% / 2,357,213(7%)","+3.07% / 2,444,319(8%)","-1.79% / 1,253,659(4%)"
드림시큐리티,203650,https://finance.naver.com/item/main.nhn?code=203650,"+13.14% / 31,560,428","-4.13% / 9,241,012(29%)","+1.08% / 3,212,853(10%)","-2.00% / 2,536,295(8%)","+6.12% / 34,799,157(110%)"
포스코엠텍,009520,https://finance.naver.com/item/main.nhn?code=009520,"-3.81% / 29,144,699","+7.05% / 11,805,696(41%)","-7.63% / 4,161,539(14%)","+6.00% / 8,613,598(30%)","-3.72% / 2,081,598(7%)"
엘컴텍,037950,https://finance.naver.com/item/main.nhn?code=037950,"-1.58% / 28,839,106","+0.46% / 12,266,825(43%)","+0.23% / 2,951,620(10%)","-0.91% / 4,137,906(14%)","-0.23% / 3,628,076(13%)"
지니뮤직,043610,https://finance.naver.com/item/main.nhn?code=043610,"+2.84% / 27,549,107","0.00% / 3,329,182(12%)","-3.01% / 3,661,692(13%)","+0.14% / 1,907,079(7%)","-2.68% / 7,458,615(27%)"
우리손에프앤지,073560,https://finance.naver.com/item/main.nhn?code=073560,"+1.33% / 26,347,852","+7.88% / 24,742,670(94%)","-3.04% / 8,084,977(31%)","0.00% / 23,730,692(90%)","-4.18% / 5,171,717(20%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-5.67% / 26,259,997","-3.13% / 17,123,361(65%)","+2.42% / 22,943,899(87%)","-2.89% / 15,730,892(60%)","-4.60% / 22,120,972(84%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+8.27% / 24,706,184","-4.13% / 7,898,516(32%)","-2.87% / 4,255,915(17%)","+0.25% / 9,163,811(37%)","-4.18% / 3,202,320(13%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+9.61% / 23,298,440","+1.91% / 13,431,609(58%)","-3.42% / 2,178,811(9%)","+5.60% / 3,046,356(13%)","-7.79% / 1,964,838(8%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+6.80% / 20,405,150","-8.00% / 3,360,291(16%)","+3.43% / 10,957,692(54%)","-3.65% / 2,028,487(10%)","-3.56% / 1,595,713(8%)"
미래생명자원,218150,https://finance.naver.com/item/main.nhn?code=218150,"-2.87% / 20,234,589","+2.96% / 6,926,171(34%)","-10.61% / 841,162(4%)","+2.79% / 378,552(2%)","-2.72% / 291,016(1%)"
라온시큐어,042510,https://finance.naver.com/item/main.nhn?code=042510,"+1.85% / 20,044,205","-4.52% / 2,989,991(15%)","+0.47% / 2,522,387(13%)","+1.77% / 2,039,099(10%)","+1.50% / 11,602,739(58%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"-3.26% / 18,814,403","-4.13% / 8,983,275(48%)","+3.69% / 10,329,222(55%)","+1.58% / 7,804,707(41%)","-2.72% / 6,135,866(33%)"
팜스토리,027710,https://finance.naver.com/item/main.nhn?code=027710,"+2.69% / 16,220,346","+14.78% / 56,038,521(345%)","-1.14% / 7,059,972(44%)","+3.07% / 31,996,724(197%)","-5.58% / 5,277,483(33%)"
한송네오텍,226440,https://finance.naver.com/item/main.nhn?code=226440,"+3.31% / 16,082,130","-1.98% / 2,102,608(13%)","+2.43% / 1,253,011(8%)","+1.19% / 1,266,091(8%)","-1.95% / 1,183,032(7%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"-4.27% / 15,679,553","-8.68% / 8,573,662(55%)","+9.80% / 27,970,640(178%)","-4.72% / 9,991,656(64%)","-2.20% / 3,992,781(25%)"
케이엠제약,225430,https://finance.naver.com/item/main.nhn?code=225430,"+7.78% / 15,282,268","-2.45% / 2,769,508(18%)","-0.15% / 1,006,673(7%)","+2.22% / 2,838,506(19%)","+0.29% / 1,059,286(7%)"
에스모,073070,https://finance.naver.com/item/main.nhn?code=073070,"-4.98% / 14,700,247","-11.30% / 17,314,152(118%)","+4.56% / 6,524,564(44%)","+6.91% / 23,774,378(162%)","+0.68% / 7,805,645(53%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"-1.74% / 14,354,945","-0.59% / 4,431,224(31%)","+1.18% / 3,118,243(22%)","+1.17% / 7,407,252(52%)","+0.58% / 7,178,381(50%)"
SK바이오랜드,052260,https://finance.naver.com/item/main.nhn?code=052260,"-19.77% / 13,500,986","-7.31% / 5,216,630(39%)","+2.28% / 2,563,462(19%)","+2.23% / 1,631,850(12%)","-3.92% / 1,534,902(11%)"
엑사이엔씨,054940,https://finance.naver.com/item/main.nhn?code=054940,"+4.18% / 11,763,705","-3.34% / 1,521,204(13%)","0.00% / 2,129,795(18%)","0.00% / 890,413(8%)","0.00% / 917,287(8%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"-11.37% / 11,659,455","-5.67% / 6,102,462(52%)","+2.37% / 5,961,534(51%)","-1.96% / 2,525,396(22%)","-0.91% / 7,687,346(66%)"
