종목명,코드,상세정보,20.07.10,20.07.13,20.07.14
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+4.40% / 53,723,720","-9.44% / 19,008,077(35%)","+19.73% / 67,083,957(125%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+2.31% / 40,025,587","-1.41% / 7,608,607(19%)","+0.57% / 12,179,996(30%)"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"+9.96% / 38,480,899","+0.85% / 6,812,252(18%)","-5.59% / 2,723,556(7%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+21.41% / 31,451,043","+16.88% / 48,937,898(156%)","-3.25% / 16,200,051(52%)"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+15.97% / 31,396,825","+5.62% / 8,295,460(26%)","-1.37% / 2,834,903(9%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+1.82% / 30,865,640","+29.98% / 86,789,971(281%)","+25.19% / 118,997,921(386%)"
데이타솔루션,263800,https://finance.naver.com/item/main.nhn?code=263800,"+9.02% / 27,927,100","+2.29% / 7,409,010(27%)","-3.83% / 825,739(3%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"-6.14% / 25,131,135","+7.59% / 22,662,609(90%)","-6.57% / 9,931,307(40%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+22.29% / 21,926,345","+3.98% / 7,463,437(34%)","-8.51% / 4,072,626(19%)"
SG&G,040610,https://finance.naver.com/item/main.nhn?code=040610,"+8.58% / 19,454,187","+4.56% / 2,722,560(14%)","+0.58% / 2,742,686(14%)"
인트로메딕,150840,https://finance.naver.com/item/main.nhn?code=150840,"+8.14% / 17,682,895","-2.97% / 1,674,471(9%)","-2.65% / 854,751(5%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+6.04% / 16,781,725","+17.08% / 22,902,739(136%)","0.00% / 4,461,208(27%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+29.87% / 15,963,804","+7.33% / 35,883,178(225%)","-4.97% / 5,764,930(36%)"
랩지노믹스,084650,https://finance.naver.com/item/main.nhn?code=084650,"+12.90% / 14,540,103","+6.67% / 7,758,641(53%)","-1.96% / 1,943,193(13%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"-3.96% / 13,979,229","+4.84% / 8,566,779(61%)","-4.75% / 6,165,679(44%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.90% / 13,822,959","+7.46% / 152,462,868(1103%)","+0.35% / 58,408,942(423%)"
씨젠,096530,https://finance.naver.com/item/main.nhn?code=096530,"+15.31% / 13,291,949","+4.58% / 3,603,580(27%)","+0.33% / 2,189,443(16%)"
주성엔지니어링,036930,https://finance.naver.com/item/main.nhn?code=036930,"+8.75% / 13,201,632","+0.77% / 2,140,931(16%)","-2.92% / 1,004,604(8%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+3.55% / 12,971,982","+3.58% / 27,916,825(215%)","-9.77% / 15,890,682(123%)"
인콘,083640,https://finance.naver.com/item/main.nhn?code=083640,"-8.48% / 12,251,157","+1.21% / 6,253,648(51%)","+1.99% / 3,307,238(27%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-2.44% / 10,737,060","+0.44% / 6,737,134(63%)","-3.51% / 4,890,480(46%)"
동진쎄미켐,005290,https://finance.naver.com/item/main.nhn?code=005290,"+7.04% / 10,542,754","+2.30% / 2,427,188(23%)","-3.38% / 1,654,951(16%)"
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+1.25% / 10,232,358","0.00% / 2,333,310(23%)","+0.88% / 3,324,435(32%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+11.14% / 10,092,875","+1.60% / 1,786,143(18%)","-3.68% / 1,134,761(11%)"
