종목명,코드,상세정보,20.06.18
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+29.59% / 44,192,252"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+11.57% / 40,670,691"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+29.91% / 40,366,847"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+1.34% / 37,176,103"
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"+14.39% / 32,629,580"
삼기오토모티브,122350,https://finance.naver.com/item/main.nhn?code=122350,"+20.72% / 32,338,909"
포메탈,119500,https://finance.naver.com/item/main.nhn?code=119500,"+21.26% / 30,028,763"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-22.47% / 28,257,947"
골드퍼시픽,038530,https://finance.naver.com/item/main.nhn?code=038530,"-23.71% / 26,136,581"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+29.37% / 25,810,321"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+11.07% / 24,298,842"
에이비엘바이오,298380,https://finance.naver.com/item/main.nhn?code=298380,"+8.70% / 24,092,913"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+1.79% / 21,842,677"
신라섬유,001000,https://finance.naver.com/item/main.nhn?code=001000,"+29.82% / 18,184,463"
현대바이오,048410,https://finance.naver.com/item/main.nhn?code=048410,"+11.20% / 18,078,181"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+30.00% / 17,480,086"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"-1.52% / 15,558,523"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+1.87% / 14,773,882"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+2.71% / 14,055,203"
삼원테크,073640,https://finance.naver.com/item/main.nhn?code=073640,"+16.55% / 13,878,630"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+3.19% / 12,935,848"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+1.42% / 11,607,000"
경동제약,011040,https://finance.naver.com/item/main.nhn?code=011040,"-3.14% / 10,881,981"
한국비엔씨,256840,https://finance.naver.com/item/main.nhn?code=256840,"+5.55% / 10,785,621"
이디티,215090,https://finance.naver.com/item/main.nhn?code=215090,"+20.23% / 10,697,006"
대한뉴팜,054670,https://finance.naver.com/item/main.nhn?code=054670,"+6.25% / 10,042,019"
