종목명,코드,상세정보,20.06.22,20.06.23,20.06.24,20.06.25,20.06.26
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"+14.89% / 136,414,853","-5.35% / 6,434,188(5%)","-2.38% / 3,561,956(3%)","+1.52% / 3,409,299(2%)","-4.80% / 10,557,098(8%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"-4.72% / 57,449,286","+3.15% / 43,846,818(76%)","-29.69% / 25,864,618(45%)","-13.42% / 26,067,594(45%)","+1.15% / 33,842,164(59%)"
디오스텍,196450,https://finance.naver.com/item/main.nhn?code=196450,"+7.78% / 45,195,585","-7.22% / 7,518,529(17%)","-2.22% / 2,993,567(7%)","-4.55% / 2,637,849(6%)","+0.71% / 1,074,384(2%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"+29.86% / 39,530,082","-12.91% / 55,777,004(141%)","-1.27% / 7,491,852(19%)","-6.04% / 4,645,159(12%)","-1.17% / 3,257,021(8%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+3.69% / 39,430,288","-0.65% / 22,390,132(57%)","+0.65% / 7,140,682(18%)","+6.15% / 19,375,854(49%)","-6.71% / 43,501,574(110%)"
이디티,215090,https://finance.naver.com/item/main.nhn?code=215090,"-9.23% / 30,623,325","-15.11% / 13,291,851(43%)","-23.95% / 9,241,452(30%)","+1.70% / 2,960,285(10%)","-1.26% / 3,758,642(12%)"
레이크머티리얼즈,281740,https://finance.naver.com/item/main.nhn?code=281740,"+11.79% / 27,583,153","-1.10% / 5,354,584(19%)","+5.33% / 13,415,023(49%)","-1.05% / 9,905,549(36%)","-9.59% / 5,514,864(20%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"-7.87% / 26,045,550","-3.50% / 16,739,192(64%)","-29.78% / 16,395,474(63%)","-1.15% / 5,549,659(21%)","+1.45% / 11,722,852(45%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"-7.87% / 22,332,469","+0.80% / 16,797,304(75%)","-29.94% / 9,774,713(44%)","-15.48% / 9,972,225(45%)","+1.15% / 13,193,593(59%)"
미코,059090,https://finance.naver.com/item/main.nhn?code=059090,"+5.62% / 21,179,284","-0.21% / 8,165,219(39%)","+3.56% / 5,345,043(25%)","-2.42% / 3,800,847(18%)","-0.93% / 1,968,030(9%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"+16.31% / 20,403,458","+3.99% / 16,079,168(79%)","+14.37% / 55,820,416(274%)","-2.93% / 12,846,683(63%)","+6.03% / 9,550,871(47%)"
마니커에프앤지,195500,https://finance.naver.com/item/main.nhn?code=195500,"+4.02% / 19,835,076","0.00% / 3,251,582(16%)","-2.38% / 995,863(5%)","+2.94% / 933,325(5%)","-2.46% / 569,919(3%)"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"-0.86% / 18,856,260","-4.85% / 6,437,392(34%)","+18.48% / 46,340,460(246%)","-4.59% / 8,441,664(45%)","-3.71% / 6,654,936(35%)"
모베이스전자,012860,https://finance.naver.com/item/main.nhn?code=012860,"+11.48% / 18,517,408","-3.32% / 2,976,106(16%)","-0.34% / 1,371,011(7%)","-1.38% / 1,168,393(6%)","+2.45% / 8,672,229(47%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"+9.00% / 14,925,136","-0.87% / 5,611,754(38%)","+13.60% / 42,131,100(282%)","-6.18% / 37,390,260(251%)","-4.94% / 11,413,767(76%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+7.62% / 13,902,973","+7.08% / 9,133,334(66%)","-2.30% / 5,580,668(40%)","-6.76% / 5,053,834(36%)","+14.20% / 102,402,971(737%)"
에스에프씨,112240,https://finance.naver.com/item/main.nhn?code=112240,"-37.13% / 13,849,794","-25.24% / 14,266,366(103%)","-8.28% / 11,030,670(80%)","-9.72% / 8,722,254(63%)","+12.31% / 8,630,786(62%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"-1.51% / 12,489,665","-4.71% / 6,242,935(50%)","-1.74% / 7,460,379(60%)","-1.77% / 5,368,615(43%)","+2.08% / 3,655,403(29%)"
하림,136480,https://finance.naver.com/item/main.nhn?code=136480,"+3.36% / 12,229,410","+0.51% / 2,282,631(19%)","-0.85% / 894,966(7%)","-1.03% / 581,309(5%)","-0.17% / 639,595(5%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+1.95% / 11,245,592","+6.13% / 121,067,426(1077%)","-2.17% / 27,189,541(242%)","0.00% / 21,575,722(192%)","+1.11% / 16,986,976(151%)"
체리부로,066360,https://finance.naver.com/item/main.nhn?code=066360,"+5.68% / 10,478,313","+9.03% / 5,478,540(52%)","-5.33% / 1,035,064(10%)","-3.33% / 418,533(4%)","-0.65% / 266,787(3%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-1.77% / 10,245,403","-3.74% / 9,728,524(95%)","-0.58% / 7,915,885(77%)","-1.45% / 8,571,824(84%)","+1.76% / 7,479,128(73%)"
