종목명,코드,상세정보,20.05.12,20.05.13,20.05.14,20.05.15,20.05.18
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+3.33% / 135,904,623","+2.26% / 40,692,279(30%)","-2.84% / 42,466,736(31%)","-1.30% / 26,946,831(20%)","-4.01% / 21,262,672(16%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+21.03% / 54,416,558","+4.27% / 16,744,716(31%)","+1.64% / 9,555,072(18%)","-2.42% / 5,154,053(9%)","-0.28% / 4,858,855(9%)"
한류AI센터,222810,https://finance.naver.com/item/main.nhn?code=222810,"+5.63% / 29,017,076","+2.67% / 27,136,117(94%)","-9.35% / 11,294,366(39%)","+0.57% / 9,408,127(32%)",0.00% / 0(0%)
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"+12.62% / 28,973,061","-5.09% / 3,811,901(13%)","+1.46% / 3,502,319(12%)","-3.37% / 1,633,680(6%)","-0.40% / 1,535,444(5%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+4.60% / 23,934,916","+1.20% / 1,995,351(8%)","+1.78% / 4,505,651(19%)","-0.97% / 1,392,921(6%)","+1.77% / 8,652,386(36%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+2.28% / 22,987,147","+0.45% / 4,889,700(21%)","-3.56% / 4,056,309(18%)","+4.15% / 11,652,923(51%)","+1.62% / 4,984,608(22%)"
라온시큐어,042510,https://finance.naver.com/item/main.nhn?code=042510,"+8.25% / 21,766,134","+1.09% / 4,275,766(20%)","+2.31% / 12,584,288(58%)","-3.00% / 1,944,934(9%)","+25.39% / 45,083,277(207%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"-2.29% / 20,915,758","+5.93% / 13,065,697(62%)","-4.82% / 4,103,113(20%)","-2.47% / 3,599,460(17%)","+2.54% / 5,982,069(29%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+29.89% / 18,788,711","+7.11% / 59,930,678(319%)","+2.15% / 24,799,266(132%)","-4.97% / 5,566,530(30%)","-1.80% / 3,577,369(19%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+0.77% / 18,750,844","-3.55% / 5,485,559(29%)","-3.68% / 5,501,874(29%)","+2.18% / 3,728,297(20%)","-7.98% / 5,075,409(27%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"-0.35% / 17,645,830","-1.73% / 3,748,698(21%)","+1.65% / 7,938,052(45%)","-3.82% / 4,403,026(25%)","+1.32% / 4,183,798(24%)"
지엘팜텍,204840,https://finance.naver.com/item/main.nhn?code=204840,"+14.30% / 17,060,972","-2.15% / 3,151,463(18%)","-5.03% / 1,155,856(7%)","-2.22% / 698,836(4%)","-4.99% / 854,933(5%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+6.32% / 16,337,682","-1.98% / 3,660,107(22%)","+10.10% / 43,164,175(264%)","-6.91% / 9,306,473(57%)","-8.04% / 4,327,485(26%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+6.52% / 14,843,125","+6.85% / 53,747,914(362%)","+11.46% / 65,462,024(441%)","-6.73% / 17,643,658(119%)","0.00% / 5,278,729(36%)"
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"0.00% / 12,991,433","+1.94% / 14,548,884(112%)","-2.66% / 5,578,852(43%)","+2.35% / 13,670,478(105%)","-1.34% / 3,850,958(30%)"
수젠텍,253840,https://finance.naver.com/item/main.nhn?code=253840,"+24.32% / 12,971,706","-2.74% / 3,618,157(28%)","+17.48% / 14,208,979(110%)","+2.40% / 6,922,281(53%)","+0.15% / 3,554,334(27%)"
에이프로젠 H&G,109960,https://finance.naver.com/item/main.nhn?code=109960,"+1.44% / 12,912,539","-1.42% / 2,095,497(16%)","-4.88% / 3,004,865(23%)","+2.82% / 4,241,353(33%)","-2.43% / 2,174,826(17%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"-1.41% / 12,210,788","0.00% / 11,959,897(98%)","-5.97% / 8,731,411(72%)","-16.88% / 14,934,707(122%)","-4.95% / 7,086,338(58%)"
씨케이에이치,900120,https://finance.naver.com/item/main.nhn?code=900120,"+9.21% / 11,476,680","-3.07% / 1,469,367(13%)","-2.77% / 1,706,724(15%)","-1.63% / 489,860(4%)","0.00% / 787,909(7%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"+2.94% / 11,303,450","-3.06% / 871,746(8%)","-1.89% / 499,313(4%)","+4.95% / 3,429,386(30%)","+5.73% / 9,213,708(82%)"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"-4.07% / 11,152,686","-1.42% / 6,563,379(59%)","-0.48% / 5,201,164(47%)","-2.42% / 4,936,894(44%)","-0.20% / 3,362,595(30%)"
윙입푸드,900340,https://finance.naver.com/item/main.nhn?code=900340,"+7.49% / 10,839,576","-5.72% / 3,633,936(34%)","-1.32% / 4,348,452(40%)","-1.35% / 1,165,733(11%)","+2.20% / 714,093(7%)"
