종목명,코드,상세정보,20.05.21,20.05.22,20.05.25,20.05.26,20.05.27
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+0.12% / 125,973,406","+1.84% / 80,274,723(64%)","+3.50% / 65,797,871(52%)","-3.61% / 32,717,853(26%)","-1.93% / 30,212,193(24%)"
전파기지국,065530,https://finance.naver.com/item/main.nhn?code=065530,"+23.65% / 83,145,593","-5.83% / 32,141,151(39%)","+2.65% / 31,392,497(38%)","-0.17% / 6,996,129(8%)","-2.76% / 11,767,240(14%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+19.16% / 66,364,911","-3.92% / 12,702,744(19%)","+11.11% / 84,630,580(128%)","+1.65% / 40,425,722(61%)","+3.61% / 36,671,239(55%)"
휴림로봇,090710,https://finance.naver.com/item/main.nhn?code=090710,"+9.92% / 47,846,716","-4.02% / 14,663,903(31%)","-1.25% / 2,632,151(6%)","+0.57% / 1,930,257(4%)","+0.68% / 3,566,211(7%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+29.44% / 42,549,723","-8.15% / 11,625,647(27%)","+4.03% / 6,876,438(16%)","+9.30% / 14,863,588(35%)","+29.79% / 6,474,457(15%)"
레이크머티리얼즈,281740,https://finance.naver.com/item/main.nhn?code=281740,"+13.42% / 33,758,307","-2.51% / 3,873,669(11%)","+8.00% / 9,233,754(27%)","+0.79% / 2,549,143(8%)","+4.46% / 5,206,194(15%)"
로보로보,215100,https://finance.naver.com/item/main.nhn?code=215100,"+29.81% / 32,088,017","+7.78% / 46,807,637(146%)","+2.52% / 11,978,506(37%)","+1.80% / 11,573,423(36%)","-0.32% / 17,523,741(55%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"+1.40% / 28,609,264","-5.07% / 4,062,001(14%)","+3.90% / 12,022,929(42%)","-1.67% / 2,626,872(9%)","-0.71% / 3,753,115(13%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"+4.40% / 28,323,572","-2.42% / 15,213,283(54%)","+29.72% / 90,272,450(319%)","-4.53% / 66,498,590(235%)","-1.00% / 13,220,262(47%)"
라온시큐어,042510,https://finance.naver.com/item/main.nhn?code=042510,"-6.19% / 25,217,208","-0.61% / 6,091,181(24%)","+10.51% / 45,885,579(182%)","-2.57% / 18,550,040(74%)","-0.23% / 4,775,374(19%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"-3.06% / 24,000,968","-5.46% / 18,849,400(79%)","+3.66% / 89,127,630(371%)","-2.60% / 14,911,406(62%)","-0.19% / 8,532,395(36%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+2.66% / 20,967,283","-3.41% / 13,875,519(66%)","-0.65% / 1,979,521(9%)","+4.74% / 6,480,673(31%)","-2.01% / 2,029,927(10%)"
로스웰,900260,https://finance.naver.com/item/main.nhn?code=900260,"+3.60% / 19,723,072","-4.50% / 4,971,695(25%)","-1.07% / 2,201,080(11%)","+0.22% / 1,485,166(8%)","-0.43% / 1,647,089(8%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+5.34% / 17,417,996","-2.87% / 2,474,343(14%)","+1.85% / 1,485,977(9%)","+2.90% / 1,379,407(8%)","+4.93% / 18,913,864(109%)"
유니크,011320,https://finance.naver.com/item/main.nhn?code=011320,"+1.29% / 17,214,942","-3.40% / 1,597,080(9%)","+5.29% / 1,430,155(8%)","+1.67% / 1,596,480(9%)","-0.96% / 1,347,694(8%)"
컴퍼니케이,307930,https://finance.naver.com/item/main.nhn?code=307930,"+1.45% / 16,220,237","-2.04% / 1,467,029(9%)","+0.61% / 1,061,876(7%)","0.00% / 2,853,636(18%)","-2.44% / 496,678(3%)"
파워넷,037030,https://finance.naver.com/item/main.nhn?code=037030,"-1.20% / 14,520,254","+4.58% / 4,614,779(32%)","+1.90% / 4,009,345(28%)","-2.06% / 2,186,566(15%)","-1.34% / 2,658,203(18%)"
