종목명,코드,상세정보,20.09.16,20.09.18,20.09.21
대한그린파워,060900,https://finance.naver.com/item/main.nhn?code=060900,"+8.14% / 16,811,780","+0.50% / 2,138,725(13%)","-0.49% / 11,236,495(67%)"
한일진공,123840,https://finance.naver.com/item/main.nhn?code=123840,"+13.64% / 16,321,599","+13.78% / 7,978,676(49%)","+4.28% / 6,309,773(39%)"
국일신동,060480,https://finance.naver.com/item/main.nhn?code=060480,"+12.48% / 15,336,441","-2.41% / 390,808(3%)","-0.96% / 517,656(3%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+3.91% / 15,086,688","-0.91% / 1,580,989(10%)","+0.26% / 6,099,680(40%)"
국영지앤엠,006050,https://finance.naver.com/item/main.nhn?code=006050,"-0.78% / 13,663,685","-1.46% / 2,334,216(17%)","-2.83% / 2,135,061(16%)"
기가레인,049080,https://finance.naver.com/item/main.nhn?code=049080,"+14.78% / 12,777,296","0.00% / 1,721,350(13%)","-4.00% / 6,107,881(48%)"
네오셈,253590,https://finance.naver.com/item/main.nhn?code=253590,"-10.12% / 12,683,646","-5.80% / 1,256,145(10%)","-6.13% / 1,430,047(11%)"
텔레칩스,054450,https://finance.naver.com/item/main.nhn?code=054450,"+2.40% / 12,153,123","+0.47% / 861,574(7%)","-1.47% / 788,792(6%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+9.05% / 12,037,644","+19.49% / 73,660,316(612%)","-5.97% / 7,356,890(61%)"
압타머사이언스,291650,https://finance.naver.com/item/main.nhn?code=291650,"-3.81% / 11,401,371","-3.95% / 505,763(4%)","-5.70% / 558,593(5%)"
일지테크,019540,https://finance.naver.com/item/main.nhn?code=019540,"+12.18% / 10,997,293","-4.20% / 352,910(3%)","+1.55% / 321,842(3%)"
부스타,008470,https://finance.naver.com/item/main.nhn?code=008470,"+9.29% / 10,942,935","-1.92% / 216,794(2%)","-2.69% / 244,470(2%)"
딜리,131180,https://finance.naver.com/item/main.nhn?code=131180,"+0.92% / 10,742,639","-0.95% / 274,834(3%)","-0.64% / 272,958(3%)"
코다코,046070,https://finance.naver.com/item/main.nhn?code=046070,"+2.56% / 10,735,837","-6.23% / 571,541(5%)","+7.20% / 1,762,893(16%)"
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"+4.43% / 10,355,671","+1.03% / 6,394,687(62%)","+12.08% / 39,148,328(378%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+4.68% / 10,175,338","-2.82% / 1,876,944(18%)","-0.31% / 4,394,071(43%)"
모헨즈,006920,https://finance.naver.com/item/main.nhn?code=006920,"+8.60% / 10,081,721","-2.00% / 250,924(2%)","-2.17% / 227,205(2%)"
코프라,126600,https://finance.naver.com/item/main.nhn?code=126600,"+9.40% / 10,050,913","+0.89% / 360,475(4%)","-2.32% / 585,999(6%)"
