종목명,코드,상세정보,20.09.16,20.09.18,20.09.21
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+29.82% / 249,673,722","+6.93% / 48,565,276(19%)","+25.33% / 121,605,424(49%)"
아이에이,038880,https://finance.naver.com/item/main.nhn?code=038880,"-6.75% / 115,916,424","-3.59% / 10,431,769(9%)","-3.98% / 14,159,841(12%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+21.98% / 105,271,384","0.00% / 11,517,735(11%)","+10.45% / 52,631,054(50%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+29.70% / 93,055,614","-1.60% / 5,278,518(6%)","+1.88% / 89,345,959(96%)"
덴티스,261200,https://finance.naver.com/item/main.nhn?code=261200,"+17.75% / 77,080,140","-3.25% / 3,551,467(5%)","-5.15% / 3,203,812(4%)"
한국정보인증,053300,https://finance.naver.com/item/main.nhn?code=053300,"+25.67% / 60,433,828","-4.00% / 3,452,963(6%)","-4.24% / 2,580,235(4%)"
포스코 ICT,022100,https://finance.naver.com/item/main.nhn?code=022100,"+9.39% / 60,010,502","+10.28% / 45,914,240(77%)","+2.92% / 9,651,719(16%)"
제주반도체,080220,https://finance.naver.com/item/main.nhn?code=080220,"-2.10% / 46,096,726","-5.71% / 2,685,243(6%)","-3.81% / 2,521,308(5%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+4.01% / 44,110,168","-3.21% / 2,047,416(5%)","-1.32% / 2,273,485(5%)"
뉴인텍,012340,https://finance.naver.com/item/main.nhn?code=012340,"+16.12% / 37,184,634","+2.55% / 8,827,531(24%)","+0.61% / 5,427,846(15%)"
지에스이,053050,https://finance.naver.com/item/main.nhn?code=053050,"+29.80% / 36,720,629","+5.29% / 6,124,611(17%)","-6.61% / 1,841,539(5%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"-1.35% / 33,947,487","+2.61% / 3,466,951(10%)","+3.23% / 7,385,299(22%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"-5.55% / 32,968,451","-2.16% / 4,463,424(14%)","-6.97% / 5,862,961(18%)"
한국전자인증,041460,https://finance.naver.com/item/main.nhn?code=041460,"+7.21% / 26,607,718","-5.07% / 659,055(2%)","-5.17% / 597,285(2%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-1.77% / 25,741,773","+1.01% / 20,174,137(78%)","-2.15% / 15,779,119(61%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.77% / 25,032,045","-1.83% / 7,668,628(31%)","-2.67% / 9,007,058(36%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"-3.26% / 24,134,486","+3.90% / 16,362,792(68%)","+3.22% / 18,623,739(77%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+4.84% / 23,696,180","-4.62% / 4,879,021(21%)","-8.79% / 10,587,315(45%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-8.36% / 22,932,690","-6.40% / 16,277,917(71%)","+3.99% / 36,815,639(161%)"
피델릭스,032580,https://finance.naver.com/item/main.nhn?code=032580,"-3.41% / 22,231,226","+4.85% / 7,478,171(34%)","-4.63% / 1,482,823(7%)"
드림시큐리티,203650,https://finance.naver.com/item/main.nhn?code=203650,"+7.62% / 21,336,954","-3.27% / 5,705,050(27%)","-4.61% / 2,872,734(13%)"
티비씨,033830,https://finance.naver.com/item/main.nhn?code=033830,"+6.80% / 21,168,717","0.00% / 567,889(3%)","+8.72% / 10,320,430(49%)"
에코플라스틱,038110,https://finance.naver.com/item/main.nhn?code=038110,"+12.21% / 20,617,747","-4.36% / 864,393(4%)","-3.00% / 363,088(2%)"
디딤,217620,https://finance.naver.com/item/main.nhn?code=217620,"+6.16% / 19,869,698","-2.89% / 481,656(2%)","-6.14% / 709,147(4%)"
