종목명,코드,상세정보,20.09.18,20.09.21,20.09.23,20.09.24
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+19.49% / 73,660,316","-5.97% / 7,356,890(10%)","+4.43% / 4,691,037(6%)","+9.23% / 20,332,685(28%)"
신성델타테크,065350,https://finance.naver.com/item/main.nhn?code=065350,"+23.11% / 52,045,316","+9.16% / 32,916,815(63%)","-2.67% / 1,118,823(2%)","+7.09% / 1,366,093(3%)"
에스코넥,096630,https://finance.naver.com/item/main.nhn?code=096630,"+10.95% / 51,085,038","-7.14% / 4,509,450(9%)","+5.90% / 4,986,901(10%)","-3.16% / 2,199,079(4%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+6.93% / 48,565,276","+25.33% / 121,605,424(250%)",0.00% / 0(0%),"+29.93% / 59,649,103(123%)"
포스코 ICT,022100,https://finance.naver.com/item/main.nhn?code=022100,"+10.28% / 45,914,240","+2.92% / 9,651,719(21%)","+3.78% / 9,417,976(21%)","+0.29% / 7,206,678(16%)"
GV,045890,https://finance.naver.com/item/main.nhn?code=045890,"-14.53% / 27,134,949","-4.66% / 5,985,562(22%)","+1.90% / 1,848,931(7%)","-4.48% / 2,013,526(7%)"
시너지이노베이션,048870,https://finance.naver.com/item/main.nhn?code=048870,"+9.80% / 27,077,594","-5.11% / 5,848,416(22%)","-0.67% / 1,849,487(7%)","-9.09% / 2,503,256(9%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+1.01% / 20,138,232","-2.15% / 15,779,119(78%)","+0.18% / 20,365,891(101%)","+2.90% / 51,458,727(256%)"
스맥,099440,https://finance.naver.com/item/main.nhn?code=099440,"+2.59% / 16,781,210","-8.41% / 2,231,014(13%)","+1.62% / 328,074(2%)","-4.35% / 471,508(3%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+3.90% / 16,358,724","+3.22% / 18,623,739(114%)","+29.92% / 59,148,717(362%)","+7.36% / 118,711,000(726%)"
태웅로직스,124560,https://finance.naver.com/item/main.nhn?code=124560,"+12.79% / 16,304,969","-7.52% / 2,484,645(15%)","+0.73% / 1,167,981(7%)","-7.85% / 722,599(4%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-6.40% / 16,277,917","+3.99% / 36,815,639(226%)","-2.60% / 6,739,490(41%)","-2.84% / 9,104,116(56%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"-5.22% / 13,656,291","-7.84% / 10,918,774(80%)","-1.22% / 3,634,589(27%)","-8.62% / 3,172,061(23%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"0.00% / 11,517,735","+10.45% / 52,631,054(457%)","+25.57% / 60,574,947(526%)","+2.88% / 165,511,636(1437%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"+11.11% / 10,698,869","+0.88% / 1,136,523(11%)","-1.75% / 1,287,616(12%)","-4.85% / 1,077,325(10%)"
아이에이,038880,https://finance.naver.com/item/main.nhn?code=038880,"-3.75% / 10,412,108","-3.98% / 14,159,841(136%)","+3.79% / 10,099,335(97%)","-9.25% / 25,570,089(246%)"
대창스틸,140520,https://finance.naver.com/item/main.nhn?code=140520,"+24.42% / 10,292,099","+11.31% / 9,069,625(88%)","-2.06% / 1,029,944(10%)","-11.73% / 831,199(8%)"
