종목명,코드,상세정보,20.08.28,20.08.31,20.09.01,20.09.02,20.09.03
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-8.41% / 129,820,910","+9.37% / 219,295,219(169%)","-6.25% / 72,117,131(56%)","-2.48% / 38,778,893(30%)","-1.77% / 25,265,300(19%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+24.24% / 107,030,204","+17.72% / 83,789,703(78%)","-7.53% / 19,782,103(18%)","-2.33% / 56,379,703(53%)","+1.19% / 24,553,691(23%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+14.58% / 62,862,565","-4.01% / 15,051,805(24%)","-1.57% / 9,488,767(15%)","+1.59% / 16,188,998(26%)","-1.83% / 3,726,481(6%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+8.30% / 54,869,374","+0.39% / 12,577,613(23%)","+0.39% / 7,545,002(14%)","-1.17% / 5,808,414(11%)","+6.32% / 20,258,691(37%)"
링네트,042500,https://finance.naver.com/item/main.nhn?code=042500,"+25.92% / 39,286,404","-10.58% / 7,620,840(19%)","-1.29% / 5,397,044(14%)","-5.72% / 5,425,747(14%)","+0.25% / 1,815,567(5%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+7.39% / 34,874,339","-6.32% / 8,264,101(24%)","+0.84% / 5,150,015(15%)","-3.33% / 4,794,129(14%)","-3.88% / 2,241,938(6%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-12.43% / 34,834,309","-4.97% / 50,231,047(144%)","+2.31% / 46,466,570(133%)","+0.12% / 11,395,445(33%)","+28.65% / 73,435,252(211%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"+27.12% / 29,812,284","+7.71% / 36,392,034(122%)","-4.20% / 4,744,853(16%)","-1.93% / 20,904,418(70%)","-2.63% / 2,593,385(9%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+1.02% / 28,517,340","-5.28% / 12,408,634(44%)","-3.14% / 9,778,783(34%)","+5.42% / 39,819,910(140%)","-3.07% / 5,265,163(18%)"
쏠리드,050890,https://finance.naver.com/item/main.nhn?code=050890,"+13.02% / 27,056,790","+2.87% / 7,477,591(28%)","+1.59% / 5,467,174(20%)","+0.78% / 5,270,884(19%)","+3.89% / 9,165,048(34%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+9.20% / 26,907,633","-0.28% / 2,176,156(8%)","+3.60% / 11,902,956(44%)","+3.74% / 5,513,318(20%)","+0.26% / 4,932,877(18%)"
카스,016920,https://finance.naver.com/item/main.nhn?code=016920,"-5.70% / 26,280,645","+3.00% / 6,474,441(25%)","-5.00% / 1,874,427(7%)","-1.10% / 1,662,540(6%)","0.00% / 1,111,212(4%)"
포비스티앤씨,016670,https://finance.naver.com/item/main.nhn?code=016670,"+6.36% / 25,557,782","-6.49% / 8,018,135(31%)","+1.85% / 6,723,120(26%)","-3.17% / 5,539,404(22%)","-3.27% / 3,297,096(13%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"-4.43% / 21,933,282","+5.29% / 17,761,556(81%)","-2.40% / 6,665,283(30%)","+0.47% / 11,623,982(53%)","+8.32% / 43,292,149(197%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-4.46% / 21,684,182","+4.09% / 25,017,812(115%)","-14.42% / 26,029,578(120%)","+3.06% / 13,302,024(61%)","0.00% / 9,966,919(46%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"+4.32% / 19,326,075","+3.68% / 7,440,594(39%)","-3.05% / 4,265,517(22%)","-1.05% / 5,750,234(30%)","-2.14% / 5,817,966(30%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+7.05% / 18,252,810","+6.15% / 69,152,285(379%)","+2.51% / 34,619,019(190%)","+1.70% / 25,956,626(142%)","+3.71% / 27,027,687(148%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-3.34% / 15,691,195","+0.13% / 10,666,830(68%)","+5.75% / 37,999,886(242%)","-2.17% / 11,709,982(75%)","+1.60% / 12,655,808(81%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-2.27% / 15,259,221","-4.25% / 7,546,257(49%)","+4.71% / 19,905,966(130%)","-3.81% / 4,097,100(27%)","+0.40% / 4,171,937(27%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+8.37% / 14,052,568","+9.41% / 12,068,342(86%)","-6.79% / 2,506,692(18%)","+0.97% / 4,441,712(32%)","+0.96% / 2,582,182(18%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+1.70% / 13,774,835","+7.79% / 16,368,057(119%)","-1.55% / 7,646,727(56%)","+2.78% / 14,705,802(107%)","+1.51% / 17,473,801(127%)"
피델릭스,032580,https://finance.naver.com/item/main.nhn?code=032580,"+5.32% / 12,469,063","-1.89% / 1,043,469(8%)","-1.16% / 367,328(3%)","0.00% / 499,919(4%)","-0.38% / 332,519(3%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"-0.12% / 12,055,365","+5.44% / 14,756,419(122%)","-4.68% / 4,730,184(39%)","-2.27% / 3,361,684(28%)","+0.77% / 2,087,813(17%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"+4.05% / 11,951,841","+5.18% / 6,840,635(57%)","-17.24% / 35,719,266(299%)","-1.19% / 9,925,197(83%)","-0.90% / 3,588,669(30%)"
소리바다,053110,https://finance.naver.com/item/main.nhn?code=053110,"+11.33% / 11,759,410","+3.87% / 4,397,104(37%)","-2.73% / 964,326(8%)","-1.02% / 1,485,498(13%)","+2.08% / 752,024(6%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+3.23% / 11,702,480","+5.47% / 3,799,128(32%)","+2.59% / 2,202,802(19%)","-1.79% / 3,380,823(29%)","-6.18% / 1,937,796(17%)"
크리스탈,083790,https://finance.naver.com/item/main.nhn?code=083790,"+2.84% / 11,534,419","+5.45% / 3,673,680(32%)","-7.39% / 2,656,737(23%)","+3.45% / 2,329,658(20%)","-3.08% / 1,172,354(10%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+6.25% / 11,430,264","+7.05% / 6,456,899(56%)","-1.26% / 4,568,078(40%)","+0.42% / 2,152,015(19%)","+3.69% / 9,487,441(83%)"
소프트캠프,258790,https://finance.naver.com/item/main.nhn?code=258790,"-2.02% / 11,341,486","-6.28% / 2,507,635(22%)","-3.71% / 1,866,089(16%)","+4.15% / 1,591,884(14%)","-0.43% / 787,915(7%)"
대화제약,067080,https://finance.naver.com/item/main.nhn?code=067080,"+9.30% / 11,076,730","+6.45% / 4,107,258(37%)","+3.03% / 5,562,540(50%)","-5.15% / 1,509,826(14%)","+0.78% / 2,109,276(19%)"
센트럴바이오,051980,https://finance.naver.com/item/main.nhn?code=051980,"-3.12% / 10,586,004","-5.19% / 3,049,278(29%)","+6.47% / 8,033,485(76%)","+13.49% / 22,125,090(209%)","+4.82% / 2,886,900(27%)"
투비소프트,079970,https://finance.naver.com/item/main.nhn?code=079970,"+24.00% / 10,295,740","+9.54% / 5,490,353(53%)","-5.54% / 1,454,697(14%)","-1.67% / 638,849(6%)","+0.85% / 811,458(8%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"+8.42% / 10,292,533","-2.79% / 2,682,958(26%)","+2.15% / 6,729,748(65%)","-1.40% / 1,758,694(17%)","+0.36% / 1,748,856(17%)"
