종목명,코드,상세정보,20.06.08,20.06.09,20.06.10,20.06.11,20.06.12
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"+23.94% / 74,774,052","-4.72% / 20,023,449(27%)","+6.76% / 27,136,037(36%)","-6.33% / 12,201,100(16%)","-3.60% / 8,329,907(11%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+29.91% / 56,659,562","+4.88% / 69,107,009(122%)","-5.12% / 12,527,378(22%)","-7.06% / 8,211,711(14%)","-1.90% / 3,817,707(7%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-5.39% / 47,402,499","-2.63% / 20,883,377(44%)","-3.60% / 15,436,519(33%)","-5.14% / 17,126,629(36%)","-2.46% / 14,255,633(30%)"
씨유메디칼,115480,https://finance.naver.com/item/main.nhn?code=115480,"+25.09% / 38,296,315","-1.80% / 8,447,830(22%)","+4.27% / 15,155,278(40%)","-3.80% / 4,657,098(12%)","-3.65% / 2,292,318(6%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"+29.89% / 35,507,393","+1.39% / 64,362,641(181%)","-11.14% / 32,281,859(91%)","-5.57% / 28,031,869(79%)","-8.85% / 8,409,656(24%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+6.56% / 33,895,094","+18.93% / 52,737,659(156%)","+0.59% / 21,851,004(64%)","+1.55% / 47,401,713(140%)","-8.22% / 13,464,763(40%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"-1.66% / 32,641,054","-0.68% / 12,545,065(38%)","+1.36% / 17,795,789(55%)","-4.03% / 8,639,441(26%)","-5.59% / 4,607,305(14%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+6.76% / 22,834,244","-3.71% / 3,551,534(16%)","-4.31% / 1,987,657(9%)","+2.37% / 3,241,157(14%)","-5.09% / 1,710,157(7%)"
한국비엔씨,256840,https://finance.naver.com/item/main.nhn?code=256840,"+16.74% / 21,475,938","+2.08% / 6,362,143(30%)","-1.29% / 2,285,685(11%)","+6.55% / 11,129,554(52%)","+1.41% / 4,203,605(20%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+6.79% / 19,661,517","-0.64% / 13,028,888(66%)","-1.76% / 4,261,530(22%)","+5.37% / 23,858,866(121%)","-3.40% / 5,211,927(27%)"
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+4.43% / 16,865,700","-2.83% / 8,805,192(52%)","-1.94% / 3,770,139(22%)","-0.66% / 5,077,703(30%)","-1.00% / 3,742,085(22%)"
서울바이오시스,092190,https://finance.naver.com/item/main.nhn?code=092190,"+12.36% / 15,666,238","-10.50% / 3,392,180(22%)","-0.28% / 2,513,375(16%)","-0.56% / 828,556(5%)","-4.23% / 1,090,156(7%)"
엘컴텍,037950,https://finance.naver.com/item/main.nhn?code=037950,"-4.64% / 14,906,379","+0.24% / 4,577,716(31%)","0.00% / 1,944,694(13%)","+0.97% / 2,964,676(20%)","-3.85% / 12,246,060(82%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"-15.47% / 14,082,528","+5.23% / 9,274,243(66%)","+25.44% / 49,656,654(353%)","-6.42% / 24,225,240(172%)","-8.06% / 7,736,610(55%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+7.82% / 11,914,801","-3.73% / 4,402,135(37%)","+2.24% / 27,834,275(234%)","+6.18% / 10,156,110(85%)","-2.06% / 4,529,677(38%)"
라이브파이낸셜,036170,https://finance.naver.com/item/main.nhn?code=036170,"+5.71% / 10,638,592","-1.70% / 931,485(9%)","+5.78% / 2,462,678(23%)","+1.37% / 4,699,265(44%)","-3.49% / 1,427,491(13%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+3.99% / 10,463,448","-0.79% / 2,885,691(28%)","+1.98% / 1,929,354(18%)","-2.82% / 1,992,027(19%)","-4.00% / 1,254,380(12%)"
신테카바이오,226330,https://finance.naver.com/item/main.nhn?code=226330,"+2.65% / 10,255,616","+1.85% / 1,798,820(18%)","+12.32% / 15,183,761(148%)","+1.61% / 2,468,881(24%)","+3.17% / 5,177,912(50%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+1.15% / 10,222,338","+1.70% / 14,331,214(140%)","-2.79% / 13,619,301(133%)","-1.15% / 8,261,397(81%)","-1.74% / 9,970,338(98%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+0.29% / 10,181,647","-1.17% / 9,653,456(95%)","+5.34% / 96,073,118(944%)","+0.99% / 32,421,901(318%)","-0.14% / 18,971,806(186%)"
