종목명,코드,상세정보,20.08.21,20.08.24,20.08.25,20.08.26,20.08.27
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+15.47% / 71,571,859","+29.99% / 73,146,388(102%)","+10.50% / 72,094,335(101%)","+0.36% / 40,422,141(56%)","-5.54% / 50,388,559(70%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+5.68% / 61,941,819","+4.85% / 53,842,418(87%)","+10.80% / 60,653,431(98%)","+21.58% / 108,845,838(176%)","+2.67% / 75,983,968(123%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+9.31% / 51,299,378","+1.42% / 24,852,927(48%)","+0.26% / 11,338,979(22%)","+0.25% / 6,832,585(13%)","-3.81% / 5,815,498(11%)"
케이엠제약,225430,https://finance.naver.com/item/main.nhn?code=225430,"-9.46% / 48,886,635","+9.94% / 45,668,205(93%)","+1.28% / 19,229,203(39%)","+0.74% / 8,510,319(17%)","-2.92% / 5,333,323(11%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+29.95% / 47,739,501","+29.93% / 8,548,677(18%)",0.00% / 0(0%),"+29.87% / 5,766,153(12%)","-21.04% / 75,222,251(158%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+8.50% / 38,634,641","-2.47% / 11,647,739(30%)","-3.99% / 7,891,833(20%)","-1.22% / 12,029,578(31%)","+17.74% / 59,719,425(155%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"-4.54% / 38,582,796","+2.19% / 16,973,386(44%)","-2.71% / 10,471,789(27%)","-2.43% / 15,971,003(41%)","+1.54% / 11,208,069(29%)"
한국비엔씨,256840,https://finance.naver.com/item/main.nhn?code=256840,"+21.09% / 32,166,081","+1.19% / 24,720,347(77%)","+0.79% / 1,506,684(5%)","+8.19% / 2,142,123(7%)","+1.26% / 1,333,593(4%)"
씨유메디칼,115480,https://finance.naver.com/item/main.nhn?code=115480,"+29.96% / 31,161,260","+3.75% / 32,237,517(103%)","+5.00% / 38,659,986(124%)","+3.44% / 19,006,466(61%)","-2.30% / 4,156,457(13%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+7.35% / 29,696,887","+29.88% / 65,604,227(221%)","+21.80% / 80,014,548(269%)","+0.25% / 73,414,954(247%)","-9.24% / 9,401,488(32%)"
우정바이오,215380,https://finance.naver.com/item/main.nhn?code=215380,"+6.98% / 28,739,232","+0.84% / 10,046,344(35%)","0.00% / 4,496,828(16%)","+11.72% / 16,935,070(59%)","+0.75% / 7,538,133(26%)"
글로스퍼랩스,032860,https://finance.naver.com/item/main.nhn?code=032860,"-2.30% / 28,587,999","+12.33% / 17,595,210(62%)","+6.44% / 5,801,854(20%)","+1.12% / 4,081,107(14%)","-1.11% / 2,622,131(9%)"
오텍,067170,https://finance.naver.com/item/main.nhn?code=067170,"+18.67% / 28,478,099","+5.15% / 19,870,069(70%)","+2.94% / 6,453,189(23%)","-2.22% / 12,687,380(45%)","+6.17% / 6,835,553(24%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+0.14% / 27,920,502","+0.81% / 9,571,375(34%)","+5.34% / 26,359,180(94%)","-1.77% / 13,565,853(49%)","+4.39% / 90,467,360(324%)"
엑사이엔씨,054940,https://finance.naver.com/item/main.nhn?code=054940,"+29.69% / 26,503,326","-3.31% / 28,036,019(106%)","+4.05% / 11,927,123(45%)","-0.90% / 33,254,588(125%)","-5.44% / 7,612,240(29%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+2.62% / 23,561,439","+22.75% / 60,563,768(257%)","0.00% / 39,008,120(166%)","+27.16% / 78,952,272(335%)","+10.68% / 98,216,716(417%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"-29.95% / 23,122,918","-16.36% / 31,924,342(138%)","+3.60% / 22,608,681(98%)","-8.44% / 9,035,662(39%)","+2.17% / 19,167,498(83%)"
이씨에스,067010,https://finance.naver.com/item/main.nhn?code=067010,"+10.37% / 20,955,475","+20.13% / 33,273,010(159%)","0.00% / 11,247,179(54%)","+11.52% / 23,417,850(112%)","+14.08% / 3,424,730(16%)"
에스와이,109610,https://finance.naver.com/item/main.nhn?code=109610,"+7.31% / 17,831,590","+7.86% / 8,461,772(47%)","-3.97% / 666,138(4%)","+5.34% / 856,660(5%)","+11.29% / 1,686,715(9%)"
