종목명,코드,상세정보,20.07.15,20.07.17,20.07.21
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+29.91% / 128,186,713","-2.88% / 68,571,798(53%)","-8.22% / 52,924,608(41%)"
바른손이앤에이,035620,https://finance.naver.com/item/main.nhn?code=035620,"+21.77% / 58,632,766","-0.57% / 3,109,999(5%)","-1.17% / 1,572,549(3%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-6.58% / 52,368,006","+6.21% / 87,648,536(167%)","-2.50% / 25,751,783(49%)"
한국정보인증,053300,https://finance.naver.com/item/main.nhn?code=053300,"+4.57% / 39,139,018","-2.81% / 2,852,268(7%)","-0.93% / 980,734(3%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+12.50% / 31,812,286","+0.58% / 3,269,068(10%)","-1.72% / 2,451,553(8%)"
SBI인베스트먼트,019550,https://finance.naver.com/item/main.nhn?code=019550,"+8.36% / 31,730,598","-3.14% / 5,497,916(17%)","-3.95% / 3,896,607(12%)"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"+8.35% / 26,828,614","-0.17% / 3,486,100(13%)","+5.53% / 7,504,221(28%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+7.27% / 26,734,332","+19.90% / 129,008,711(483%)","-4.22% / 16,504,194(62%)"
화신정공,126640,https://finance.naver.com/item/main.nhn?code=126640,"+21.21% / 25,323,541","-0.36% / 1,952,077(8%)","-2.60% / 2,916,824(12%)"
소마젠(Reg.S),950200,https://finance.naver.com/item/main.nhn?code=950200,"+4.08% / 22,218,960","-2.20% / 2,873,964(13%)","+6.99% / 10,512,158(47%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"-7.92% / 20,276,951","+1.42% / 20,414,246(101%)","-6.28% / 13,660,907(67%)"
비에이치,090460,https://finance.naver.com/item/main.nhn?code=090460,"+29.93% / 19,812,619","-3.28% / 2,908,059(15%)","-2.67% / 1,658,143(8%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+3.69% / 16,995,519","+13.20% / 55,485,837(326%)","+0.36% / 7,454,524(44%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-10.96% / 16,072,755","-9.58% / 10,599,571(66%)","0.00% / 2,141,053(13%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.41% / 15,472,162","+0.37% / 11,106,662(72%)","-2.14% / 11,769,770(76%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+1.98% / 14,451,672","-1.96% / 3,227,095(22%)","0.00% / 3,435,123(24%)"
포인트엔지니어링,256630,https://finance.naver.com/item/main.nhn?code=256630,"+13.31% / 13,639,841","+2.25% / 2,193,349(16%)","+6.86% / 1,156,942(8%)"
한국전자인증,041460,https://finance.naver.com/item/main.nhn?code=041460,"+0.91% / 13,396,933","-0.79% / 1,071,075(8%)","-1.27% / 337,902(3%)"
비디아이,148140,https://finance.naver.com/item/main.nhn?code=148140,"+9.32% / 13,315,910","+2.82% / 3,504,241(26%)","-4.53% / 3,283,484(25%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+5.10% / 13,009,872","-1.25% / 2,391,869(18%)","-0.61% / 3,154,972(24%)"
바른손,018700,https://finance.naver.com/item/main.nhn?code=018700,"+29.91% / 12,668,324","-7.24% / 3,386,063(27%)","-2.09% / 1,755,279(14%)"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+8.26% / 12,549,206","-1.37% / 1,585,046(13%)","-2.04% / 1,930,630(15%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-0.29% / 12,489,496","+0.90% / 5,158,784(41%)","-1.52% / 4,538,262(36%)"
쏠리드,050890,https://finance.naver.com/item/main.nhn?code=050890,"+3.28% / 12,276,909","+2.35% / 3,142,917(26%)","+4.88% / 14,418,634(117%)"
현대공업,170030,https://finance.naver.com/item/main.nhn?code=170030,"+10.29% / 11,378,702","+0.93% / 2,033,145(18%)","-1.24% / 408,892(4%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+0.94% / 10,753,365","+5.69% / 28,707,842(267%)","-3.04% / 4,664,239(43%)"
신일제약,012790,https://finance.naver.com/item/main.nhn?code=012790,"-6.74% / 10,378,351","+11.78% / 5,985,943(58%)","+30.00% / 3,205,718(31%)"
