종목명,코드,상세정보,20.10.22,20.10.23
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+25.49% / 104,225,534","-13.60% / 29,355,924(28%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+4.17% / 91,442,257","-4.29% / 23,595,983(26%)"
우리기술투자,041190,https://finance.naver.com/item/main.nhn?code=041190,"+29.85% / 74,897,066","-11.17% / 80,634,483(108%)"
SBI인베스트먼트,019550,https://finance.naver.com/item/main.nhn?code=019550,"+7.43% / 71,622,228","-10.11% / 11,404,541(16%)"
에이티넘인베스트,021080,https://finance.naver.com/item/main.nhn?code=021080,"+29.83% / 58,542,213","-4.14% / 39,950,623(68%)"
한일진공,123840,https://finance.naver.com/item/main.nhn?code=123840,"+19.69% / 48,208,038","-8.88% / 27,459,096(57%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+2.71% / 43,825,567","-3.36% / 14,438,054(33%)"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"+11.21% / 39,551,737","-4.96% / 4,019,492(10%)"
대한과학,131220,https://finance.naver.com/item/main.nhn?code=131220,"+18.14% / 37,260,995","-3.94% / 7,938,144(21%)"
신라섬유,001000,https://finance.naver.com/item/main.nhn?code=001000,"+17.93% / 34,913,090","-7.51% / 4,950,870(14%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"+10.29% / 33,815,102","-7.10% / 1,197,298(4%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-4.16% / 32,099,941","-6.78% / 7,251,842(23%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"-6.88% / 30,815,253","-2.80% / 5,152,534(17%)"
비덴트,121800,https://finance.naver.com/item/main.nhn?code=121800,"+17.22% / 28,685,729","-4.10% / 4,178,666(15%)"
쌍용정보통신,010280,https://finance.naver.com/item/main.nhn?code=010280,"+9.02% / 26,650,469","-2.52% / 2,558,941(10%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"-5.11% / 25,683,868","-3.03% / 8,741,336(34%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-2.82% / 21,785,747","-4.59% / 10,914,549(50%)"
웰크론한텍,076080,https://finance.naver.com/item/main.nhn?code=076080,"-7.53% / 20,698,888","-7.96% / 3,360,541(16%)"
KPX생명과학,114450,https://finance.naver.com/item/main.nhn?code=114450,"+2.12% / 20,687,378","-11.20% / 10,293,684(50%)"
대성창투,027830,https://finance.naver.com/item/main.nhn?code=027830,"+12.19% / 19,638,032","-11.97% / 4,581,275(23%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"-12.25% / 17,849,429","+1.13% / 17,916,855(100%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"-1.15% / 15,471,051","+16.33% / 119,428,660(772%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-6.78% / 14,686,162","-0.22% / 7,692,292(52%)"
파워로직스,047310,https://finance.naver.com/item/main.nhn?code=047310,"-6.41% / 13,768,757","-5.48% / 17,746,349(129%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-3.99% / 13,731,827","-3.05% / 10,685,361(78%)"
마이더스AI,222810,https://finance.naver.com/item/main.nhn?code=222810,"+15.69% / 13,333,780","-3.19% / 3,231,223(24%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"-6.19% / 13,002,075","-3.77% / 16,438,916(126%)"
컬러레이,900310,https://finance.naver.com/item/main.nhn?code=900310,"+1.70% / 12,772,306","-2.63% / 3,310,026(26%)"
카스,016920,https://finance.naver.com/item/main.nhn?code=016920,"+7.28% / 12,578,470","-2.33% / 5,310,964(42%)"
국일신동,060480,https://finance.naver.com/item/main.nhn?code=060480,"+3.54% / 12,508,131","+1.58% / 1,013,926(8%)"
자비스,254120,https://finance.naver.com/item/main.nhn?code=254120,"-6.90% / 11,711,083","-0.85% / 1,120,432(10%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+3.45% / 11,053,865","-2.42% / 3,449,758(31%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+6.29% / 11,049,578","-4.91% / 3,999,940(36%)"
체리부로,066360,https://finance.naver.com/item/main.nhn?code=066360,"+12.80% / 10,851,407","-8.29% / 3,347,767(31%)"
위즈코프,038620,https://finance.naver.com/item/main.nhn?code=038620,"+0.89% / 10,791,453","-3.08% / 2,040,043(19%)"
