종목명,코드,상세정보,20.08.12,20.08.13,20.08.14,20.08.18
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+8.24% / 214,150,772","+6.57% / 158,910,666(74%)","-3.25% / 53,250,526(25%)","-18.12% / 32,430,451(15%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+29.88% / 80,316,548","-8.14% / 60,838,330(76%)","-8.52% / 14,328,733(18%)","+3.45% / 67,789,104(84%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+13.75% / 70,416,896","+9.15% / 91,501,382(130%)",0.00% / 0(0%),"-6.02% / 43,074,447(61%)"
디에이테크놀로지,196490,https://finance.naver.com/item/main.nhn?code=196490,"-0.82% / 33,940,233","+2.47% / 25,896,104(76%)","-3.48% / 4,650,811(14%)","-12.05% / 6,332,813(19%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+5.56% / 33,204,550","-0.81% / 10,798,104(33%)","-4.22% / 2,693,655(8%)","-4.86% / 5,456,996(16%)"
이화공영,001840,https://finance.naver.com/item/main.nhn?code=001840,"+6.29% / 28,987,938","-7.89% / 4,237,254(15%)","-4.89% / 2,535,096(9%)","-11.56% / 1,903,396(7%)"
유에스티,263770,https://finance.naver.com/item/main.nhn?code=263770,"+16.35% / 24,922,356","-7.77% / 3,613,880(15%)","-5.19% / 1,396,396(6%)","-8.47% / 1,408,680(6%)"
지니뮤직,043610,https://finance.naver.com/item/main.nhn?code=043610,"+3.98% / 23,538,950","+5.81% / 2,964,188(13%)","-4.87% / 1,325,164(6%)","-9.06% / 1,018,537(4%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+3.04% / 21,061,615","-4.59% / 4,480,761(21%)","-8.93% / 4,414,274(21%)","+5.64% / 6,399,856(30%)"
나노캠텍,091970,https://finance.naver.com/item/main.nhn?code=091970,"+9.62% / 18,308,403","-6.85% / 2,914,922(16%)","-5.06% / 1,555,452(8%)","-9.22% / 1,701,174(9%)"
오리엔탈정공,014940,https://finance.naver.com/item/main.nhn?code=014940,"+29.90% / 16,962,852","-5.37% / 12,405,800(73%)","+24.32% / 18,809,270(111%)","-11.78% / 6,761,025(40%)"
쏠리드,050890,https://finance.naver.com/item/main.nhn?code=050890,"+1.79% / 15,016,027","-1.32% / 6,867,367(46%)","+4.46% / 8,839,993(59%)","-13.19% / 9,416,784(63%)"
한국바이오젠,318000,https://finance.naver.com/item/main.nhn?code=318000,"+12.11% / 13,978,509","-0.47% / 2,537,603(18%)","-11.52% / 1,760,411(13%)","-5.03% / 1,111,953(8%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-4.39% / 11,537,357","+0.81% / 6,772,071(59%)","-4.82% / 7,572,028(66%)","-3.63% / 10,225,320(89%)"
원풍물산,008290,https://finance.naver.com/item/main.nhn?code=008290,"+29.90% / 11,174,063","-8.13% / 3,786,591(34%)","-4.54% / 943,016(8%)","-7.36% / 618,352(6%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+3.82% / 11,172,404","-0.69% / 6,168,336(55%)","-3.01% / 2,621,160(23%)","-9.26% / 4,552,129(41%)"
대화제약,067080,https://finance.naver.com/item/main.nhn?code=067080,"+18.43% / 11,156,684","-7.49% / 1,887,058(17%)","-7.17% / 939,751(8%)","-8.33% / 754,064(7%)"
스카이이앤엠,131100,https://finance.naver.com/item/main.nhn?code=131100,"+14.31% / 10,807,340","+3.70% / 5,997,244(55%)","-5.10% / 2,385,854(22%)","-9.12% / 1,438,819(13%)"
서연탑메탈,019770,https://finance.naver.com/item/main.nhn?code=019770,"+9.74% / 10,596,478","+4.70% / 825,760(8%)","+1.50% / 496,415(5%)","-18.07% / 480,878(5%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+1.75% / 10,425,780","-5.60% / 9,736,636(93%)","-1.52% / 5,764,501(55%)","-2.78% / 9,697,088(93%)"
