종목명,코드,상세정보,20.09.04,20.09.07,20.09.08,20.09.09,20.09.10
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+9.01% / 81,740,983","+29.92% / 24,959,914(31%)",0.00% / 0(0%),"+12.47% / 46,181,486(56%)","-10.07% / 24,037,022(29%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+30.00% / 66,092,826",0.00% / 0(0%),"+16.22% / 61,811,134(94%)","-1.26% / 34,520,855(52%)","0.00% / 12,822,368(19%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+6.03% / 64,454,377","-2.17% / 42,450,101(66%)","+29.92% / 256,894,575(399%)","+24.09% / 329,358,926(511%)","-6.84% / 103,573,365(161%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+24.66% / 56,584,236","+11.05% / 46,556,397(82%)","-4.85% / 19,565,896(35%)","+3.54% / 12,405,615(22%)","-2.18% / 4,605,891(8%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+3.74% / 41,442,875","-4.64% / 9,569,645(23%)","-3.81% / 7,852,431(19%)","+2.80% / 8,490,184(20%)","-0.91% / 11,277,571(27%)"
데일리블록체인,139050,https://finance.naver.com/item/main.nhn?code=139050,"+24.00% / 40,623,311","-2.78% / 13,716,446(34%)","-3.81% / 13,004,458(32%)","-1.09% / 4,150,137(10%)","-4.56% / 5,217,547(13%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+5.24% / 39,050,464","+1.42% / 44,954,164(115%)","-4.53% / 13,094,256(34%)","+0.37% / 7,274,939(19%)","-0.74% / 7,841,157(20%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+4.11% / 33,429,983","+2.63% / 10,091,385(30%)","-0.32% / 33,904,522(101%)","-5.18% / 5,608,997(17%)","0.00% / 4,008,524(12%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.80% / 29,813,733","+2.36% / 21,708,576(73%)","+2.57% / 33,521,305(112%)","-1.49% / 41,391,529(139%)","+1.54% / 27,247,330(91%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-4.81% / 27,602,735","-4.40% / 6,744,334(24%)","-2.30% / 5,521,585(20%)","-1.65% / 3,171,580(11%)","+4.14% / 5,648,214(20%)"
티비씨,033830,https://finance.naver.com/item/main.nhn?code=033830,"+15.26% / 24,862,458","+3.86% / 11,247,314(45%)","-4.19% / 2,235,798(9%)","+6.90% / 10,464,091(42%)","+1.80% / 2,853,575(11%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+7.31% / 21,626,446","+2.15% / 13,721,435(63%)","-1.39% / 2,325,433(11%)","+9.09% / 5,031,110(23%)","-0.32% / 10,376,833(48%)"
