종목명,코드,상세정보,20.10.19,20.10.20,20.10.21,20.10.22,20.10.23
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+12.89% / 107,072,969","+1.97% / 25,143,612(23%)","-2.32% / 11,198,550(10%)","-12.25% / 17,849,429(17%)","+1.13% / 17,916,855(17%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"+9.80% / 84,908,007","-0.60% / 22,588,786(27%)","-6.29% / 19,552,713(23%)","-5.11% / 25,683,868(30%)","-3.03% / 8,741,336(10%)"
우리기술투자,041190,https://finance.naver.com/item/main.nhn?code=041190,"+28.10% / 83,311,515","+3.63% / 28,945,942(35%)","-1.17% / 14,208,715(17%)","+29.85% / 74,897,066(90%)","-11.17% / 80,634,483(97%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+16.42% / 75,911,153","-6.42% / 73,767,409(97%)","-5.79% / 22,133,027(29%)","-8.00% / 5,301,186(7%)","-5.28% / 12,269,479(16%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"-2.06% / 64,786,123","+3.51% / 12,296,324(19%)","-4.07% / 5,107,986(8%)","-5.30% / 4,548,523(7%)","+2.80% / 81,327,742(126%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+8.96% / 55,426,981","-3.77% / 16,432,740(30%)","-0.36% / 9,585,113(17%)","-2.50% / 7,218,733(13%)","-0.73% / 5,648,111(10%)"
에스코넥,096630,https://finance.naver.com/item/main.nhn?code=096630,"+0.38% / 52,502,683","-8.24% / 5,629,515(11%)","+1.46% / 2,815,742(5%)","+0.21% / 3,504,145(7%)","-7.39% / 9,716,260(19%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+5.82% / 51,609,436","+8.50% / 98,189,096(190%)","-1.84% / 78,210,591(152%)","-2.82% / 21,785,747(42%)","-4.59% / 10,914,549(21%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+12.60% / 50,228,000","+2.10% / 9,916,091(20%)","-6.51% / 13,168,541(26%)","+0.37% / 3,295,272(7%)","-6.57% / 3,052,366(6%)"
보성파워텍,006910,https://finance.naver.com/item/main.nhn?code=006910,"+6.94% / 48,503,078","-8.05% / 37,181,352(77%)","-0.73% / 6,434,839(13%)","0.00% / 3,189,437(7%)","-6.13% / 3,014,126(6%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-7.18% / 32,211,616","-3.37% / 16,566,215(51%)","0.00% / 13,823,664(43%)","-6.78% / 14,686,162(46%)","-0.22% / 7,692,292(24%)"
에이티넘인베스트,021080,https://finance.naver.com/item/main.nhn?code=021080,"+8.03% / 28,278,472","-5.18% / 3,829,472(14%)","-2.85% / 1,428,145(5%)","+29.83% / 58,542,213(207%)","-4.14% / 39,950,623(141%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+1.78% / 28,142,382","-5.39% / 4,734,117(17%)","-2.42% / 6,600,139(23%)","-5.11% / 3,606,885(13%)","-2.31% / 2,566,951(9%)"
