종목명,코드,상세정보,20.09.02,20.09.03,20.09.04,20.09.07,20.09.08
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"-3.03% / 77,043,706","+0.18% / 11,021,560(14%)","-5.13% / 6,059,792(8%)","+14.55% / 31,790,438(41%)","+29.89% / 103,337,402(134%)"
에이프로젠 H&G,109960,https://finance.naver.com/item/main.nhn?code=109960,"+4.76% / 69,989,035","-2.71% / 11,447,939(16%)","-3.74% / 6,167,292(9%)","-1.94% / 3,694,049(5%)","-11.29% / 13,649,928(20%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"-2.33% / 56,379,703","+1.19% / 24,553,691(44%)","-1.75% / 13,108,510(23%)","-3.57% / 9,690,873(17%)",0.00% / 0(0%)
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"+12.97% / 54,921,107","-2.20% / 5,723,269(10%)","-2.97% / 2,952,602(5%)","+4.98% / 16,040,158(29%)","-4.74% / 3,430,430(6%)"
이그잭스,060230,https://finance.naver.com/item/main.nhn?code=060230,"+8.91% / 41,768,191","-5.11% / 6,223,073(15%)","-0.95% / 2,597,182(6%)","0.00% / 2,789,436(7%)","-0.64% / 1,635,690(4%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+5.42% / 39,819,910","-2.73% / 5,254,869(13%)","+4.11% / 33,429,983(84%)","+2.63% / 10,091,385(25%)","-0.32% / 33,904,522(85%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.48% / 38,778,893","-1.77% / 25,265,300(65%)","-1.80% / 29,813,733(77%)","+2.36% / 21,708,576(56%)","+2.57% / 33,521,305(86%)"
인지디스플레,037330,https://finance.naver.com/item/main.nhn?code=037330,"+29.08% / 37,438,644","-4.93% / 6,619,506(18%)","-4.30% / 3,529,867(9%)","0.00% / 3,796,692(10%)","-4.29% / 1,772,349(5%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"-0.37% / 32,267,142","+0.75% / 10,468,393(32%)","+1.12% / 4,564,226(14%)","+0.37% / 2,781,401(9%)","+9.89% / 106,434,132(330%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+9.16% / 31,254,262","0.00% / 4,888,589(16%)","+1.15% / 4,620,136(15%)","+0.68% / 10,371,312(33%)","+15.84% / 29,811,466(95%)"
기가레인,049080,https://finance.naver.com/item/main.nhn?code=049080,"+29.70% / 30,125,069","-1.15% / 16,679,062(55%)","+6.59% / 6,385,235(21%)","+21.82% / 31,008,007(103%)","-2.69% / 11,947,006(40%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"-8.08% / 26,776,300","-1.75% / 10,103,926(38%)","-4.28% / 8,626,064(32%)","-2.11% / 12,113,285(45%)","-5.66% / 11,658,613(44%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+1.70% / 25,956,626","+3.71% / 27,027,687(104%)","+3.74% / 41,442,875(160%)","-4.64% / 9,569,645(37%)","-3.27% / 7,901,416(30%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"+15.70% / 24,290,038","-5.88% / 6,310,692(26%)","-0.75% / 3,980,316(16%)","+1.50% / 6,291,117(26%)","-2.22% / 4,820,464(20%)"
센트럴바이오,051980,https://finance.naver.com/item/main.nhn?code=051980,"+13.49% / 22,125,090","+4.82% / 2,886,900(13%)","+3.83% / 1,731,009(8%)","+21.40% / 3,290,957(15%)","+8.36% / 2,190,803(10%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"-1.93% / 20,904,418","-2.50% / 2,586,451(12%)","+4.21% / 10,767,276(52%)","-8.21% / 1,947,098(9%)","-3.56% / 1,249,272(6%)"
에이치엘비생명과학,067630,https://finance.naver.com/item/main.nhn?code=067630,"+21.81% / 20,692,142","-1.53% / 3,668,698(18%)","-4.18% / 2,049,262(10%)","+5.96% / 8,152,311(39%)","-3.70% / 1,555,229(8%)"
캠시스,050110,https://finance.naver.com/item/main.nhn?code=050110,"+5.45% / 19,757,708","-0.17% / 1,819,635(9%)","-2.50% / 3,118,387(16%)","+1.20% / 2,650,151(13%)","+1.52% / 3,595,944(18%)"
신일제약,012790,https://finance.naver.com/item/main.nhn?code=012790,"+15.80% / 18,144,489","+1.72% / 9,405,190(52%)","-6.11% / 2,281,643(13%)","-0.26% / 1,563,648(9%)","-5.65% / 1,663,480(9%)"
오리엔탈정공,014940,https://finance.naver.com/item/main.nhn?code=014940,"+11.94% / 17,530,632","-1.40% / 4,492,952(26%)","0.00% / 3,669,432(21%)","+0.81% / 3,538,016(20%)","-4.03% / 1,902,497(11%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+1.59% / 16,188,998","-1.83% / 3,726,481(23%)","-2.66% / 9,913,584(61%)","+1.37% / 3,432,027(21%)","-7.55% / 4,111,765(25%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+2.54% / 15,361,167","+8.33% / 127,121,758(828%)","+6.03% / 64,454,377(420%)","-2.17% / 42,450,101(276%)","+29.92% / 256,894,575(1672%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+2.78% / 14,705,802","+1.51% / 17,467,290(119%)","-0.82% / 8,318,086(57%)","-1.99% / 6,437,299(44%)","-8.12% / 8,757,477(60%)"
시스웍,269620,https://finance.naver.com/item/main.nhn?code=269620,"+22.03% / 14,006,294","+0.94% / 18,644,537(133%)","0.00% / 20,525,611(147%)","+3.20% / 20,583,242(147%)","-6.61% / 5,569,152(40%)"
시너지이노베이션,048870,https://finance.naver.com/item/main.nhn?code=048870,"-0.58% / 13,895,929","-0.43% / 3,628,724(26%)","+9.18% / 17,942,080(129%)","+5.78% / 8,863,793(64%)","-0.50% / 6,694,410(48%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+4.48% / 13,463,357","+0.72% / 6,744,173(50%)","-0.72% / 5,263,636(39%)","+3.62% / 7,771,772(58%)","-0.70% / 3,925,523(29%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+0.60% / 13,341,580","-6.86% / 3,199,126(24%)","-0.21% / 3,643,192(27%)","+0.32% / 1,967,836(15%)","-4.81% / 1,313,823(10%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+3.06% / 13,302,024","0.00% / 9,966,919(75%)","-4.81% / 27,602,735(208%)","-4.40% / 6,744,334(51%)","-2.30% / 5,539,399(42%)"
메디포럼제약,047920,https://finance.naver.com/item/main.nhn?code=047920,"-0.87% / 12,027,091","+5.75% / 4,512,840(38%)","+2.86% / 1,273,219(11%)","+29.76% / 871,733(7%)","+4.28% / 1,753,557(15%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+10.26% / 12,000,333","-3.22% / 3,813,906(32%)","-3.92% / 3,477,582(29%)","+1.84% / 4,515,258(38%)","-1.56% / 7,757,713(65%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-2.17% / 11,709,982","+1.60% / 12,638,354(108%)","-0.85% / 9,531,520(81%)","+0.61% / 9,111,381(78%)","-1.10% / 7,772,933(66%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+0.47% / 11,623,982","+8.32% / 43,292,149(372%)","+30.00% / 66,092,826(569%)",0.00% / 0(0%),"+16.22% / 61,811,134(532%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+0.12% / 11,395,445","+28.65% / 73,435,252(644%)","+9.01% / 81,740,983(717%)","+29.92% / 24,959,914(219%)",0.00% / 0(0%)
세동,053060,https://finance.naver.com/item/main.nhn?code=053060,"-14.63% / 11,345,312","+17.20% / 14,157,422(125%)","+2.41% / 5,076,490(45%)","+4.20% / 4,870,563(43%)","-5.10% / 1,334,951(12%)"
파인텍,131760,https://finance.naver.com/item/main.nhn?code=131760,"+10.87% / 11,045,472","-2.23% / 5,713,700(52%)","-0.29% / 1,597,360(14%)","-1.73% / 1,070,893(10%)","-1.18% / 869,093(8%)"
