종목명,코드,상세정보,20.06.15,20.06.16,20.06.17,20.06.18,20.06.19
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+30.00% / 68,923,586","+10.90% / 107,050,119(155%)","+29.91% / 52,764,203(77%)","+29.59% / 44,192,252(64%)","0.00% / 90,208,755(131%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+14.60% / 49,762,838","+3.19% / 18,070,102(36%)","+0.94% / 18,805,947(38%)","+11.57% / 40,670,691(82%)","-10.25% / 13,758,005(28%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+19.81% / 46,634,283","-5.51% / 35,130,168(75%)","+30.00% / 55,246,136(118%)","+29.91% / 40,366,847(87%)","-8.06% / 57,329,175(123%)"
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"-6.83% / 31,817,820","+3.33% / 9,716,953(31%)","-8.06% / 6,424,287(20%)","+14.39% / 32,629,580(103%)","-5.21% / 6,557,786(21%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+29.85% / 24,092,403","-0.17% / 36,914,693(153%)","+29.92% / 26,926,799(112%)","+29.37% / 25,810,321(107%)","-4.70% / 38,684,324(161%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"-12.15% / 20,151,138","+10.64% / 13,671,214(68%)","+2.88% / 22,727,911(113%)","-3.27% / 3,314,332(16%)","+1.93% / 2,785,149(14%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-6.56% / 18,915,678","+6.28% / 14,961,854(79%)","-2.39% / 10,924,044(58%)","+1.87% / 14,773,882(78%)","+3.96% / 41,029,068(217%)"
미스터블루,207760,https://finance.naver.com/item/main.nhn?code=207760,"+5.91% / 17,964,119","+3.98% / 4,368,062(24%)","-3.83% / 7,092,050(39%)","-0.40% / 1,765,902(10%)","-4.00% / 1,815,119(10%)"
KG모빌리언스,046440,https://finance.naver.com/item/main.nhn?code=046440,"-2.98% / 17,389,008","+7.89% / 15,840,507(91%)","+1.22% / 3,839,369(22%)","+2.01% / 3,721,065(21%)","0.00% / 4,824,996(28%)"
대한뉴팜,054670,https://finance.naver.com/item/main.nhn?code=054670,"+23.22% / 16,264,295","+0.77% / 8,651,373(53%)","-2.29% / 2,056,878(13%)","+6.25% / 10,042,019(62%)","-9.93% / 1,568,379(10%)"
케이프,064820,https://finance.naver.com/item/main.nhn?code=064820,"-10.93% / 15,621,655","+3.95% / 3,285,739(21%)","+11.26% / 8,551,119(55%)","-5.00% / 1,981,106(13%)","-4.11% / 1,343,535(9%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"-0.86% / 14,741,940","+5.92% / 18,362,693(125%)","-5.87% / 6,004,775(41%)","+2.32% / 5,447,740(37%)","+12.89% / 79,129,093(537%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"-8.28% / 12,688,482","+6.45% / 6,335,410(50%)","-1.82% / 7,726,919(61%)","0.00% / 6,786,854(53%)","+1.85% / 12,150,230(96%)"
이엠코리아,095190,https://finance.naver.com/item/main.nhn?code=095190,"-5.40% / 12,505,296","+4.89% / 3,046,334(24%)","+5.33% / 7,630,130(61%)","-5.90% / 3,366,892(27%)","-3.14% / 3,202,827(26%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-11.87% / 12,462,581","+3.72% / 7,590,372(61%)","+5.80% / 25,295,096(203%)","-2.87% / 7,037,192(56%)","-1.61% / 5,511,688(44%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+29.95% / 12,328,091","+3.00% / 21,160,013(172%)","-4.20% / 4,046,991(33%)","+11.07% / 24,298,842(197%)","-6.35% / 3,621,292(29%)"
엘컴텍,037950,https://finance.naver.com/item/main.nhn?code=037950,"+4.00% / 12,216,602","-4.33% / 4,390,587(36%)","+2.51% / 10,400,562(85%)","-0.74% / 2,946,036(24%)","-2.72% / 4,634,464(38%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-8.79% / 11,956,488","+5.62% / 9,818,917(82%)","+2.28% / 13,108,982(110%)","-2.97% / 7,604,999(64%)","-1.92% / 6,215,401(52%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-11.11% / 10,290,207","+7.11% / 2,677,583(26%)","-6.04% / 3,441,591(33%)","+0.43% / 1,887,686(18%)","-1.71% / 1,602,440(16%)"
